# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = PyrMichMent_Try2_model
# start_datetime = 2025-04-07 17:04:09 UTC
# method = sample (Default)
#   sample
#     num_samples = 2000
#     num_warmup = 1000 (Default)
#     save_warmup = 1
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.84999999999999998
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0.5
#     num_chains = 1 (Default)
# id = 4
# data
#   file = d:\David\BayesianInferencesInSilicoScripts\BayesianInferencesInSilicoScripts\tmp\PyrMichMent_Try2_4.data.R
# init = 2 (Default)
# random
#   seed = 408891310 (Default)
# output
#   file = d:\David\BayesianInferencesInSilicoScripts\BayesianInferencesInSilicoScripts\tmp\PyrMichMent_Try2_samples_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,kin,kf,kr,kpl,T1_P,T1_X,LDH,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,inits.1
-9847.59,1,0.00316085,2,3,0,37691,-0.46218,-1.05812,-1.10896,-1.06553,0.124095,1.81396,-1.26216,0.076891,0.117735,0.245036,0.0934473,51,41,202.906
-9847.59,0,10.5266,0,1,1,9853.39,-0.46218,-1.05812,-1.10896,-1.06553,0.124095,1.81396,-1.26216,0.076891,0.117735,0.245036,0.0934473,51,41,202.906
-9847.59,0,1.20827,0,1,1,9849.62,-0.46218,-1.05812,-1.10896,-1.06553,0.124095,1.81396,-1.26216,0.076891,0.117735,0.245036,0.0934473,51,41,202.906
-9847.59,0,0.23075,0,1,1,9851.83,-0.46218,-1.05812,-1.10896,-1.06553,0.124095,1.81396,-1.26216,0.076891,0.117735,0.245036,0.0934473,51,41,202.906
-816.193,1,0.00840552,1,1,0,9325.92,-0.456602,-1.06062,-1.10108,-1.49439,0.131597,1.81147,-1.66548,0.0771699,0.117422,0.247202,0.0505612,51,41,91.9943
-645.192,1,0.0127037,2,3,0,758.611,-0.45597,-1.07614,-1.12342,-1.37327,0.103544,1.79767,-1.57645,0.0772015,0.115482,0.24106,0.0626732,51,41,116.476
-645.192,5.89825e-21,0.0240141,2,7,1,647.669,-0.45597,-1.07614,-1.12342,-1.37327,0.103544,1.79767,-1.57645,0.0772015,0.115482,0.24106,0.0626732,51,41,116.476
-623.087,0.999852,0.000560985,5,31,0,649.565,-0.444112,-1.0728,-1.12099,-1.38686,0.0931135,1.79895,-1.5842,0.0777944,0.1159,0.241728,0.0613137,51,41,114.344
-616.662,0.996999,0.00145347,4,15,0,627.161,-0.446723,-1.07397,-1.12485,-1.39325,0.0917569,1.79636,-1.58726,0.0776638,0.115754,0.240667,0.0606755,51,41,113.504
-613.218,0.997334,0.00128624,10,1023,0,626.027,-0.444113,-1.24703,-0.0701883,-1.56076,0.387543,1.03503,-1.43435,0.0777943,0.0941216,0.530698,0.0439241,51,41,155.555
-604.331,0.999584,0.00334457,8,319,0,616.785,-1.36045,-1.6318,0.522978,-1.72665,0.681377,1.81787,-1.16985,0.0319776,0.0460247,0.693819,0.027335,51,41,228.292
-583.932,0.998414,0.00566076,7,239,0,607.131,-1.93732,-1.91682,0.342892,-1.83241,0.286633,2.39675,-0.598292,0.00313401,0.0103978,0.644295,0.0167591,51,41,385.47
-567.869,0.745608,0.0109992,3,7,0,588.146,-1.93201,-1.91257,0.325833,-1.83077,0.305603,2.37361,-0.659967,0.00339959,0.010929,0.639604,0.0169229,51,41,368.509
-536.42,1,0.00615958,4,15,0,570.093,-1.90784,-1.91371,0.244697,-1.82157,0.307959,2.36027,-0.709694,0.00460785,0.0107866,0.617292,0.0178425,51,41,354.834
-535.947,0.999989,0.00590699,10,1023,0,541.308,-1.76078,-1.98344,1.0772,-1.81174,7.81877,2.79883,-0.630001,0.0119608,0.00206949,0.846231,0.0188255,51,41,376.75
-533.802,0.913784,0.0171912,7,191,0,541.509,-1.93466,-1.82442,-0.15596,-1.76844,7.10379,2.73025,-1.01864,0.00326696,0.021947,0.507111,0.0231557,51,41,269.875
-532.415,0.152293,0.0241553,2,7,0,536.271,-1.93197,-1.82069,-0.132322,-1.76591,7.13138,2.75137,-1.00649,0.00340172,0.0224139,0.513611,0.023409,51,41,273.216
-532.253,0.999757,0.00291787,10,1023,0,534.158,-1.93257,-1.55828,1.55919,-1.77568,8.35925,2.50423,-0.979249,0.00337153,0.0552152,0.978778,0.022432,51,41,280.706
-532.011,0.997998,0.00606303,8,319,0,533.895,-1.92608,-1.66567,1.52381,-1.76377,8.32194,2.77687,-1.01579,0.00369599,0.0417912,0.969047,0.0236229,51,41,270.658
-532.795,0.902749,0.00751628,10,1023,0,537.194,-1.75175,-1.98716,-0.345502,-1.68887,17.6417,1.63537,-1.19412,0.0124126,0.00160442,0.454987,0.0311132,51,41,221.617
-531.878,0.994799,0.0084158,10,1023,0,533.477,-1.89339,-1.78247,1.1277,-1.86011,18.2092,5.34433,-0.327581,0.00533057,0.0271914,0.860118,0.0139889,51,41,459.915
-534.216,0.915473,0.0135783,9,511,0,537.123,-1.91718,-0.277192,1.85875,-1.8641,18.6506,6.91658,-0.302313,0.00414111,0.215351,1.06116,0.01359,51,41,466.864
-534.516,0.0956614,0.0249007,2,7,1,535.145,-1.91653,-0.291416,1.85734,-1.86616,18.6402,6.90345,-0.316532,0.00417327,0.213573,1.06077,0.0133841,51,41,462.954
-535.073,0.999969,0.00241808,10,1023,0,535.866,-1.87726,-0.320362,1.83994,-1.9043,18.8668,7.48024,0.43654,0.0061369,0.209955,1.05598,0.00957019,51,41,670.048
-535.534,0.985368,0.00589717,10,1023,0,536.761,-1.87542,-0.350096,1.84383,-1.90414,18.7928,7.44846,0.441613,0.00622894,0.206238,1.05705,0.00958597,51,41,671.444
-533.424,0.993296,0.00429469,10,1023,0,539.237,-1.97043,-1.80103,0.251127,-0.568163,20.4808,4.00032,-1.81552,0.00147826,0.0248708,0.61906,0.143184,51,41,50.7328
-533.536,0.995265,0.0161668,10,1023,0,537.263,-1.96455,-1.79541,0.290363,0.682873,16.5956,9.5299,-1.90731,0.00177257,0.0255744,0.62985,0.268287,51,41,25.4895
-532.978,0.878012,0.0145157,10,1023,0,537.074,-1.95635,-1.01659,0.990764,-1.69402,13.5613,15.2291,-1.25847,0.00218231,0.122926,0.82246,0.0305984,51,41,203.92
-532.978,7.08121e-06,0.0273169,1,3,1,535.673,-1.95635,-1.01659,0.990764,-1.69402,13.5613,15.2291,-1.25847,0.00218231,0.122926,0.82246,0.0305984,51,41,203.92
-534.669,0.998143,0.00128802,9,767,0,537.708,-1.96916,-0.705242,1.10379,-1.50809,13.6955,15.4799,-1.50814,0.00154185,0.161845,0.853543,0.0491909,51,41,135.263
-538.424,0.997762,0.00412381,10,1023,0,539.362,-1.81682,-1.25375,-1.05667,-1.93486,13.6736,12.8084,1.46037,0.00915883,0.0932816,0.259416,0.00651369,51,41,951.601
-537.378,0.995578,0.00560689,10,1023,0,542.833,-1.79082,-1.06231,-0.796476,-1.94667,13.227,12.2183,2.35904,0.0104589,0.117211,0.330969,0.00533344,51,41,1198.74
-534.397,0.994581,0.0102239,10,1023,0,545.38,-1.84907,-1.6744,1.48157,-1.92501,3.35659,7.27026,1.03258,0.00754641,0.0406999,0.957433,0.00749931,51,41,833.959
-535.393,0.654496,0.0183158,10,1023,0,537.593,-1.63314,-1.99156,-0.229712,-1.07192,5.63418,12.0632,-1.71504,0.0183432,0.00105502,0.486829,0.0928082,51,41,78.3627
-535.636,0.989853,0.0102181,10,1023,0,538.314,-1.97246,1.44855,1.01627,-1.44249,14.5195,16.275,-1.56491,0.00137721,0.431068,0.829473,0.0557508,51,41,119.649
-533.129,0.935487,0.0114043,7,255,0,540.21,-1.93033,0.121927,0.0464338,-1.83505,14.6179,17.2393,-0.625022,0.00348356,0.265241,0.562769,0.0164946,51,41,378.119
-534.295,0.456826,0.0144396,7,151,0,538.024,-1.90312,1.26174,0.0017298,-1.89134,14.6724,17.8071,0.133824,0.00484383,0.407718,0.550476,0.0108656,51,41,586.802
-532.709,0.999734,0.00666907,10,1023,0,535.233,-1.94584,0.00266946,0.0301228,-1.77398,16.0432,15.8261,-0.981175,0.0027079,0.250334,0.558284,0.0226018,51,41,280.177
-535.05,0.990986,0.00498751,10,1023,0,536.715,-1.95891,0.82496,-1.14363,-1.72131,14.8843,15.6552,-1.19176,0.0020544,0.35312,0.235502,0.0278689,51,41,222.267
-534.12,0.991775,0.00906293,9,1023,0,539.799,-1.91145,-1.87987,1.81749,-1.62067,16.0772,12.7267,-1.36634,0.0044274,0.0150162,1.04981,0.0379326,51,41,174.257
-534.12,0.225406,0.0258856,1,3,0,534.954,-1.91145,-1.87987,1.81749,-1.62067,16.0772,12.7267,-1.36634,0.0044274,0.0150162,1.04981,0.0379326,51,41,174.257
-534.373,0.992702,0.00607919,9,831,0,537.731,-1.83479,-1.95261,1.92322,-1.73985,15.5382,13.7725,-1.07354,0.00826054,0.00592418,1.07889,0.0260151,51,41,254.777
-533.554,0.989626,0.00508495,10,1023,0,535.81,-1.93502,-1.88213,-1.16422,-1.71866,17.1815,10.1957,-1.18277,0.00324881,0.0147341,0.229841,0.028134,51,41,224.739
-533.9,0.941422,0.0115018,8,511,0,540.668,-1.97211,-0.725413,0.595088,-1.39502,16.5855,11.3054,-1.58973,0.0013943,0.159323,0.713649,0.0604977,51,41,112.824
