# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = PyrTransport_model
# start_datetime = 2024-06-04 13:08:54 UTC
# method = sample (Default)
#   sample
#     num_samples = 2000
#     num_warmup = 1000 (Default)
#     save_warmup = 1
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.84999999999999998
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0.5
#     num_chains = 1 (Default)
# id = 3
# data
#   file = c:\IBECPostDocDrive\2024_01_16_NCvsKR\DataProcessingInference\BayesianInference\tmp\PyrTransport_3.data.R
# init = 2 (Default)
# random
#   seed = 3934747241 (Default)
# output
#   file = c:\IBECPostDocDrive\2024_01_16_NCvsKR\DataProcessingInference\BayesianInference\tmp\PyrTransport_samples_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,k_f1,k_r1,T1_P,T1_X,kin,theta.1,theta.2,theta.3,theta.4,theta.5
-1803.58,0.999991,0.0323431,6,63,0,1806.2,-1.52244,-1.77391,-0.0407167,0.017738,-1.72197,0.0128182,0.00520412,51.0015,41.8779,0.000385867
-1802,0.988808,0.0353409,7,191,0,1804.75,-1.60461,-1.67957,0.0290232,-0.169588,-1.65684,0.0107848,0.00704618,51.3586,40.3156,0.000464793
-1802.68,0.965274,0.0500656,5,31,0,1803.06,-1.5961,-1.67218,0.0253563,-0.210638,-1.65439,0.0109953,0.00719058,51.3398,39.9733,0.000467752
-1804.57,0.938013,0.063346,6,127,0,1806.71,-1.46653,-1.77164,-0.0169797,-0.0549431,-1.73461,0.014202,0.00524835,51.1231,41.2718,0.000370554
-1802.87,0.986771,0.0453322,6,127,0,1806.93,-1.60268,-1.68364,0.00151861,-0.0807164,-1.66107,0.0108325,0.00696684,51.2178,41.0568,0.000459668
-1803.5,0.797884,0.0931224,4,15,0,1806.88,-1.61573,-1.68881,-0.0245373,-0.0456545,-1.66107,0.0105096,0.00686578,51.0844,41.3492,0.000459665
-1802.27,0.986538,0.0543348,6,95,0,1805.96,-1.52254,-1.75656,-0.0147871,-0.0198196,-1.71828,0.0128159,0.00554275,51.1343,41.5647,0.00039034
-1802.44,0.961947,0.0779568,6,95,0,1803.69,-1.55677,-1.68826,0.000936789,-0.0428394,-1.68762,0.0119688,0.00687666,51.2148,41.3727,0.000427494
-1802.46,0.224412,0.133109,2,7,1,1804.55,-1.55656,-1.68147,-0.00463901,-0.0351555,-1.6831,0.011974,0.00700923,51.1862,41.4368,0.000432962
-1803.04,0.999702,0.025765,7,255,0,1803.43,-1.56871,-1.66147,0.000797824,-0.0217034,-1.67507,0.0116732,0.00739978,51.2141,41.549,0.000442702
-1804.44,0.927839,0.0603978,5,31,0,1805.93,-1.64713,-1.69017,-0.0027418,-0.207964,-1.63895,0.00973258,0.00683921,51.196,39.9956,0.000486466
-1806.31,0.964291,0.0579821,5,31,0,1811.04,-1.67049,-1.60702,0.0108643,-0.136501,-1.59045,0.00915448,0.0084631,51.2656,40.5916,0.00054524
-1802.94,0.999568,0.0392616,6,63,0,1806.7,-1.60531,-1.71788,0.0489404,-0.259608,-1.66433,0.0107675,0.00629822,51.4606,39.5649,0.000455717
-1804.06,0.784853,0.0547235,1,3,0,1804.18,-1.60316,-1.71841,0.0491306,-0.258231,-1.66251,0.0108207,0.00628791,51.4615,39.5764,0.000457913
-1803.19,1,0.0555182,3,11,0,1804.16,-1.60731,-1.71966,0.052982,-0.260224,-1.66618,0.0107181,0.00626341,51.4813,39.5597,0.000453471
-1803.51,0.660718,0.0493854,4,19,0,1809.87,-1.59659,-1.71395,0.0484785,-0.287764,-1.66704,0.0109833,0.00637486,51.4582,39.33,0.000452433
-1803.89,0.145073,0.103906,3,15,0,1808.25,-1.58271,-1.68027,0.0535681,-0.161811,-1.66663,0.0113268,0.00703259,51.4843,40.3805,0.000452921
-1804.38,0.996797,0.0414573,7,191,0,1806.63,-1.4678,-1.81939,-0.031363,0.101518,-1.75357,0.0141705,0.00431586,51.0494,42.5767,0.000347571
-1803.45,0.990792,0.0239442,6,111,0,1805.83,-1.49546,-1.75811,-0.0320443,-0.00872272,-1.72217,0.0134859,0.00551251,51.0459,41.6573,0.000385629
-1803.29,0.995645,0.0403472,6,63,0,1804.12,-1.50913,-1.77838,-0.00197492,0.0150767,-1.73014,0.0131476,0.00511665,51.1999,41.8557,0.00037596
-1803.66,0.997588,0.0476377,6,127,0,1805.02,-1.64423,-1.64651,0.0302302,-0.133197,-1.62548,0.0098044,0.00769179,51.3648,40.6191,0.000502784
-1804.82,0.941357,0.0867551,5,31,0,1805.32,-1.64659,-1.65003,0.000610264,-0.240189,-1.61946,0.00974582,0.00762306,51.2131,39.7268,0.000510079
-1805.72,0.821507,0.0554711,6,95,0,1808.57,-1.60624,-1.64385,0.00346181,0.00710094,-1.64998,0.0107446,0.00774374,51.2277,41.7892,0.000473095
-1803.52,0.943505,0.0851299,4,31,0,1805.92,-1.59158,-1.71355,-0.00496587,-0.196555,-1.66951,0.0111074,0.00638281,51.1846,40.0907,0.000449437
-1803.38,0.73623,0.0952072,4,31,0,1804.47,-1.55854,-1.73042,0.0253988,-0.0462712,-1.69991,0.0119248,0.00605325,51.34,41.3441,0.000412595
-1806.96,0.608383,0.0738585,5,63,0,1808.21,-1.611,-1.7074,-0.00313501,-0.255499,-1.65196,0.0106268,0.00650286,51.1939,39.5991,0.000470704
-1808.49,0.839704,0.0571508,5,31,0,1811.02,-1.62545,-1.69152,0.0344259,-0.0722158,-1.66548,0.010269,0.00681287,51.3863,41.1277,0.000454321
-1802.77,0.934768,0.0595284,4,31,0,1811,-1.60193,-1.68578,0.0380408,-0.172754,-1.66346,0.0108511,0.00692491,51.4048,40.2892,0.000456771
-1803.66,0.992803,0.0326996,6,111,0,1805.26,-1.54756,-1.70665,0.011437,-0.167284,-1.68463,0.0121967,0.00651752,51.2686,40.3349,0.000431117
-1804.5,0.963115,0.071511,5,31,0,1806.85,-1.63585,-1.68018,-0.0230607,-0.0523814,-1.6495,0.0100116,0.00703441,51.0919,41.2931,0.000473683
-1806.2,0.991408,0.0625966,5,63,0,1809.26,-1.58485,-1.71595,-0.057458,-0.0642202,-1.68246,0.0112739,0.00633577,50.9158,41.1944,0.000433744
-1805.2,0.117055,0.100709,4,27,1,1811.02,-1.55231,-1.74305,-0.0641821,0.0483612,-1.707,0.0120791,0.00580667,50.8814,42.1333,0.000404007
-1806.06,0.79045,0.040424,3,11,0,1809.08,-1.541,-1.74064,-0.0627577,0.0466727,-1.70621,0.0123589,0.00585365,50.8887,42.1193,0.000404958
-1806.34,0.975183,0.0478455,5,31,0,1808.71,-1.57151,-1.7551,-0.0586593,0.0189192,-1.70556,0.0116039,0.00557129,50.9097,41.8878,0.000405749
-1803.37,0.999576,0.0531535,5,31,0,1808.23,-1.55109,-1.75421,-0.0191931,0.0171394,-1.7087,0.0121094,0.00558866,51.1117,41.8729,0.000401949
-1802.85,0.998985,0.0248923,5,63,0,1805.44,-1.52165,-1.75211,-0.00780035,0.0306795,-1.71809,0.0128378,0.00562967,51.1701,41.9859,0.000390567
-1802.53,0.998035,0.0613248,6,95,0,1803.98,-1.59879,-1.68578,0.0223685,-0.0906292,-1.66527,0.0109288,0.00692501,51.3245,40.9742,0.000454573
-1802.46,0.849441,0.0855833,5,63,0,1803.79,-1.55529,-1.73499,-0.0260057,-0.0044006,-1.70198,0.0120054,0.00596402,51.0769,41.6933,0.000410085
-1803.07,0.994167,0.0538311,5,31,0,1803.76,-1.54608,-1.74239,-0.0280224,-0.0861734,-1.7029,0.0122333,0.0058196,51.0665,41.0113,0.000408977
-1806.33,0.968292,0.0784169,4,15,0,1807.29,-1.58268,-1.77072,-0.0275061,-0.169514,-1.6933,0.0113276,0.00526629,51.0692,40.3163,0.000420601
-1806.33,0.0004154,0.135323,1,3,1,1809.27,-1.58268,-1.77072,-0.0275061,-0.169514,-1.6933,0.0113276,0.00526629,51.0692,40.3163,0.000420601
-1803.67,0.999918,0.019659,7,127,0,1809.34,-1.56613,-1.73959,0.0503588,-0.198478,-1.69036,0.011737,0.00587417,51.4678,40.0747,0.000424169
-1803.81,0.801495,0.0580297,5,47,0,1807.78,-1.61415,-1.65093,-0.0170865,-0.0510771,-1.64658,0.0105487,0.00760564,51.1225,41.304,0.000477216
-1804.14,0.988738,0.0419637,5,31,0,1804.61,-1.61545,-1.64601,-0.0184117,-0.0854152,-1.64186,0.0105166,0.00770156,51.1157,41.0176,0.000482942
-1803.84,0.973913,0.055709,6,127,0,1805.15,-1.48683,-1.81493,-0.000416431,-0.0461095,-1.74007,0.0136995,0.00440297,51.2079,41.3454,0.000363932
-1805.09,0.519072,0.0853195,4,15,0,1805.7,-1.48593,-1.80798,-0.0109938,-0.0388292,-1.73506,0.0137218,0.00453868,51.1537,41.4062,0.000370009
-1805.73,0.999667,0.0305395,7,191,0,1808.25,-1.62174,-1.66843,0.00464912,0.00350127,-1.65933,0.0103609,0.00726386,51.2338,41.7592,0.000461765
-1803.74,0.985664,0.0637137,5,31,0,1806.93,-1.60195,-1.6524,-0.00646272,-0.116082,-1.65423,0.0108507,0.00757678,51.1769,40.7619,0.000467946
-1804.61,0.968367,0.0516605,6,127,0,1806.24,-1.60332,-1.71495,-0.0237258,-0.018137,-1.68108,0.0108168,0.00635529,51.0885,41.5787,0.000435419
-1804.59,0.995845,0.070608,5,31,0,1806.99,-1.57438,-1.66885,-0.0118095,0.042753,-1.68135,0.011533,0.00725554,51.1495,42.0866,0.000435091
-1804.31,0.992273,0.0417453,6,127,0,1806.9,-1.65016,-1.67722,0.0326958,-0.291417,-1.62958,0.00965763,0.00709212,51.3774,39.2996,0.000497818
-1804.31,0.00602847,0.122684,1,3,0,1806.17,-1.65016,-1.67722,0.0326958,-0.291417,-1.62958,0.00965763,0.00709212,51.3774,39.2996,0.000497818
-1806.09,0.991426,0.0180037,7,127,0,1807.17,-1.62386,-1.67879,0.0460847,-0.347711,-1.63127,0.0103084,0.00706141,51.446,38.8301,0.000495772
-1804.17,0.977006,0.0427897,4,31,0,1807.43,-1.63032,-1.67519,0.0559177,-0.32799,-1.63026,0.0101485,0.00713178,51.4963,38.9946,0.000496994
-1805.32,0.998774,0.0262801,8,255,0,1807.19,-1.51095,-1.81183,0.0115839,-0.0416547,-1.73242,0.0131026,0.00446356,51.2693,41.3826,0.000373198
-1804.77,0.90308,0.0791317,5,63,0,1810.91,-1.5826,-1.74966,0.0188699,-0.279989,-1.68201,0.0113296,0.00567753,51.3066,39.3949,0.000434289
-1807.69,0.276045,0.0829961,5,31,0,1811.58,-1.54307,-1.7189,0.0179342,0.0130733,-1.6973,0.0123077,0.00627818,51.3018,41.839,0.000415757
-1807.85,0.966371,0.0403502,5,39,0,1811.38,-1.57303,-1.71198,-0.0528573,-0.0585069,-1.6793,0.0115662,0.00641336,50.9394,41.2421,0.000437567
-1810.18,0.864961,0.045306,3,7,0,1810.85,-1.5719,-1.71389,-0.0525117,-0.0624757,-1.67813,0.0115944,0.00637609,50.9411,41.209,0.000438991
-1809.43,0.999515,0.0292343,7,183,0,1811.9,-1.59279,-1.64448,0.0326646,-0.0556281,-1.66586,0.0110774,0.00773155,51.3772,41.2661,0.000453852
-1805.47,0.999737,0.0271878,6,87,0,1810.85,-1.61268,-1.66504,0.027233,-0.261642,-1.63669,0.0105851,0.00733007,51.3494,39.5479,0.000489203
-1803.59,0.955859,0.0449085,2,3,0,1806.44,-1.61682,-1.66182,0.0301461,-0.268443,-1.64108,0.0104827,0.00739296,51.3643,39.4912,0.00048388
-1803.23,0.998956,0.0694431,6,63,0,1804.76,-1.59902,-1.71264,0.0310965,-0.264421,-1.66712,0.0109232,0.00640045,51.3692,39.5247,0.000452329
-1804.82,0.538125,0.0861526,4,31,0,1807.21,-1.5814,-1.66132,0.0210907,-0.0736056,-1.66211,0.0113591,0.00740271,51.318,41.1161,0.000458396
-1804.97,0.997912,0.0392946,5,51,0,1808.99,-1.54965,-1.67366,0.0387603,-0.116892,-1.6777,0.012145,0.0071616,51.4085,40.7551,0.000439509
-1803.73,0.858486,0.0495862,5,31,0,1807.67,-1.58139,-1.70257,0.0367488,-0.0793592,-1.67862,0.0113594,0.00659714,51.3982,41.0681,0.000438396
-1804.28,0.986756,0.0344958,6,63,0,1805.38,-1.56238,-1.74236,-0.0239777,-0.131647,-1.69733,0.0118298,0.00582011,51.0872,40.6321,0.000415728
-1805.73,0.450426,0.0998295,4,31,0,1808.84,-1.5739,-1.75199,-0.0234451,-0.0233537,-1.69556,0.0115448,0.00563203,51.09,41.5352,0.000417871
-1805.09,0.99999,0.0443433,5,63,0,1808.92,-1.55459,-1.72368,-0.0153306,-0.134664,-1.68675,0.0120227,0.00618486,51.1315,40.6069,0.00042855
-1803.1,0.978909,0.0355238,3,7,0,1806.44,-1.5577,-1.72564,-0.0173848,-0.131678,-1.69006,0.0119458,0.0061466,51.121,40.6318,0.000424532
-1803.8,0.942171,0.036731,7,223,0,1805.74,-1.62836,-1.64957,0.0494133,-0.306962,-1.62569,0.010197,0.00763216,51.463,39.1699,0.000502539
-1803.56,0.99914,0.0626006,4,23,0,1805.73,-1.67525,-1.6696,0.053104,-0.297983,-1.60735,0.00903658,0.00724089,51.4819,39.2448,0.000524763
-1804.16,0.466305,0.0763848,5,31,0,1806.87,-1.63314,-1.62684,0.0518992,-0.247996,-1.61852,0.0100787,0.0080759,51.4757,39.6617,0.000511222
-1802.91,0.983038,0.0328721,6,127,0,1806.18,-1.64178,-1.68885,0.0119431,-0.158627,-1.64407,0.00986506,0.00686515,51.2711,40.4071,0.000480258
-1803.67,0.991741,0.0626318,4,31,0,1805.63,-1.61536,-1.63444,0.0303736,-0.141925,-1.63989,0.0105189,0.00792765,51.3655,40.5463,0.000485327
-1805.74,0.0921075,0.105689,4,31,0,1808.76,-1.60575,-1.6154,0.0134946,-0.085983,-1.64322,0.0107565,0.00829943,51.2791,41.0129,0.000481287
-1803.72,0.998581,0.0231251,6,79,0,1807.8,-1.62187,-1.70231,0.0245353,-0.13993,-1.65517,0.0103577,0.0066022,51.3356,40.563,0.000466815
-1803.8,0.997133,0.0219266,5,47,0,1805.78,-1.57966,-1.66603,0.0194301,-0.160442,-1.66752,0.0114023,0.00731075,51.3095,40.3919,0.000451848
-1807.17,0.966621,0.0354105,6,127,0,1807.95,-1.58228,-1.70185,0.0527364,-0.0852769,-1.67525,0.0113374,0.00661111,51.48,41.0188,0.000442474
-1803.56,0.993863,0.0407893,6,63,0,1809.24,-1.58507,-1.68321,0.00894883,-0.106607,-1.66558,0.0112684,0.00697515,51.2558,40.8409,0.000454196
-1802.4,0.990075,0.0347797,5,47,0,1804.64,-1.58595,-1.68035,0.0130906,-0.17338,-1.66604,0.0112467,0.00703097,51.277,40.284,0.000453638
-1805.33,0.189514,0.102718,4,31,0,1808.9,-1.55865,-1.66444,-0.0093944,-0.164495,-1.66793,0.0119221,0.00734169,51.1619,40.3581,0.000451344
-1803.53,0.993853,0.0201919,7,191,0,1808.43,-1.55186,-1.73954,-0.0085201,0.0473235,-1.70901,0.0120903,0.00587516,51.1664,42.1247,0.000401569
-1804.96,0.998792,0.0319284,7,127,0,1808.25,-1.41015,-1.82815,-0.039345,0.188405,-1.76704,0.0155973,0.00414493,51.0086,43.3013,0.00033125
-1803.75,0.990515,0.0284504,7,191,0,1806.89,-1.48505,-1.74722,-0.0468176,0.0128345,-1.7244,0.0137437,0.00572532,50.9703,41.837,0.000382922
-1804.89,0.778187,0.0577089,6,127,0,1809.99,-1.64224,-1.64591,0.00127044,-0.0267044,-1.63544,0.00985363,0.00770353,51.2165,41.5073,0.000490717
-1804.31,0.851245,0.0685414,2,7,0,1805.86,-1.63523,-1.64606,0.00226989,-0.0468043,-1.6388,0.010027,0.00770058,51.2216,41.3397,0.000486653
-1803,0.988099,0.0433641,6,127,0,1805.27,-1.56808,-1.67418,-0.0102322,-0.0956071,-1.67576,0.0116889,0.00715159,51.1576,40.9326,0.000441862
-1803.84,0.996764,0.0399162,6,95,0,1805.76,-1.58941,-1.72655,-0.0285745,-0.0143511,-1.685,0.0111609,0.00612894,51.0637,41.6103,0.000430669
-1802.63,0.970588,0.0585988,5,63,0,1805.68,-1.55572,-1.72165,0.00151179,-0.0371168,-1.69428,0.0119946,0.00622462,51.2177,41.4204,0.000419422
-1803.86,0.122381,0.121078,2,5,0,1805.22,-1.55732,-1.72407,-0.00164411,-0.0411227,-1.70124,0.011955,0.0061773,51.2016,41.387,0.000410985
-1804.51,0.990064,0.0491923,5,31,0,1806.59,-1.51167,-1.73618,-0.0263878,-0.111164,-1.70984,0.0130849,0.00594074,51.0749,40.8029,0.000400562
-1804.11,0.999229,0.0373372,6,95,0,1806.09,-1.50785,-1.72848,-0.0114164,-0.121355,-1.70854,0.0131795,0.0060911,51.1515,40.7179,0.000402135
-1803.23,0.96369,0.0415809,5,31,0,1805.93,-1.52138,-1.73084,0.0139633,-0.100008,-1.70419,0.0128447,0.00604506,51.2815,40.8959,0.000407405
-1803.21,0.999689,0.0308137,6,63,0,1804.5,-1.54243,-1.73697,0.0304013,-0.128283,-1.69909,0.0123237,0.00592536,51.3657,40.6601,0.000413585
-1802.48,0.593801,0.0924664,5,31,0,1804.49,-1.6078,-1.69129,-0.00886665,-0.129851,-1.66117,0.0107058,0.0068174,51.1646,40.647,0.000459537
-1804.02,0.957712,0.0497782,4,15,0,1804.99,-1.59137,-1.68425,-0.0213395,-0.156586,-1.6631,0.0111126,0.00695479,51.1007,40.4241,0.000457201
-1804.45,0.438441,0.0838558,4,31,0,1807.72,-1.57836,-1.67911,-0.0169857,-0.168718,-1.66534,0.0114344,0.00705522,51.123,40.3229,0.000454484
-1803.42,0.923792,0.0312511,6,63,0,1807.59,-1.61073,-1.67788,-0.0215416,-0.081346,-1.65574,0.0106334,0.00707923,51.0997,41.0516,0.000466124
-1804.18,0.971249,0.0253271,7,191,0,1806.97,-1.59819,-1.69263,0.0440322,-0.30625,-1.65866,0.0109437,0.00679119,51.4354,39.1759,0.000462586
-1803.65,0.999893,0.0481563,6,63,0,1805.7,-1.63157,-1.65114,0.0553249,-0.304737,-1.62463,0.0101176,0.00760154,51.4933,39.1885,0.000503813
-1803.85,0.874523,0.0454969,7,127,0,1805.88,-1.56156,-1.70256,-0.0202208,0.0487693,-1.69636,0.0118502,0.00659726,51.1065,42.1367,0.000416899
-1804.52,0.999683,0.0757684,4,23,0,1807.37,-1.54424,-1.67583,-0.0297255,0.0726731,-1.69513,0.0122789,0.00711937,51.0578,42.3361,0.000418389
-1808.41,0.997046,0.0701842,5,31,0,1810.38,-1.60139,-1.78141,0.0279979,-0.0638595,-1.70101,0.0108646,0.0050576,51.3533,41.1974,0.000411265
-1810.03,0.471116,0.108185,3,15,1,1814.22,-1.54014,-1.72911,0.028408,-0.343757,-1.6885,0.0123803,0.00607881,51.3554,38.8631,0.000426422
-1807.26,0.997131,0.0705672,5,31,0,1814.49,-1.52881,-1.70428,0.0642431,-0.203597,-1.6948,0.0126606,0.00656373,51.5389,40.032,0.000418792
-1805.15,0.997661,0.0543723,5,31,0,1807.99,-1.64956,-1.73048,0.0198106,-0.226921,-1.65312,0.00967239,0.00605203,51.3114,39.8375,0.0004693
-1805.15,0.0406456,0.111775,2,5,0,1808.9,-1.64956,-1.73048,0.0198106,-0.226921,-1.65312,0.00967239,0.00605203,51.3114,39.8375,0.0004693
-1804.62,0.991273,0.0301929,6,127,0,1807.84,-1.56962,-1.65835,0.0217378,-0.0418215,-1.66939,0.0116506,0.00746075,51.3213,41.3812,0.000449577
-1802.62,0.994059,0.0359849,7,191,0,1806.49,-1.53009,-1.76431,0.00035116,-0.0319777,-1.71619,0.0126291,0.00539141,51.2118,41.4633,0.000392872
-1802.86,0.99852,0.0260495,6,63,0,1803.68,-1.51093,-1.77198,0.00460595,-0.0213322,-1.72538,0.0131031,0.00524168,51.2336,41.5521,0.000381728
-1805.17,0.896516,0.0437651,6,95,0,1810.79,-1.55579,-1.7154,-0.0655821,0.0484589,-1.69719,0.011993,0.00634663,50.8742,42.1341,0.000415893
-1808.54,0.989592,0.0555027,5,31,0,1809.84,-1.58126,-1.69363,-0.0647905,0.207326,-1.69073,0.0113627,0.00677179,50.8783,43.4591,0.00042372
-1809.55,0.808992,0.0407111,2,3,0,1810.94,-1.58506,-1.69558,-0.0663091,0.202447,-1.6925,0.0112687,0.00673361,50.8705,43.4184,0.000421577
-1803.37,0.684019,0.0806133,5,47,0,1815.17,-1.46485,-1.75077,-0.00985598,0.0128223,-1.73112,0.0142435,0.00565589,51.1595,41.8369,0.000374776
-1805.02,0.479939,0.0707008,6,95,0,1807.89,-1.61741,-1.68372,-0.014077,-0.105677,-1.65001,0.0104681,0.00696516,51.1379,40.8487,0.00047306
-1802.9,0.999883,0.0260946,5,39,0,1807.04,-1.61229,-1.67887,-0.0122961,-0.107269,-1.65765,0.0105947,0.0070599,51.147,40.8354,0.0004638
-1804.51,0.835522,0.0475787,5,55,0,1806.37,-1.60771,-1.70852,0.0117129,-0.108727,-1.67458,0.0107082,0.0064809,51.27,40.8232,0.000443289
-1804.99,0.999305,0.0487856,4,21,0,1805.73,-1.55749,-1.68417,0.0149016,-0.140513,-1.68426,0.0119508,0.00695642,51.2863,40.5581,0.000431556
-1804.14,0.999628,0.0673922,5,63,0,1805.29,-1.62231,-1.68857,0.0155834,-0.100653,-1.65164,0.0103468,0.0068706,51.2898,40.8906,0.000471089
-1803.29,0.960581,0.0783717,5,31,0,1805.77,-1.5729,-1.72975,0.0316361,-0.233834,-1.6844,0.0115695,0.00606633,51.372,39.7798,0.000431387
-1807.4,0.994205,0.0323646,5,31,0,1808.26,-1.59997,-1.7455,0.0495105,-0.0792017,-1.69025,0.0108996,0.00575878,51.4635,41.0695,0.000424305
-1804.09,0.230101,0.113564,4,21,1,1808.08,-1.58416,-1.73952,0.0496216,-0.151458,-1.68652,0.0112908,0.00587552,51.4641,40.4668,0.000428822
-1804.61,0.966765,0.0241961,7,191,0,1807.26,-1.56962,-1.74973,0.0378804,-0.164877,-1.69064,0.0116509,0.00567622,51.4039,40.3549,0.00042383
-1805.65,0.978123,0.0648687,4,15,0,1807.16,-1.57769,-1.76099,0.0455147,-0.106073,-1.69784,0.0114511,0.00545625,51.443,40.8453,0.000415102
-1805.28,0.973537,0.0517412,6,87,0,1807.95,-1.60856,-1.64638,0.0130864,-0.26966,-1.63729,0.0106872,0.00769446,51.277,39.481,0.00048848
-1802.76,0.994425,0.0575097,5,31,0,1806.3,-1.62018,-1.65625,0.0123754,-0.18482,-1.64101,0.0103995,0.00750164,51.2734,40.1886,0.000483972
-1804.45,0.781128,0.0486588,6,83,0,1808.89,-1.55417,-1.68958,-0.0326841,0.098626,-1.69175,0.012033,0.00685074,51.0427,42.5525,0.000422485
-1804.63,0.972741,0.0451183,6,127,0,1807.19,-1.60533,-1.69468,-0.0309497,-0.111116,-1.66662,0.0107669,0.00675113,51.0515,40.8033,0.000452939
-1805.06,0.919389,0.0564879,6,63,0,1806.82,-1.4756,-1.75949,0.00435218,-0.0405141,-1.72499,0.0139774,0.00548561,51.2323,41.3921,0.00038221
-1804.11,0.994866,0.0477543,6,79,0,1807.24,-1.46258,-1.77104,-0.01275,0.111895,-1.74182,0.0142997,0.00526007,51.1447,42.6632,0.000361809
-1804.11,0.000974741,0.126676,1,3,0,1805.91,-1.46258,-1.77104,-0.01275,0.111895,-1.74182,0.0142997,0.00526007,51.1447,42.6632,0.000361809
-1803.09,0.993106,0.0217559,8,383,0,1804.97,-1.62869,-1.63928,0.032269,-0.178716,-1.63089,0.0101888,0.00783305,51.3752,40.2395,0.000496232
-1804.81,0.97291,0.040234,6,95,0,1807.12,-1.61504,-1.74182,-0.00731801,-0.187468,-1.67448,0.0105266,0.00583068,51.1725,40.1665,0.000443412
-1803.99,0.971417,0.0510964,6,95,0,1806.71,-1.51827,-1.71538,0.0148336,-0.0175381,-1.70517,0.0129216,0.00634695,51.2859,41.5837,0.00040622
-1803.58,0.931445,0.0751611,5,47,0,1807.45,-1.55333,-1.74656,0.0234359,-0.0896499,-1.70571,0.0120539,0.0057382,51.33,40.9823,0.000405563
-1803.97,0.870388,0.0923594,5,63,0,1808.08,-1.64883,-1.70711,0.0215715,-0.268411,-1.63684,0.00969054,0.00650841,51.3204,39.4915,0.000489026
-1802.43,0.895096,0.0440173,5,63,0,1805.76,-1.61127,-1.69005,0.0201336,-0.213908,-1.65285,0.0106201,0.0068416,51.3131,39.946,0.000469619
-1802.01,0.994726,0.0553422,5,63,0,1805.28,-1.57201,-1.71142,0.0135705,-0.126808,-1.68489,0.0115916,0.00642428,51.2795,40.6724,0.000430799
-1802.74,0.998397,0.0900214,5,47,0,1803.99,-1.58274,-1.73476,0.036457,-0.207758,-1.68171,0.011326,0.00596853,51.3967,39.9973,0.000434656
-1804.53,0.0122462,0.127778,2,5,1,1809.4,-1.58478,-1.72448,0.0393059,-0.195434,-1.67445,0.0112755,0.0061693,51.4112,40.1001,0.000443448
-1802.78,0.925455,0.0507606,5,47,0,1806.16,-1.62117,-1.68542,0.0209463,-0.220401,-1.64533,0.0103751,0.00693199,51.3172,39.8919,0.000478732
-1803.07,0.95177,0.0439432,6,127,0,1805.26,-1.51091,-1.72164,-0.0166278,0.0171494,-1.71018,0.0131036,0.00622476,51.1249,41.873,0.000400152
-1802.7,0.911357,0.0393044,4,27,0,1806.11,-1.52592,-1.72583,-0.0284171,-0.00116985,-1.71011,0.0127323,0.00614296,51.0645,41.7202,0.000400236
-1802.7,0.94174,0.0557901,6,127,0,1804.66,-1.59888,-1.70518,0.0221358,-0.145494,-1.66666,0.0109266,0.00654622,51.3233,40.5166,0.000452888
-1803.56,0.993442,0.0785457,6,63,0,1805.01,-1.57352,-1.68405,-0.0230245,-0.0523278,-1.6738,0.0115543,0.00695885,51.0921,41.2936,0.00044423
-1803.19,0.998979,0.0380076,6,63,0,1804.56,-1.56911,-1.70249,-0.0290473,0.0299536,-1.68744,0.0116633,0.00659874,51.0613,41.9798,0.000427708
-1804.47,0.99924,0.0488797,5,63,0,1806.1,-1.52049,-1.72452,-0.0278248,-0.113593,-1.70336,0.0128667,0.00616856,51.0675,40.7826,0.000408421
-1804.47,3.95448e-05,0.109561,4,31,0,1809,-1.52049,-1.72452,-0.0278248,-0.113593,-1.70336,0.0128667,0.00616856,51.0675,40.7826,0.000408421
-1805.38,0.9877,0.0350762,7,127,0,1808.55,-1.64783,-1.63138,0.00712104,-0.0310104,-1.625,0.00971522,0.00798737,51.2465,41.4714,0.000503373
-1804.94,0.935117,0.0367579,6,127,0,1808.16,-1.65098,-1.65418,0.0303498,-0.317857,-1.61019,0.00963728,0.00754212,51.3654,39.0791,0.000521315
-1807.6,0.776674,0.0566993,2,3,0,1808.01,-1.64682,-1.6551,0.0297072,-0.313505,-1.60925,0.00974033,0.00752404,51.3621,39.1154,0.00052246
-1805.81,0.995555,0.0384051,5,55,0,1808.97,-1.66889,-1.64781,0.0470332,-0.32716,-1.5937,0.00919395,0.00766646,51.4508,39.0015,0.000541298
