# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = PyrTransport_model
# start_datetime = 2024-06-04 13:08:54 UTC
# method = sample (Default)
#   sample
#     num_samples = 2000
#     num_warmup = 1000 (Default)
#     save_warmup = 1
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.84999999999999998
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0.5
#     num_chains = 1 (Default)
# id = 4
# data
#   file = c:\IBECPostDocDrive\2024_01_16_NCvsKR\DataProcessingInference\BayesianInference\tmp\PyrTransport_4.data.R
# init = 2 (Default)
# random
#   seed = 3934747241 (Default)
# output
#   file = c:\IBECPostDocDrive\2024_01_16_NCvsKR\DataProcessingInference\BayesianInference\tmp\PyrTransport_samples_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,k_f1,k_r1,T1_P,T1_X,kin,theta.1,theta.2,theta.3,theta.4,theta.5
-2833.34,1.59488e-38,0.00513905,1,1,0,2834.6,-0.0766784,-1.66947,-1.06314,1.09105,-1.82905,0.0485974,0.00724356,45.7667,50.8293,0.000256113
-2768.36,0.991333,0.000466917,5,31,0,2835.2,-0.0714149,-1.66915,-1.0291,1.10101,-1.83021,0.0487276,0.00724974,45.941,50.9124,0.000254702
-2755.18,0.99658,0.000876664,3,7,0,2769.54,-0.0676367,-1.67079,-1.02172,1.10045,-1.83304,0.0488211,0.00721766,45.9788,50.9078,0.000251275
-2754.33,0.998073,0.00113552,3,7,0,2759.93,-0.0709607,-1.67516,-1.02222,1.10401,-1.83118,0.0487388,0.00713248,45.9762,50.9374,0.000253531
-2750.31,0.692529,0.0021426,2,3,0,2756.32,-0.0713413,-1.67698,-1.01968,1.10199,-1.83075,0.0487294,0.00709688,45.9893,50.9206,0.000254055
-2746.11,1,0.00147784,2,3,0,2751.47,-0.070116,-1.67701,-1.01736,1.10219,-1.83093,0.0487598,0.00709635,46.0011,50.9222,0.000253827
-2690.96,0.997451,0.00194575,3,7,0,2748.95,-0.0552277,-1.67588,-0.986365,1.10825,-1.83207,0.0491282,0.00711842,46.1598,50.9728,0.000252447
-2677.01,0.845217,0.00156957,2,3,0,2692.92,-0.0564602,-1.68,-0.979191,1.10933,-1.83382,0.0490977,0.00703786,46.1965,50.9818,0.000250333
-2677.01,0.125709,0.00259512,2,3,0,2678.9,-0.0564602,-1.68,-0.979191,1.10933,-1.83382,0.0490977,0.00703786,46.1965,50.9818,0.000250333
-2566.31,0.999178,0.000287133,6,63,0,2678.84,-0.0769458,-1.69347,-0.915156,1.10762,-1.83546,0.0485907,0.00677486,46.5244,50.9675,0.000248344
-2566.11,0.995562,0.000391441,7,127,0,2567.94,-0.0769637,-1.69383,-0.915099,1.10738,-1.83599,0.0485903,0.00676775,46.5247,50.9656,0.000247706
-2565.37,0.808882,0.00116105,2,3,0,2567.75,-0.0769334,-1.69305,-0.914094,1.10747,-1.83779,0.048591,0.006783,46.5298,50.9663,0.000245524
-2494.92,1,0.00082404,4,15,0,2566.58,-0.0741131,-1.68852,-0.869766,1.10686,-1.83692,0.0486608,0.0068715,46.7568,50.9612,0.000246578
-2461.59,0.902208,0.00172317,3,7,0,2497.53,-0.0660811,-1.68202,-0.846798,1.10463,-1.83638,0.0488596,0.00699836,46.8744,50.9426,0.00024723
-2454.11,0.305744,0.0029938,3,7,0,2463.9,-0.0629575,-1.67789,-0.841474,1.10634,-1.83778,0.0489369,0.00707912,46.9017,50.9568,0.000245533
-2244.67,0.954943,0.000787587,5,31,0,2456.82,-0.0601291,-1.67029,-0.687947,1.12785,-1.83912,0.0490069,0.00722754,47.6877,51.1362,0.000243904
-2245.2,0.977997,0.000808243,5,31,0,2246.19,-0.0594844,-1.6696,-0.688387,1.12787,-1.84147,0.0490229,0.00724105,47.6855,51.1365,0.000241064
-2177.4,0.87769,0.000963266,4,15,0,2248.93,-0.0563425,-1.65571,-0.627752,1.12974,-1.83997,0.0491006,0.00751215,47.9959,51.152,0.000242876
-2152.41,0.823647,0.00162733,3,7,0,2179.84,-0.050199,-1.66191,-0.604642,1.1354,-1.84264,0.0492526,0.00739105,48.1142,51.1992,0.000239637
-2106.82,0.742976,0.00175839,4,15,0,2153.44,-0.0477356,-1.66611,-0.557851,1.13706,-1.84218,0.0493136,0.0073092,48.3538,51.2131,0.000240195
-2043.2,0.982004,0.000727428,5,31,0,2109.21,-0.0751478,-1.68969,-0.487091,1.13906,-1.84698,0.0486352,0.00684871,48.7161,51.2298,0.000234384
-1923.15,0.999292,0.00119097,6,63,0,2047.73,-0.029886,-1.76864,-0.137322,1.11454,-1.85828,0.0497553,0.00530689,50.5069,51.0253,0.000220692
-1923.65,0.235385,0.00329437,1,3,0,1928.19,-0.024224,-1.76684,-0.140813,1.11924,-1.85617,0.0498955,0.00534212,50.489,51.0644,0.000223249
-1903.75,0.999894,0.000632533,7,127,0,1924.91,-0.161407,-1.87153,-0.205676,1.06378,-1.85861,0.0465005,0.00329775,50.1569,50.6019,0.000220287
-1906.39,0.999763,0.000859049,6,63,0,1909.55,-0.153558,-1.88554,-0.231325,1.08016,-1.86193,0.0466948,0.0030242,50.0256,50.7386,0.000216269
-1904.18,0.563827,0.00177567,5,40,1,1909.5,-0.164966,-1.86615,-0.202751,1.08812,-1.86083,0.0464124,0.00340275,50.1719,50.8049,0.000217604
-1905,0.897817,0.000937323,5,61,1,1909.89,-0.175809,-1.83715,-0.194875,1.08471,-1.85869,0.0461441,0.00396915,50.2122,50.7765,0.000220195
-1894.57,0.956583,0.000664672,7,155,1,1908.83,-0.33067,-1.85244,-0.166545,1.10399,-1.85782,0.0423117,0.00367057,50.3573,50.9373,0.000221244
-1888.6,0.987729,0.00107305,6,63,0,1895.94,-0.408377,-1.85398,-0.187577,1.09381,-1.85553,0.0403886,0.00364054,50.2496,50.8524,0.000224024
-1888.6,0.0364202,0.00259799,2,5,1,1891.5,-0.408377,-1.85398,-0.187577,1.09381,-1.85553,0.0403886,0.00364054,50.2496,50.8524,0.000224024
-1889.15,0.986484,0.000272078,7,255,1,1891.51,-0.393163,-1.86936,-0.19161,1.09657,-1.85622,0.0407652,0.00334016,50.229,50.8754,0.000223184
-1886.4,0.965388,0.000482434,6,90,1,1893.83,-0.400196,-1.9024,-0.197357,1.09239,-1.8588,0.0405911,0.00269486,50.1995,50.8405,0.000220056
-1877.56,0.979413,0.00066165,6,72,1,1887.59,-0.471588,-1.95458,-0.184553,1.07325,-1.86337,0.0388243,0.0016759,50.2651,50.6809,0.000214519
-1877.03,0.996396,0.000500202,7,127,0,1878.81,-0.463954,-1.95466,-0.192013,1.05803,-1.86104,0.0390132,0.00167442,50.2269,50.554,0.000217351
-1871.51,0.963954,0.000646258,6,117,1,1879.38,-0.475427,-1.98103,-0.176809,1.01697,-1.86305,0.0387293,0.00115952,50.3047,50.2116,0.000214906
-1871.6,0.220831,0.00233529,2,7,0,1873.14,-0.479378,-1.98046,-0.17948,1.01284,-1.86377,0.0386315,0.00117048,50.2911,50.1771,0.000214039
-1871.51,0.974413,0.000416983,6,65,1,1875.59,-0.466471,-1.99469,-0.166119,0.999055,-1.8619,0.0389509,0.000892727,50.3595,50.0621,0.000216302
-1872.07,0.985915,0.000558056,6,71,1,1873.42,-0.449345,-1.98412,-0.162889,0.98546,-1.86115,0.0393748,0.00109917,50.376,49.9487,0.000217207
-1871.88,0.919285,0.0010776,3,13,1,1873.79,-0.445433,-1.98998,-0.161875,0.983696,-1.86473,0.0394716,0.000984604,50.3812,49.934,0.000212879
-1872.27,0.996055,0.000575717,4,23,0,1873.09,-0.442704,-1.98795,-0.161788,0.985298,-1.86157,0.0395391,0.0010244,50.3816,49.9474,0.000216703
-1870.87,0.889135,0.00143125,3,10,1,1874.88,-0.449043,-1.99328,-0.173452,0.986065,-1.86244,0.0393822,0.000920173,50.3219,49.9538,0.000215645
-1870.41,0.851693,0.00189704,3,15,1,1871.55,-0.450138,-1.99231,-0.174646,0.982583,-1.86276,0.0393551,0.000939255,50.3158,49.9247,0.000215257
-1870.41,0.00681684,0.00239595,1,3,0,1873.52,-0.450138,-1.99231,-0.174646,0.982583,-1.86276,0.0393551,0.000939255,50.3158,49.9247,0.000215257
-1870.75,0.97555,0.000309803,6,72,1,1873.07,-0.455092,-1.99296,-0.165489,0.982065,-1.86461,0.0392326,0.000926421,50.3627,49.9204,0.00021302
-1870.56,0.982146,0.000373389,5,57,1,1871.32,-0.455374,-1.99355,-0.161009,0.985216,-1.86442,0.0392256,0.000914966,50.3856,49.9467,0.000213256
-1869.97,0.82912,0.000614779,3,9,1,1874.3,-0.452274,-1.99788,-0.164844,0.98364,-1.86333,0.0393023,0.000830462,50.366,49.9336,0.000214571
-1869.77,0.938775,0.000904335,4,17,1,1871.8,-0.459304,-1.99697,-0.175526,0.987503,-1.86335,0.0391283,0.00084824,50.3113,49.9658,0.000214548
-1869.92,0.961858,0.000741505,4,31,1,1872.39,-0.471161,-1.99484,-0.170161,1.00111,-1.86377,0.0388349,0.000889842,50.3388,50.0793,0.000214033
-1870.11,0.470686,0.000970979,1,2,1,1875.82,-0.47081,-1.99763,-0.171318,1.00173,-1.86482,0.0388436,0.000835204,50.3329,50.0844,0.000212765
-1867.83,0.984368,0.00040191,6,64,1,1871.37,-0.493516,-1.99115,-0.160421,0.979013,-1.86342,0.0382817,0.000961755,50.3886,49.895,0.000214466
-1868.27,0.909091,0.000854205,3,11,1,1871.92,-0.495225,-1.98515,-0.16528,0.985547,-1.86148,0.0382393,0.00107908,50.3638,49.9495,0.000216814
-1868.62,0.927804,0.000989012,3,14,1,1870.21,-0.498379,-1.97944,-0.163489,0.987888,-1.8624,0.0381613,0.00119055,50.3729,49.969,0.0002157
-1868.52,0.975047,0.000774566,5,56,1,1869.39,-0.493166,-1.98184,-0.162438,0.980328,-1.86081,0.0382903,0.00114362,50.3783,49.9059,0.000217626
-1868.59,0.946546,0.00101731,4,27,1,1869.22,-0.497922,-1.97556,-0.160668,0.978873,-1.86211,0.0381726,0.00126617,50.3874,49.8938,0.000216053
-1868.71,0.113145,0.00231622,3,9,1,1869.72,-0.500902,-1.97574,-0.15992,0.979022,-1.85981,0.0380989,0.00126278,50.3912,49.895,0.000218833
-1868,0.971,0.000483901,5,61,1,1873.26,-0.499121,-1.97889,-0.148431,0.970848,-1.86185,0.0381429,0.00120116,50.45,49.8269,0.000216362
-1868.54,0.89719,0.000548004,5,53,1,1877.03,-0.494474,-1.98226,-0.177119,0.986625,-1.86125,0.0382579,0.00113536,50.3031,49.9585,0.000217093
-1868.65,0.966286,0.000399026,6,94,1,1874.79,-0.52824,-1.98253,-0.185667,0.996793,-1.86345,0.0374223,0.00113014,50.2594,50.0433,0.000214423
-1866.41,0.866231,0.00118845,5,36,1,1872.7,-0.54846,-1.982,-0.193082,0.946836,-1.86208,0.0369219,0.00114053,50.2214,49.6266,0.000216088
-1864.88,0.995656,0.000937853,3,7,0,1866.82,-0.551036,-1.97888,-0.191548,0.94709,-1.85743,0.0368582,0.00120137,50.2293,49.6287,0.00022172
-1863.13,0.97098,0.000719445,5,49,1,1866.16,-0.566641,-1.97871,-0.179502,0.956353,-1.85816,0.036472,0.0012047,50.291,49.706,0.000220835
-1861.78,0.577702,0.00145458,3,12,1,1865.6,-0.570135,-1.98636,-0.175568,0.951119,-1.86087,0.0363855,0.00105529,50.3111,49.6623,0.000217552
-1861.67,0.933074,0.000752158,3,15,1,1863.22,-0.5694,-1.98942,-0.179631,0.951089,-1.85937,0.0364037,0.000995555,50.2903,49.6621,0.000219369
-1863.95,0.612808,0.00123392,3,12,1,1865.98,-0.569461,-1.98645,-0.176201,0.951403,-1.86244,0.0364022,0.00105354,50.3079,49.6647,0.000215646
-1863.12,0.833333,0.00119678,2,6,1,1870.15,-0.565725,-1.97977,-0.175731,0.953683,-1.858,0.0364947,0.00118413,50.3103,49.6837,0.000221034
-1861.95,0.999998,0.000498459,4,31,0,1863.42,-0.570645,-1.98258,-0.172942,0.952674,-1.85881,0.0363729,0.0011292,50.3245,49.6753,0.000220047
-1861.98,0.918485,0.00114213,3,14,1,1863.35,-0.569867,-1.98398,-0.172261,0.952228,-1.8588,0.0363921,0.00110185,50.328,49.6716,0.00022006
-1855.96,0.969496,0.000982462,5,36,1,1865.5,-0.637112,-1.99128,-0.189956,0.915101,-1.85774,0.034728,0.000959333,50.2374,49.3619,0.000221344
-1856.3,0.756931,0.00169836,2,6,1,1857.85,-0.637946,-1.98907,-0.188488,0.916088,-1.85873,0.0347074,0.00100245,50.2449,49.3702,0.00022014
-1856.46,0.937352,0.00119317,4,16,1,1859.43,-0.642589,-1.97681,-0.18911,0.911358,-1.85713,0.0345925,0.0012419,50.2418,49.3307,0.000222081
-1856.81,0.081075,0.00235989,3,13,1,1859.15,-0.644889,-1.9739,-0.19219,0.910589,-1.8569,0.0345355,0.00129858,50.226,49.3243,0.000222367
-1854.5,0.989385,0.000568081,6,100,1,1857.24,-0.654231,-1.97503,-0.18205,0.896905,-1.85574,0.0343043,0.00127664,50.2779,49.2102,0.000223772
-1854.5,0.000361991,0.241476,1,3,1,1857.29,-0.654231,-1.97503,-0.18205,0.896905,-1.85574,0.0343043,0.00127664,50.2779,49.2102,0.000223772
-1854.5,0.0177482,0.280281,1,3,0,1855.28,-0.654231,-1.97503,-0.18205,0.896905,-1.85574,0.0343043,0.00127664,50.2779,49.2102,0.000223772
-1836.24,0.981583,0.0310766,7,127,0,1857.97,-0.877036,-1.96223,-0.160125,0.760997,-1.84688,0.0287905,0.0015265,50.3902,48.0767,0.000234503
-1822.22,0.98459,0.0192256,8,255,0,1842.13,-1.03051,-1.97037,-0.109282,0.624069,-1.8361,0.0249924,0.00136752,50.6505,46.9347,0.000247563
-1824.56,0.999821,0.0223903,7,127,0,1827.16,-1.14944,-1.96297,-0.0895348,0.664449,-1.83354,0.0220492,0.00151212,50.7516,47.2715,0.000250675
-1812.92,0.992802,0.0514438,6,63,0,1826.32,-1.19836,-1.92892,-0.13138,0.37402,-1.81255,0.0208385,0.00217708,50.5373,44.8493,0.000276102
-1811.11,0.892086,0.0663232,6,63,0,1816.43,-1.34233,-1.92355,-0.0467403,0.323402,-1.80335,0.0172756,0.00228187,50.9707,44.4272,0.000287253
-1810.08,0.985316,0.0287402,7,255,0,1816.26,-1.27393,-1.92726,-0.0514243,0.105441,-1.79917,0.0189682,0.0022094,50.9467,42.6094,0.000292314
-1807.36,0.999376,0.0526343,6,95,0,1812.36,-1.45053,-1.87329,-0.045406,0.161447,-1.77178,0.014598,0.00326329,50.9775,43.0765,0.000325511
-1806.52,0.999744,0.0676155,6,63,0,1810.63,-1.35436,-1.84539,-0.0596995,0.101432,-1.77276,0.0169779,0.00380818,50.9043,42.5759,0.000324319
-1806.52,0.0170342,0.234052,2,7,0,1809.45,-1.35436,-1.84539,-0.0596995,0.101432,-1.77276,0.0169779,0.00380818,50.9043,42.5759,0.000324319
-1804.07,0.998704,0.0204995,9,1023,0,1810.69,-1.53435,-1.68353,0.0211131,-0.153875,-1.68511,0.0125236,0.00696897,51.3181,40.4467,0.000430531
-1805.41,0.989541,0.0320807,5,31,0,1806.48,-1.52769,-1.68196,0.0247322,-0.17183,-1.68934,0.0126885,0.00699953,51.3366,40.2969,0.000425402
-1804.52,0.997926,0.0489581,6,127,0,1807.22,-1.66086,-1.66544,0.0123041,-0.105235,-1.62826,0.00939282,0.00732216,51.273,40.8523,0.00049942
-1803.73,0.940075,0.0802423,6,63,0,1806.49,-1.61408,-1.63184,0.0213206,-0.0954699,-1.64062,0.0105504,0.00797825,51.3192,40.9338,0.000484442
-1804.06,0.909045,0.0798673,6,63,0,1805.42,-1.6319,-1.63203,0.0136596,-0.162083,-1.62333,0.0101094,0.00797461,51.2799,40.3782,0.000505394
-1801.86,0.999137,0.122245,6,63,0,1804.66,-1.55521,-1.71064,0.00216961,-0.0981738,-1.68958,0.0120074,0.00643959,51.2211,40.9112,0.000425112
-1801.86,0.011909,0.206145,3,11,0,1803.26,-1.55521,-1.71064,0.00216961,-0.0981738,-1.68958,0.0120074,0.00643959,51.2211,40.9112,0.000425112
-1802.37,0.998702,0.0130767,7,191,0,1803.23,-1.56643,-1.71315,0.00994516,-0.0911284,-1.68511,0.0117297,0.00639062,51.2609,40.97,0.000430533
-1804.71,0.993979,0.0289521,7,255,0,1808.33,-1.55695,-1.67373,-0.0436954,-0.0422397,-1.68043,0.0119643,0.00716035,50.9863,41.3777,0.000436206
-1803.08,0.999646,0.0464423,7,191,0,1806.43,-1.59848,-1.70481,0.049336,-0.164648,-1.66896,0.0109365,0.00655347,51.4626,40.3568,0.000450096
-1805.61,0.991837,0.0622778,5,63,0,1806.98,-1.57452,-1.68485,0.063399,-0.132069,-1.67671,0.0115295,0.00694316,51.5346,40.6285,0.000440708
-1806.27,0.999486,0.0697377,5,31,0,1806.83,-1.57243,-1.69178,0.0680218,-0.131553,-1.67996,0.0115811,0.0068079,51.5583,40.6329,0.000436777
-1801.91,0.201721,0.178708,4,15,0,1808.12,-1.55768,-1.70629,0.00704705,-0.113715,-1.68736,0.0119462,0.00652449,51.2461,40.7816,0.000427803
-1803.08,0.99712,0.0214604,8,383,0,1803.8,-1.58996,-1.74719,0.00462424,-0.121863,-1.69014,0.0111474,0.00572575,51.2337,40.7137,0.000424437
-1802.95,0.999485,0.0400987,8,319,0,1804.75,-1.63491,-1.70283,0.00862173,-0.190403,-1.64817,0.0100351,0.00659203,51.2541,40.142,0.000475295
-1803.99,0.985026,0.0302302,7,127,0,1806.83,-1.54876,-1.69536,-0.00226954,-0.17669,-1.68206,0.012167,0.00673797,51.1984,40.2564,0.000434227
-1803.3,0.994527,0.0668789,4,31,0,1805.63,-1.56099,-1.69666,0.000768694,-0.166314,-1.68166,0.0118644,0.00671249,51.2139,40.3429,0.000434715
-1803.71,0.944807,0.0779388,6,95,0,1804.61,-1.59848,-1.72198,0.0107043,-0.0602662,-1.68358,0.0109364,0.0062181,51.2648,41.2274,0.000432382
-1805.13,0.965155,0.145001,5,47,0,1807.59,-1.58604,-1.63068,-0.009781,0.0311211,-1.65804,0.0112443,0.00800102,51.1599,41.9895,0.000463334
-1802.96,0.98551,0.124151,6,63,0,1806.43,-1.57552,-1.7497,-0.00977901,-0.0968486,-1.69351,0.0115047,0.00567678,51.1599,40.9223,0.000420347
-1802.96,2.2466e-79,0.502828,1,3,1,1803.75,-1.57552,-1.7497,-0.00977901,-0.0968486,-1.69351,0.0115047,0.00567678,51.1599,40.9223,0.000420347
-1803.37,0.995488,0.0366527,8,383,0,1804.68,-1.5471,-1.70366,0.0345692,-0.182368,-1.68614,0.0122081,0.00657579,51.387,40.2091,0.000429281
-1802.16,0.993561,0.0749146,6,127,0,1804.4,-1.56796,-1.70389,0.0206398,-0.126172,-1.68409,0.0116918,0.0065713,51.3157,40.6777,0.000431765
-1802.14,0.999882,0.0437487,7,255,0,1802.79,-1.55136,-1.73405,0.0119446,-0.118382,-1.69631,0.0121025,0.00598237,51.2712,40.7427,0.000416963
-1802.01,0.866013,0.102044,4,23,0,1804.05,-1.56105,-1.73403,0.00523057,-0.114591,-1.69559,0.0118628,0.00598281,51.2368,40.7743,0.000417827
-1804.55,0.0521906,0.189985,6,63,0,1807.51,-1.49929,-1.75805,-0.041743,0.0250728,-1.72891,0.0133912,0.00551365,50.9963,41.9391,0.000377456
-1802.62,0.999955,0.0161947,9,767,0,1806.47,-1.58824,-1.73597,-0.00221873,-0.122335,-1.6834,0.01119,0.00594494,51.1986,40.7097,0.000432602
-1804.21,0.997144,0.0199215,8,319,0,1805.56,-1.54699,-1.7024,-0.0240855,-0.101462,-1.69228,0.0122108,0.00660046,51.0867,40.8838,0.000421838
-1803.24,0.999542,0.0490555,7,191,0,1807.1,-1.5065,-1.74752,0.0182538,-0.0819749,-1.71537,0.0132128,0.00571937,51.3035,41.0463,0.000393869
-1803.06,0.999547,0.0348772,8,383,0,1806.81,-1.50631,-1.77452,-0.0245418,0.0543549,-1.73136,0.0132174,0.0051922,51.0843,42.1833,0.000374481
-1803.56,0.960409,0.0599065,8,255,0,1809.83,-1.61576,-1.69805,0.0406618,-0.2523,-1.64977,0.0105089,0.00668541,51.4182,39.6258,0.000473354
-1804.42,0.631831,0.137508,5,31,0,1806.37,-1.59781,-1.73208,0.0619671,-0.311623,-1.67068,0.0109531,0.00602078,51.5273,39.1311,0.000448019
-1805.4,0.950888,0.0592145,7,127,0,1808.35,-1.528,-1.65651,0.0107842,-0.00804851,-1.69127,0.0126808,0.00749653,51.2652,41.6629,0.00042307
-1807.26,0.870219,0.0836173,6,63,0,1809.08,-1.60956,-1.67033,-0.0177228,0.0137275,-1.65479,0.0106624,0.00722669,51.1193,41.8445,0.000467275
-1805.75,0.981597,0.114214,4,31,0,1808.95,-1.58984,-1.65546,-0.0189511,0.0203017,-1.66044,0.0111503,0.00751718,51.113,41.8993,0.000460422
