# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = PyrTransport_model
# start_datetime = 2024-06-04 13:08:54 UTC
# method = sample (Default)
#   sample
#     num_samples = 2000
#     num_warmup = 1000 (Default)
#     save_warmup = 1
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.84999999999999998
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0.5
#     num_chains = 1 (Default)
# id = 2
# data
#   file = c:\IBECPostDocDrive\2024_01_16_NCvsKR\DataProcessingInference\BayesianInference\tmp\PyrTransport_2.data.R
# init = 2 (Default)
# random
#   seed = 3934747241 (Default)
# output
#   file = c:\IBECPostDocDrive\2024_01_16_NCvsKR\DataProcessingInference\BayesianInference\tmp\PyrTransport_samples_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,k_f1,k_r1,T1_P,T1_X,kin,theta.1,theta.2,theta.3,theta.4,theta.5
-1809.94,0.810855,0.00282965,5,31,0,1814.86,-1.39061,-1.804,-0.0869102,0.374448,-1.77453,0.0160808,0.00461646,50.765,44.8529,0.000322175
-1810.67,0.1667,0.00372496,1,3,0,1814.2,-1.38627,-1.80112,-0.0893074,0.380318,-1.77547,0.0161882,0.00467265,50.7527,44.9019,0.000321041
-1802.48,0.997056,0.000694157,8,430,1,1815.04,-1.52931,-1.7378,-0.0182468,0.0396433,-1.71297,0.0126484,0.00590915,51.1166,42.0606,0.000396768
-1804.32,0.982087,0.00113111,7,127,0,1804.74,-1.56875,-1.72992,-0.0436777,0.0434506,-1.69629,0.0116724,0.00606298,50.9864,42.0924,0.000416989
-1805.36,0.992624,0.00131958,6,127,0,1809.22,-1.4881,-1.72258,0.0178525,0.0206827,-1.72219,0.0136682,0.00620641,51.3014,41.9025,0.0003856
-1805.56,0.876761,0.00120637,8,263,0,1809.76,-1.6035,-1.71144,0.038979,-0.216577,-1.67251,0.0108122,0.00642388,51.4096,39.9237,0.000445803
-1803.35,0.993289,0.00174638,5,55,0,1806.99,-1.60909,-1.68783,0.0408448,-0.214735,-1.65178,0.0106739,0.00688489,51.4191,39.9391,0.000470917
-1802.9,0.44854,0.00453452,3,13,0,1804.78,-1.58702,-1.68925,0.0361699,-0.223212,-1.667,0.0112202,0.00685722,51.3952,39.8684,0.000452474
-1801.88,0.994283,0.00077472,8,351,0,1803.81,-1.57873,-1.6859,0.00716766,-0.103908,-1.67321,0.0114254,0.00692272,51.2467,40.8634,0.000444945
-1802.16,0.972825,0.0016714,5,63,0,1802.74,-1.56251,-1.69122,-0.000176564,-0.107011,-1.68017,0.0118268,0.00681878,51.2091,40.8375,0.000436516
-1802.2,0.837582,0.00336449,5,31,0,1803.11,-1.57044,-1.7383,0.0153984,-0.105572,-1.69291,0.0116305,0.00589933,51.2888,40.8495,0.000421082
-1802.29,0.983435,0.00322688,5,31,0,1803.03,-1.55086,-1.70218,0.0168042,-0.106671,-1.68793,0.0121151,0.00660481,51.296,40.8404,0.000427113
-1802.29,0.00211007,0.00478049,1,3,0,1804.47,-1.55086,-1.70218,0.0168042,-0.106671,-1.68793,0.0121151,0.00660481,51.296,40.8404,0.000427113
-1802.76,0.999681,0.000289504,10,1023,0,1804.9,-1.62358,-1.68052,0.0404562,-0.267485,-1.64459,0.0103154,0.00702766,51.4171,39.4992,0.000479629
-1806.81,0.999486,0.00121075,6,127,0,1808.57,-1.71212,-1.68105,0.0554421,-0.282933,-1.58662,0.00812432,0.00701738,51.4939,39.3703,0.000549878
-1803.41,0.992673,0.000898713,8,511,0,1810.74,-1.49915,-1.72296,0.0107794,-0.0340805,-1.71492,0.0133948,0.00619889,51.2652,41.4458,0.000394405
-1803.86,0.863315,0.00251108,6,95,0,1805.11,-1.49932,-1.79959,-0.021874,0.0454768,-1.73986,0.0133906,0.00470247,51.098,42.1093,0.000364187
-1804.84,0.986164,0.00235408,7,255,0,1806.08,-1.60595,-1.68468,0.0719189,-0.33422,-1.65125,0.0107518,0.00694647,51.5782,38.9426,0.000471558
-1806.66,0.517709,0.00413326,4,15,0,1807.65,-1.5803,-1.68507,0.0735107,-0.334861,-1.65755,0.0113865,0.00693888,51.5864,38.9373,0.000463928
-1806.12,0.998522,0.00201492,6,63,0,1808.17,-1.6385,-1.75549,0.0386102,-0.31579,-1.66056,0.00994623,0.00556376,51.4077,39.0963,0.000460285
-1804.34,0.761217,0.00337597,5,31,0,1808.3,-1.57344,-1.67785,0.0496817,-0.228298,-1.66422,0.0115563,0.00707994,51.4644,39.826,0.000455845
-1802.47,0.96626,0.00126722,6,127,0,1806.3,-1.58336,-1.72152,0.00942823,-0.171107,-1.68148,0.0113107,0.00622713,51.2583,40.303,0.000434926
-1802.32,0.996642,0.00170475,6,63,0,1804.22,-1.57919,-1.69529,0.0344799,-0.144543,-1.67483,0.011414,0.00673927,51.3865,40.5245,0.000442994
-1802.32,0.00268397,0.00539904,2,5,1,1805.48,-1.57919,-1.69529,0.0344799,-0.144543,-1.67483,0.011414,0.00673927,51.3865,40.5245,0.000442994
-1801.73,0.99992,0.000683507,6,95,0,1803.24,-1.58759,-1.70054,0.0123398,-0.144511,-1.67257,0.0112059,0.00663671,51.2732,40.5248,0.000445723
-1803.09,0.961738,0.00121823,7,191,0,1805.48,-1.60316,-1.68029,0.0193965,-0.100683,-1.65881,0.0108206,0.0070323,51.3093,40.8903,0.000462396
-1801.92,0.999858,0.00153236,6,127,0,1803.75,-1.59581,-1.69591,0.0128511,-0.132197,-1.67004,0.0110025,0.00672726,51.2758,40.6275,0.000448789
-1801.85,0.999777,0.00184096,7,127,0,1802.51,-1.58373,-1.71344,-0.00247534,-0.108515,-1.68013,0.0113015,0.00638484,51.1973,40.825,0.000436567
-1802.12,0.971625,0.00255661,4,31,0,1803.54,-1.56412,-1.68919,0.0013951,-0.105492,-1.67922,0.0117868,0.00685839,51.2171,40.8502,0.000437668
-1802.12,0.00437419,0.00434147,3,9,0,1806.4,-1.56412,-1.68919,0.0013951,-0.105492,-1.67922,0.0117868,0.00685839,51.2171,40.8502,0.000437668
-1802.59,0.994787,0.000694303,8,511,0,1803.85,-1.61587,-1.70528,0.0140371,-0.183357,-1.66229,0.0105061,0.00654426,51.2819,40.2008,0.000458183
-1802.71,0.998787,0.00122245,8,279,0,1803.07,-1.53409,-1.69924,-0.0134639,-0.0321662,-1.69877,0.0125301,0.00666211,51.1411,41.4617,0.000413982
-1802.04,0.980634,0.00174462,6,63,0,1803.77,-1.56092,-1.69452,-0.000208075,-0.0427643,-1.68686,0.0118661,0.00675434,51.2089,41.3733,0.000428417
-1803.54,0.93559,0.00118151,3,7,0,1803.79,-1.56145,-1.69601,0.00102052,-0.0413957,-1.6827,0.011853,0.00672516,51.2152,41.3848,0.000433456
-1802.73,0.885806,0.00264881,3,11,0,1804.54,-1.56392,-1.69328,0.00331834,-0.0423564,-1.68774,0.0117917,0.00677849,51.227,41.3767,0.000427342
-1803.21,0.800379,0.00374941,6,95,0,1803.69,-1.61775,-1.71165,0.0349144,-0.179051,-1.66539,0.0104595,0.00641991,51.3888,40.2367,0.000454431
-1809.18,0.428609,0.00293744,6,63,0,1810.56,-1.59012,-1.69034,-0.000529109,-0.149875,-1.67667,0.0111434,0.00683604,51.2073,40.48,0.000440756
-1808.14,0.998682,0.00128413,5,55,0,1812.2,-1.59054,-1.68794,0.000100211,-0.148743,-1.67511,0.011133,0.00688284,51.2105,40.4895,0.000442652
-1802.35,1,0.00143442,2,3,0,1808.21,-1.58715,-1.68735,0.0023381,-0.148747,-1.66946,0.0112169,0.00689436,51.222,40.4895,0.000449501
-1801.99,0.968761,0.00304441,4,23,0,1803.35,-1.60727,-1.69949,0.0132843,-0.14192,-1.66298,0.0107189,0.00665738,51.278,40.5464,0.000457346
-1803.31,0.721018,0.00299009,6,127,0,1805.37,-1.53762,-1.70006,-0.000254756,-0.095176,-1.69569,0.0124426,0.00664608,51.2087,40.9362,0.000417708
-1805.82,0.804557,0.00226496,6,95,0,1810.39,-1.53669,-1.6304,-0.0247298,-0.000155621,-1.67741,0.0124656,0.00800651,51.0834,41.7287,0.000439866
-1804.03,0.919979,0.00157994,7,191,0,1809.19,-1.59604,-1.69091,0.0661522,-0.244693,-1.65955,0.0109968,0.00682492,51.5487,39.6893,0.000461499
-1804.21,0.966635,0.00150082,7,127,0,1807.84,-1.64315,-1.64836,0.00199285,-0.193673,-1.62604,0.009831,0.00765564,51.2202,40.1148,0.000502108
-1803.58,0.942498,0.00279703,5,63,0,1805.33,-1.60274,-1.67896,0.060492,-0.221317,-1.65408,0.0108311,0.00705814,51.5197,39.8842,0.000468137
-1803.21,0.965363,0.00341911,4,15,0,1803.79,-1.59764,-1.6764,0.0557562,-0.218911,-1.65747,0.0109573,0.00710817,51.4955,39.9043,0.000464019
-1803.21,0.00698723,0.00492665,2,5,1,1804.75,-1.59764,-1.6764,0.0557562,-0.218911,-1.65747,0.0109573,0.00710817,51.4955,39.9043,0.000464019
-1803.24,0.999931,0.000919499,8,383,0,1807.3,-1.59456,-1.69706,-0.0205124,0.0127934,-1.67723,0.0110336,0.00670468,51.105,41.8367,0.000440085
-1805.09,0.970677,0.000961234,8,511,0,1808.54,-1.3945,-1.82713,-0.0208679,0.0910833,-1.7665,0.0159844,0.00416485,51.1032,42.4896,0.000331905
-1805.1,0.99002,0.00152543,6,63,0,1805.76,-1.39715,-1.85439,-0.0520365,0.0806582,-1.7685,0.0159189,0.00363234,50.9436,42.4027,0.000329477
-1806.41,0.0527191,0.00390803,1,3,0,1807.53,-1.39818,-1.8514,-0.0502458,0.077651,-1.77164,0.0158935,0.0036908,50.9527,42.3776,0.000325676
-1805.77,0.999968,0.000466723,9,511,0,1807.81,-1.47906,-1.74437,-0.0447888,0.177488,-1.73094,0.0138918,0.00578079,50.9807,43.2103,0.000374998
-1803.88,0.997039,0.00118989,8,255,0,1806.93,-1.43201,-1.82747,-0.0276199,0.0623447,-1.75882,0.0150563,0.00415806,51.0686,42.25,0.000341215
-1802.3,0.967382,0.000644385,8,367,0,1809.5,-1.56308,-1.71542,-0.00551823,-0.0730431,-1.69256,0.0118126,0.00634613,51.1817,41.1208,0.000421509
-1803.16,0.996554,0.0010632,7,255,0,1807.33,-1.60792,-1.7033,0.03649,-0.265144,-1.65548,0.0107029,0.00658288,51.3968,39.5187,0.000466436
-1803.14,0.965531,0.00139022,6,111,0,1805.62,-1.60659,-1.70121,0.0366799,-0.262038,-1.66093,0.0107358,0.00662366,51.3978,39.5446,0.000459829
-1804.66,0.944037,0.00226319,7,159,0,1808.49,-1.49342,-1.70561,-0.0519664,0.151366,-1.71801,0.0135364,0.00653768,50.9439,42.9924,0.000390658
-1804.66,0.0048584,0.00490662,1,3,0,1808.2,-1.49342,-1.70561,-0.0519664,0.151366,-1.71801,0.0135364,0.00653768,50.9439,42.9924,0.000390658
-1803.77,0.994647,0.000380454,9,511,0,1806.78,-1.47669,-1.78956,-0.0443146,0.1303,-1.74397,0.0139506,0.00489838,50.9831,42.8167,0.000359204
-1804.85,0.999199,0.000564434,7,127,0,1805.52,-1.48227,-1.78825,-0.0438083,0.171435,-1.7441,0.0138125,0.00492408,50.9857,43.1598,0.000359047
-1806.43,0.915841,0.00121722,6,127,0,1810.86,-1.41444,-1.85917,-0.0589961,0.193801,-1.77149,0.015491,0.00353916,50.9079,43.3463,0.000325859
-1808.78,0.979311,0.000954166,7,127,0,1810.69,-1.3712,-1.76309,-0.0711048,0.197657,-1.76202,0.0165611,0.00541533,50.8459,43.3785,0.000337335
-1806.5,0.999716,0.00118499,6,127,0,1812.41,-1.40642,-1.78154,-0.0389975,0.247552,-1.76125,0.0156894,0.00505497,51.0103,43.7946,0.000338272
-1803.61,0.978415,0.00156712,7,127,0,1807.44,-1.50682,-1.77911,-0.000200406,0.0257959,-1.73168,0.0132048,0.00510258,51.209,41.9451,0.000374105
-1803.61,0.25446,0.00536372,1,3,0,1806.71,-1.50682,-1.77911,-0.000200406,0.0257959,-1.73168,0.0132048,0.00510258,51.209,41.9451,0.000374105
-1804.03,0.879695,0.00120872,3,7,0,1806.99,-1.51142,-1.78235,0.00158994,0.0248856,-1.72846,0.0130911,0.00503926,51.2181,41.9375,0.000378003
-1804.03,1.18578e-60,0.128377,1,1,0,1808.52,-1.51142,-1.78235,0.00158994,0.0248856,-1.72846,0.0130911,0.00503926,51.2181,41.9375,0.000378003
-1804.03,0,0.509073,0,1,1,1807.26,-1.51142,-1.78235,0.00158994,0.0248856,-1.72846,0.0130911,0.00503926,51.2181,41.9375,0.000378003
-1803.14,0.999897,0.021679,7,255,0,1807.94,-1.54202,-1.69817,0.0103988,-0.133397,-1.69089,0.0123337,0.00668308,51.2632,40.6175,0.000423533
-1805.17,0.963977,0.0347536,5,63,0,1806.34,-1.61174,-1.66771,-0.0210243,0.0401791,-1.66402,0.0106084,0.00727793,51.1024,42.0651,0.000456091
-1802.88,0.995958,0.0221681,6,63,0,1805.79,-1.56737,-1.66578,-0.0104127,-0.00976148,-1.67673,0.0117063,0.00731552,51.1567,41.6486,0.000440692
-1802.25,0.994174,0.0319737,6,127,0,1805.01,-1.53461,-1.73005,-0.0171098,0.0212054,-1.70824,0.0125172,0.00606042,51.1224,41.9069,0.000402508
-1805.85,0.883637,0.0358806,5,31,0,1807.29,-1.52136,-1.67086,0.00541968,0.0608992,-1.7013,0.0128451,0.00721644,51.2377,42.2379,0.000410909
-1803.61,0.999933,0.0294474,5,63,0,1807.75,-1.56919,-1.7633,-0.00708265,-0.115855,-1.7029,0.0116614,0.00541117,51.1737,40.7638,0.000408975
-1804.37,0.0923818,0.118835,1,3,1,1806.94,-1.56034,-1.77091,-0.0123613,-0.0974225,-1.7032,0.0118804,0.00526267,51.1467,40.9175,0.000408607
-1803.84,0.999972,0.00639284,8,511,0,1808.66,-1.61105,-1.72629,0.0212895,-0.141033,-1.67607,0.0106254,0.00613389,51.319,40.5538,0.000441481
-1803.22,0.999183,0.0102655,7,255,0,1805.8,-1.52509,-1.74527,0.0172294,-0.14701,-1.70562,0.0127527,0.00576334,51.2982,40.5039,0.000405674
-1803.35,0.98033,0.023325,6,63,0,1804.45,-1.52913,-1.75098,0.02288,-0.0641717,-1.71086,0.0126527,0.0056518,51.3271,41.1948,0.000399333
-1804.9,0.996307,0.0190343,7,191,0,1806.06,-1.53389,-1.7527,0.0211471,-0.228292,-1.70344,0.0125349,0.00561814,51.3183,39.826,0.000408314
-1801.88,0.971687,0.0338244,6,63,0,1806.18,-1.54958,-1.73018,0.00601984,-0.0803716,-1.69841,0.0121467,0.00605791,51.2408,41.0597,0.000414409
-1803.97,0.377963,0.0672931,4,15,0,1805.46,-1.57448,-1.752,0.0212558,-0.0588401,-1.70092,0.0115305,0.00563193,51.3188,41.2393,0.000411379
-1803.32,0.992752,0.0101044,7,127,0,1805.94,-1.55003,-1.72064,0.016359,-0.0431141,-1.70137,0.0121355,0.00624431,51.2938,41.3704,0.000410829
-1802.92,0.860923,0.0419562,5,31,0,1806.66,-1.58236,-1.69266,-0.014199,-0.0997872,-1.67657,0.0113353,0.00679071,51.1373,40.8978,0.000440885
-1804.21,0.999553,0.0447414,5,31,0,1804.71,-1.60456,-1.66154,-0.000735155,0.000192598,-1.65777,0.0107861,0.00739832,51.2062,41.7316,0.000463657
-1803.22,0.999996,0.0354038,6,63,0,1805.15,-1.58657,-1.64975,0.0166353,-0.117409,-1.65997,0.0112312,0.00762862,51.2952,40.7508,0.000460998
-1802.84,0.984809,0.0409232,5,63,0,1803.97,-1.61785,-1.67292,-0.00172044,-0.114771,-1.65355,0.0104571,0.00717609,51.2012,40.7728,0.000468776
-1802.84,8.97112e-42,0.131231,1,1,0,1805.59,-1.61785,-1.67292,-0.00172044,-0.114771,-1.65355,0.0104571,0.00717609,51.2012,40.7728,0.000468776
-1803.42,0.982643,0.0120176,5,47,0,1805.69,-1.60477,-1.68065,-0.00126362,-0.122832,-1.65541,0.0107808,0.00702526,51.2035,40.7056,0.000466525
-1803.07,0.996566,0.0129731,5,55,0,1805.6,-1.61091,-1.66921,-0.0128134,-0.102549,-1.65174,0.0106289,0.00724857,51.1444,40.8747,0.000470967
-1801.81,0.999223,0.0168873,7,127,0,1803.66,-1.58218,-1.69759,0.0178774,-0.126745,-1.67436,0.0113399,0.00669441,51.3015,40.6729,0.000443554
-1802.3,0.994291,0.0198724,7,255,0,1802.83,-1.54539,-1.74714,-0.00215338,-0.0887357,-1.70298,0.0122505,0.00572688,51.199,40.9899,0.000408871
-1802.74,0.804935,0.0680811,5,47,0,1803.44,-1.52879,-1.71017,-0.00610412,-0.0164383,-1.70053,0.0126613,0.00644876,51.1787,41.5929,0.000411841
-1803.51,0.0823533,0.0790413,4,17,0,1806.84,-1.5841,-1.70907,-0.0195537,-0.108596,-1.67474,0.0112924,0.00647013,51.1099,40.8243,0.000443097
-1804.02,0.999995,0.00978969,7,255,0,1806.04,-1.55132,-1.7256,0.0373551,-0.111882,-1.69919,0.0121035,0.00614738,51.4013,40.7969,0.000413474
-1804.17,0.99995,0.0132244,8,319,0,1805.64,-1.617,-1.62466,0.016023,-0.166164,-1.62971,0.0104782,0.00811848,51.292,40.3442,0.000497667
-1806.45,0.918718,0.020212,3,7,0,1808.07,-1.61609,-1.62627,0.0133965,-0.164658,-1.62644,0.0105006,0.00808702,51.2786,40.3567,0.000501623
-1803.41,0.997924,0.0151852,7,255,0,1807.52,-1.65391,-1.69094,0.0418758,-0.264736,-1.62802,0.00956479,0.0068243,51.4244,39.5221,0.000499715
-1804.63,0.999851,0.0174458,7,127,0,1806.79,-1.66165,-1.6149,0.034193,-0.217448,-1.59775,0.00937311,0.00830906,51.3851,39.9165,0.000536396
-1806.06,0.989033,0.0586047,4,15,0,1806.54,-1.70502,-1.65207,0.0242911,-0.251547,-1.57712,0.00829997,0.00758335,51.3344,39.6321,0.000561391
-1806.06,1.78795e-05,0.086495,1,3,0,1809.89,-1.70502,-1.65207,0.0242911,-0.251547,-1.57712,0.00829997,0.00758335,51.3344,39.6321,0.000561391
-1805.13,0.998849,0.0116551,6,63,0,1807.79,-1.68963,-1.64116,0.0263034,-0.276446,-1.5853,0.00868073,0.00779635,51.3447,39.4244,0.000551483
-1806.66,0.999697,0.0163095,8,383,0,1809.83,-1.32759,-1.83778,-0.0543276,0.165627,-1.77759,0.0176405,0.00395682,50.9318,43.1113,0.000318465
-1805.86,0.98514,0.0147751,7,127,0,1809.21,-1.45828,-1.86079,-0.0246585,0.0168105,-1.75743,0.014406,0.00350737,51.0837,41.8702,0.000342898
-1804.78,0.987181,0.0355645,5,31,0,1806.8,-1.44291,-1.81478,-0.0432837,0.0270809,-1.75325,0.0147865,0.0044059,50.9884,41.9559,0.000347964
-1804.28,0.967555,0.0250788,6,87,0,1807.1,-1.49492,-1.79156,-0.043809,0.0969541,-1.74103,0.0134993,0.0048593,50.9857,42.5386,0.000362769
-1803.82,0.999701,0.0386183,6,63,0,1806.05,-1.45409,-1.81359,-0.0414578,0.117112,-1.75426,0.0145099,0.0044291,50.9977,42.7067,0.000346742
-1803.82,0.24334,0.126988,1,3,0,1805.38,-1.45409,-1.81359,-0.0414578,0.117112,-1.75426,0.0145099,0.0044291,50.9977,42.7067,0.000346742
-1803.68,0.998054,0.0208108,6,95,0,1805.29,-1.45201,-1.76653,-0.0117627,0.058921,-1.74095,0.0145612,0.0053481,51.1498,42.2214,0.000362869
-1803.27,0.964343,0.0378296,6,127,0,1808.07,-1.64791,-1.69816,0.026217,-0.166036,-1.6435,0.00971324,0.00668333,51.3442,40.3453,0.000480956
-1804.33,0.85275,0.0304496,5,63,0,1807.29,-1.64148,-1.67922,0.0256371,-0.322706,-1.627,0.00987249,0.00705311,51.3413,39.0386,0.000500952
-1803.67,0.885643,0.0509815,5,63,0,1806.1,-1.62707,-1.6981,0.0550889,-0.266766,-1.6515,0.010229,0.00668443,51.4921,39.5052,0.000471258
