# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = PyrNoTransport_model
# start_datetime = 2024-06-03 17:03:26 UTC
# method = sample (Default)
#   sample
#     num_samples = 2000
#     num_warmup = 1000 (Default)
#     save_warmup = 1
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.84999999999999998
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0.5
#     num_chains = 1 (Default)
# id = 4
# data
#   file = c:\IBECPostDocDrive\2024_01_16_NCvsKR\DataProcessingInference\BayesianInference\tmp\PyrNoTransport_4.data.R
# init = 2 (Default)
# random
#   seed = 3862419333 (Default)
# output
#   file = c:\IBECPostDocDrive\2024_01_16_NCvsKR\DataProcessingInference\BayesianInference\tmp\PyrNoTransport_samples_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,k_f1,k_r1,T1_P,T1_X,theta.1,theta.2,theta.3,theta.4
-6934.21,1,0.0018817,2,3,0,8247.73,-1.24287,-1.76378,-1.52833,-1.41436,0.000331615,1.31903e-05,42.3583,40.1492
-6145.65,1,0.00233688,2,3,0,6877.77,-1.34585,-1.76348,-1.52527,-1.41529,0.000288798,1.3207e-05,42.3736,40.1394
-6100,1,0.00209402,1,1,0,6143.77,-1.35481,-1.7633,-1.52373,-1.41516,0.000285069,1.32171e-05,42.3814,40.1408
-6019.27,1,0.00375896,1,1,0,6091.25,-1.37695,-1.76456,-1.52486,-1.41436,0.000275864,1.3147e-05,42.3757,40.1492
-6019.27,0,0.0134483,0,1,1,6020.6,-1.37695,-1.76456,-1.52486,-1.41436,0.000275864,1.3147e-05,42.3757,40.1492
-5982.79,1,0.000712951,4,15,0,6019.42,-1.38748,-1.76452,-1.52283,-1.4139,0.000271488,1.31493e-05,42.3858,40.1541
-5982.75,0.999864,0.000788112,3,7,0,5985.14,-1.38737,-1.76474,-1.5225,-1.4145,0.00027153,1.3137e-05,42.3875,40.1478
-5629.08,0.994549,0.00113438,5,31,0,5982.86,-1.4685,-1.7726,-1.44623,-1.35735,0.000237796,1.26985e-05,42.7689,40.7478
-5528.8,0.899397,0.00398708,3,7,0,5626.15,-1.4337,-1.76987,-1.42611,-1.33797,0.000252269,1.28505e-05,42.8695,40.9513
-5475.61,1,0.00326397,2,3,0,5528.97,-1.45133,-1.76926,-1.41337,-1.32992,0.000244939,1.28848e-05,42.9332,41.0358
-5428.46,1,0.006615,1,1,0,5477.56,-1.44908,-1.77802,-1.40276,-1.31878,0.000245874,1.23966e-05,42.9862,41.1528
-5381.73,0.52548,0.00586063,2,3,0,5429.55,-1.45401,-1.77886,-1.38896,-1.31373,0.000243823,1.23496e-05,43.0552,41.2058
-5349.58,1,0.00545322,1,1,0,5383.76,-1.45055,-1.77332,-1.37853,-1.31208,0.000245263,1.26582e-05,43.1073,41.2232
-5349.58,0.00293943,0.009887,1,1,0,5351.86,-1.45055,-1.77332,-1.37853,-1.31208,0.000245263,1.26582e-05,43.1073,41.2232
-5339.21,0.999053,0.000792946,3,7,0,5350.42,-1.45169,-1.77046,-1.37578,-1.31016,0.000244788,1.28176e-05,43.1211,41.2434
-4652.48,0.969941,0.00104395,6,63,0,5341.37,-1.46897,-1.77262,-1.16774,-1.22017,0.000237601,1.26975e-05,44.1613,42.1882
-4631.49,0.981743,0.00122753,4,15,0,4658.96,-1.47352,-1.78125,-1.1587,-1.22288,0.00023571,1.22165e-05,44.2065,42.1597
-4605.37,0.442586,0.00400212,2,3,0,4636.08,-1.46319,-1.77647,-1.14826,-1.22105,0.000240005,1.24828e-05,44.2587,42.1789
-4606.47,1,0.00104418,2,3,0,4606.99,-1.46337,-1.77671,-1.14887,-1.22074,0.000239929,1.24694e-05,44.2556,42.1822
-4538.85,0.960588,0.00126097,3,7,0,4609.6,-1.46443,-1.78176,-1.12684,-1.21134,0.000239489,1.21881e-05,44.3658,42.2809
-4519.21,1,0.00342992,1,1,0,4538.93,-1.47058,-1.78018,-1.12117,-1.20934,0.000236933,1.2276e-05,44.3942,42.3019
-4460.85,0.959621,0.00268321,2,3,0,4520.49,-1.4712,-1.77613,-1.10224,-1.19999,0.000236677,1.25016e-05,44.4888,42.4001
-4460.85,0.184626,0.00570705,1,1,0,4465.36,-1.4712,-1.77613,-1.10224,-1.19999,0.000236677,1.25016e-05,44.4888,42.4001
-4439.53,0.999145,0.00103363,3,7,0,4461.84,-1.47566,-1.77653,-1.0956,-1.19696,0.00023482,1.24796e-05,44.522,42.432
-4435.77,0.990332,0.0015191,2,3,0,4441.07,-1.47397,-1.77829,-1.09401,-1.19698,0.000235523,1.23814e-05,44.53,42.4318
-4279.59,0.964469,0.00315156,3,7,0,4438.63,-1.48073,-1.76021,-1.03861,-1.17976,0.000232712,1.33891e-05,44.807,42.6125
-4068.48,0.641893,0.00370867,2,3,0,4283.12,-1.48606,-1.76543,-0.964253,-1.14927,0.000230496,1.30985e-05,45.1787,42.9327
-3306.74,0.967443,0.00296345,4,15,0,4068.3,-1.5121,-1.76847,-0.649488,-1.0396,0.000219667,1.29287e-05,46.7526,44.0842
-3285.74,0.974124,0.0021819,2,3,0,3308.39,-1.51612,-1.76589,-0.640312,-1.03395,0.000217996,1.30728e-05,46.7984,44.1435
-3050.81,1,0.00633101,2,3,0,3283.96,-1.52013,-1.76554,-0.527075,-0.980993,0.000216331,1.30923e-05,47.3646,44.6996
-2696.41,0.668126,0.00929712,2,3,0,3041.86,-1.54347,-1.75816,-0.307466,-0.898887,0.000206625,1.35038e-05,48.4627,45.5617
-2696.41,0.665511,0.00597626,1,1,0,2698.41,-1.54347,-1.75816,-0.307466,-0.898887,0.000206625,1.35038e-05,48.4627,45.5617
-2673.32,0.985365,0.00205367,2,3,0,2697.39,-1.53982,-1.7643,-0.290453,-0.894205,0.000208141,1.31611e-05,48.5477,45.6108
-2658.38,0.562433,0.00499407,2,3,0,2675.64,-1.54607,-1.76861,-0.276595,-0.891757,0.000205544,1.29212e-05,48.617,45.6366
-2570.58,1,0.00241299,3,7,0,2660.36,-1.54261,-1.78564,-0.215943,-0.846456,0.000206984,1.19716e-05,48.9203,46.1122
-2556.62,1,0.00533289,2,3,0,2570.02,-1.54678,-1.78765,-0.204587,-0.841401,0.00020525,1.18599e-05,48.9771,46.1653
-2556.62,0.210096,0.00734618,2,3,0,2558.36,-1.54678,-1.78765,-0.204587,-0.841401,0.00020525,1.18599e-05,48.9771,46.1653
-2369.19,0.999996,0.000678435,7,127,0,2560.62,-1.56414,-1.80039,0.0906153,-0.763566,0.00019803,1.11492e-05,50.4531,46.9826
-2356.8,0.999175,0.00121938,5,31,0,2370.35,-1.56649,-1.80517,0.123509,-0.737168,0.000197055,1.08833e-05,50.6175,47.2597
-2355.68,0.827078,0.00392143,2,3,0,2357.86,-1.56908,-1.80716,0.129994,-0.734386,0.000195976,1.0772e-05,50.65,47.2889
-2347.3,0.972365,0.00195404,3,11,0,2357.18,-1.56936,-1.80707,0.129509,-0.710158,0.000195858,1.07769e-05,50.6475,47.5433
-2348.25,0.394719,0.00466737,2,3,0,2349.97,-1.56694,-1.80602,0.123929,-0.71133,0.000196867,1.08356e-05,50.6196,47.531
-2333.42,0.995857,0.00201219,5,31,0,2350.01,-1.57288,-1.84631,0.117101,-0.673198,0.000194395,8.58954e-06,50.5855,47.9314
-2326.72,0.99268,0.00136737,4,15,0,2334.37,-1.57492,-1.85346,0.108377,-0.652517,0.000193548,8.19118e-06,50.5419,48.1486
-2308.77,0.999247,0.00347928,3,15,0,2328.43,-1.58072,-1.87952,0.10022,-0.59503,0.000191136,6.7382e-06,50.5011,48.7522
-2306.92,0.969049,0.00373154,2,3,0,2309.41,-1.58354,-1.87367,0.0983414,-0.587105,0.000189962,7.06427e-06,50.4917,48.8354
-2306.92,0.0106613,0.00912326,1,3,0,2309.29,-1.58354,-1.87367,0.0983414,-0.587105,0.000189962,7.06427e-06,50.4917,48.8354
-2282.28,0.991013,0.000967412,6,114,1,2310.64,-1.59025,-1.8454,0.0602325,-0.478315,0.000187173,8.64015e-06,50.3012,49.9777
-2280.76,0.983441,0.0012909,5,63,1,2286.04,-1.59256,-1.8544,0.0805337,-0.477924,0.000186215,8.1386e-06,50.4027,49.9818
-2277.53,0.971859,0.0031263,4,15,0,2281.71,-1.59376,-1.86081,0.0983487,-0.463722,0.000185713,7.78132e-06,50.4917,50.1309
-2276.23,0.809645,0.00417856,4,21,1,2280.88,-1.59695,-1.84126,0.0778929,-0.452451,0.000184389,8.87128e-06,50.3895,50.2493
-2270.13,1,0.00313591,4,15,0,2279.12,-1.598,-1.83136,0.0987553,-0.420225,0.000183951,9.42277e-06,50.4938,50.5876
-2266.14,0.769809,0.00303498,4,15,0,2273,-1.59564,-1.84642,0.0662822,-0.400109,0.000184932,8.58346e-06,50.3314,50.7989
-2256.46,0.973633,0.0041521,3,7,0,2268.79,-1.60053,-1.8668,0.0776748,-0.346539,0.000182898,7.44765e-06,50.3884,51.3613
-2256.46,5.34354e-13,0.0072206,1,3,1,2258.87,-1.60053,-1.8668,0.0776748,-0.346539,0.000182898,7.44765e-06,50.3884,51.3613
-2255.67,0.999996,0.000733444,4,15,0,2256.6,-1.60307,-1.86836,0.0780836,-0.347079,0.000181844,7.36071e-06,50.3904,51.3557
-2236.57,0.990162,0.00179434,5,31,0,2258.06,-1.61741,-1.94267,0.027129,-0.210494,0.000175882,3.21811e-06,50.1356,52.7898
-2234.32,0.982664,0.000856771,6,64,1,2238.78,-1.6184,-1.9084,0.0510858,-0.182893,0.000175469,5.12845e-06,50.2554,53.0796
-2233.62,0.87458,0.00328088,4,29,1,2237.87,-1.61839,-1.9062,0.0596243,-0.167641,0.000175475,5.25096e-06,50.2981,53.2398
-2233.09,0.999272,0.00139818,6,63,0,2234.19,-1.62137,-1.89734,0.0539465,-0.160397,0.000174234,5.74486e-06,50.2697,53.3158
-2233.09,0.000626639,0.00520485,3,7,0,2235.09,-1.62137,-1.89734,0.0539465,-0.160397,0.000174234,5.74486e-06,50.2697,53.3158
-2232.22,0.994288,0.000574265,5,47,0,2234.7,-1.61977,-1.90375,0.0519554,-0.151681,0.000174901,5.3879e-06,50.2598,53.4073
-2231.4,0.999994,0.000574637,7,127,0,2233.21,-1.62239,-1.90342,0.0420949,-0.142904,0.000173809,5.40634e-06,50.2105,53.4995
-2227.05,0.983508,0.00130983,6,127,0,2234.33,-1.63945,-1.86105,0.00551164,0.0568235,0.000166715,7.76777e-06,50.0276,55.5966
-2228.75,0.972664,0.00108846,5,63,0,2230.23,-1.63025,-1.87154,-0.0182655,0.0404651,0.000170543,7.1833e-06,49.9087,55.4249
-2226.01,0.997804,0.00254394,5,39,0,2229.68,-1.63881,-1.92211,0.00230782,0.0386423,0.000166983,4.36424e-06,50.0115,55.4057
-2225.27,0.888796,0.00320755,4,31,1,2226.82,-1.63274,-1.93535,0.0333585,0.0120215,0.000169509,3.62623e-06,50.1668,55.1262
-2226.88,0.0153682,0.00503485,4,15,0,2227.79,-1.62937,-1.93257,0.0336366,0.0104549,0.00017091,3.78122e-06,50.1682,55.1098
-2226.11,0.995351,0.000671335,7,222,1,2228.8,-1.63076,-1.96565,0.00876973,-0.0549439,0.000170329,1.93716e-06,50.0438,54.4231
-2227.26,0.979033,0.000876269,5,51,1,2228.33,-1.62664,-1.95743,-0.00712972,-0.0630127,0.000172041,2.39534e-06,49.9644,54.3384
-2227.44,0.968313,0.00137023,3,7,0,2228.31,-1.62907,-1.9555,-0.0056499,-0.0629715,0.000171031,2.503e-06,49.9718,54.3388
-2226.38,0.94622,0.00188754,5,47,0,2231.11,-1.62543,-1.95446,0.0287476,-0.0694638,0.000172548,2.56077e-06,50.1437,54.2706
-2226.55,0.960471,0.00346639,4,29,1,2228.13,-1.62989,-1.95281,0.0410723,-0.0677068,0.000170691,2.65302e-06,50.2054,54.2891
-2224.85,0.966509,0.0024352,4,30,1,2227.05,-1.63025,-1.95837,0.028,-0.0298429,0.000170544,2.34309e-06,50.14,54.6866
-2225.57,0.89078,0.00212967,4,31,0,2227.97,-1.63154,-1.94704,0.0270577,-0.040965,0.000170005,2.97426e-06,50.1353,54.5699
-2226.45,0.331741,0.00599452,2,5,0,2227.62,-1.63123,-1.95047,0.0162957,-0.0559633,0.000170133,2.78322e-06,50.0815,54.4124
-2226.37,0.967857,0.00228834,4,23,0,2227.8,-1.62592,-1.94494,0.0180438,-0.0621207,0.000172344,3.09143e-06,50.0902,54.3477
-2227.36,0.985632,0.00115656,5,39,0,2228.4,-1.625,-1.93616,0.0419759,-0.0752326,0.000172723,3.58111e-06,50.2099,54.2101
-2227.21,0.873086,0.00228618,4,31,0,2231.34,-1.62452,-1.95924,0.0360957,-0.0506753,0.000172927,2.29448e-06,50.1805,54.4679
-2228.29,0.927455,0.00230113,4,27,1,2228.84,-1.63266,-1.96744,0.0229386,-0.0741941,0.000169541,1.83723e-06,50.1147,54.221
-2228.83,0.909091,0.00388371,3,11,1,2233.56,-1.62177,-1.96053,0.00142286,-0.0637198,0.000174066,2.22276e-06,50.0071,54.3309
-2225.91,0.677762,0.00422654,3,12,1,2228.97,-1.63019,-1.9342,0.0169867,-0.0452309,0.000170567,3.69001e-06,50.0849,54.5251
-2225.65,0.511139,0.00458077,4,15,0,2227.94,-1.62836,-1.97224,0.0401401,-0.0249311,0.000171328,1.56975e-06,50.2007,54.7382
-2225.08,0.886753,0.00187765,4,20,1,2228.57,-1.63331,-1.97802,0.0300357,-0.0349574,0.000169268,1.24745e-06,50.1502,54.6329
-2224.44,0.977778,0.00178787,5,45,1,2225.78,-1.63582,-1.97691,0.00890926,0.00515211,0.000168225,1.30955e-06,50.0445,55.0541
-2224.74,0.866276,0.00172962,3,15,1,2227.82,-1.6365,-1.96428,0.0240399,0.00780378,0.000167945,2.01366e-06,50.1202,55.0819
-2224.79,0.999538,0.00297019,5,31,0,2225.04,-1.63599,-1.96968,0.00335151,0.00794926,0.000168156,1.71226e-06,50.0168,55.0835
-2224.29,0.41873,0.00588576,1,3,0,2225.03,-1.63415,-1.96541,0.00323309,0.012729,0.000168918,1.95069e-06,50.0162,55.1337
-2223.5,0.879104,0.00221346,3,9,1,2226.53,-1.63359,-1.99214,0.0168434,0.0135432,0.000169152,4.60573e-07,50.0842,55.1422
-2224.31,0.523796,0.00263957,2,4,1,2226.24,-1.63084,-1.99992,0.0156911,0.0155236,0.000170297,2.6661e-08,50.0785,55.163
-2224.16,0.999625,0.0490285,5,31,0,2225.75,-1.63184,-1.98937,0.010604,-0.0247494,0.000169882,6.15119e-07,50.053,54.7401
-2225.57,0.0688444,0.386821,2,5,0,2228.06,-1.63489,-1.97823,2.17626e-05,-0.0160055,0.000168611,1.23595e-06,50.0001,54.8319
-2224.68,0.942931,0.080828,4,26,1,2229.91,-1.631,-1.97293,0.0153926,-0.0349946,0.000170231,1.53154e-06,50.077,54.6326
-2227.98,0.983371,0.117123,5,39,0,2231,-1.63196,-1.89754,-0.0177961,-0.01479,0.000169831,5.73409e-06,49.911,54.8447
-2227.03,0.996632,0.0870401,5,31,0,2230.49,-1.63029,-1.9,-0.0104844,-0.0130261,0.000170526,5.59678e-06,49.9476,54.8632
-2225,0.948749,0.152389,4,31,0,2228.99,-1.63715,-1.9239,0.0123939,0.0489749,0.000167675,4.26464e-06,50.062,55.5142
-2225.85,0.928143,0.259148,3,11,0,2226.55,-1.634,-1.91836,-0.00798573,0.0485556,0.000168985,4.57321e-06,49.9601,55.5098
-2226.92,0.884162,0.225672,4,20,1,2227.82,-1.63947,-1.8605,0.0196162,0.0832656,0.000166709,7.7989e-06,50.0981,55.8743
-2226.92,2.89473e-05,0.456799,1,1,0,2228.24,-1.63947,-1.8605,0.0196162,0.0832656,0.000166709,7.7989e-06,50.0981,55.8743
-2227.41,0.999515,0.0198754,8,383,0,2229,-1.64355,-1.88791,0.0142535,0.113249,0.000165011,6.27045e-06,50.0713,56.1891
-2226.63,0.999455,0.0295941,7,255,0,2232.03,-1.64251,-1.96755,-0.0246633,0.102172,0.000165445,1.83096e-06,49.8767,56.0728
-2225.17,0.999941,0.0619071,6,63,0,2227.02,-1.63895,-1.97094,-0.0137572,0.0584022,0.000166924,1.64222e-06,49.9312,55.6132
-2226.61,0.940941,0.0612594,4,28,1,2229.89,-1.64261,-1.97393,-0.00635198,0.0612142,0.000165403,1.47581e-06,49.9682,55.6427
-2224.46,1,0.17904,4,19,0,2226.49,-1.63496,-1.96569,0.0174604,0.0485689,0.000168584,1.93461e-06,50.0873,55.51
-2224.35,0.951508,0.105554,4,21,1,2225.75,-1.63775,-1.97836,0.0304774,0.0336368,0.000167424,1.22876e-06,50.1524,55.3532
-2224.19,0.687203,0.210338,3,13,1,2226.21,-1.63822,-1.97886,0.0217118,0.0371297,0.00016723,1.20079e-06,50.1086,55.3899
-2224.19,0.8,0.193937,2,5,1,2226.28,-1.6365,-1.98868,0.0209507,0.0612553,0.000167942,6.53571e-07,50.1048,55.6432
-2223.85,0.951953,0.159076,2,7,0,2225.36,-1.63859,-1.98904,0.0178609,0.0551002,0.000167074,6.33499e-07,50.0893,55.5786
-2223.85,0.448522,0.202061,1,3,1,2227.1,-1.63859,-1.98904,0.0178609,0.0551002,0.000167074,6.33499e-07,50.0893,55.5786
-2223.86,0.860256,0.0842305,3,8,1,2224.92,-1.63633,-1.99967,0.0159503,0.0607564,0.000168012,4.07682e-08,50.0798,55.6379
-2223.86,0,0.0671684,0,1,1,2225.82,-1.63633,-1.99967,0.0159503,0.0607564,0.000168012,4.07682e-08,50.0798,55.6379
-2223.86,0.888888,0.00260092,3,9,1,2224.61,-1.63635,-1.99977,0.0160296,0.0607609,0.000168007,3.52628e-08,50.0801,55.638
-2223.86,0.499996,0.00584954,1,2,1,2225.15,-1.63634,-1.99995,0.0160999,0.060831,0.00016801,2.53648e-08,50.0805,55.6387
-2223.87,0.8,0.00112922,2,5,1,2229.32,-1.63628,-1.99989,0.0161106,0.0606472,0.000168036,2.86002e-08,50.0806,55.6368
-2224.63,0.984361,0.00176641,6,64,1,2229.94,-1.63493,-1.99413,0.0169838,0.0624838,0.000168596,3.49545e-07,50.0849,55.6561
-2223.75,0.999999,0.00201759,8,255,0,2224.84,-1.6381,-1.99178,0.0179227,0.0561361,0.000167278,4.80609e-07,50.0896,55.5894
-2224.02,0.996072,0.00272709,7,255,1,2224.9,-1.63977,-1.99335,0.0186373,0.0601548,0.000166583,3.93195e-07,50.0932,55.6316
-2223.94,0.966666,0.00510556,4,30,1,2228.58,-1.63965,-1.99485,0.017781,0.0614878,0.000166634,3.09457e-07,50.0889,55.6456
-2224.05,0.988888,0.00845546,6,90,1,2224.98,-1.63901,-1.99188,0.0206251,0.0694185,0.0001669,4.74803e-07,50.1031,55.7289
-2224.07,0.982128,0.014975,5,56,1,2225.81,-1.63894,-1.99445,0.012722,0.0799242,0.00016693,3.31562e-07,50.0636,55.8392
-2224.2,0.941129,0.0287581,4,17,1,2225.11,-1.63924,-1.99668,0.0145623,0.0847642,0.000166805,2.07464e-07,50.0728,55.89
-2224.6,0.797548,0.0289272,2,5,1,2228.82,-1.63818,-1.99801,0.0136006,0.0893904,0.000167244,1.33329e-07,50.068,55.9386
-2224.21,0.961538,0.0249464,4,26,1,2225.85,-1.63865,-1.99736,0.0176476,0.0806803,0.000167051,1.6931e-07,50.0882,55.8471
-2224.13,0.90908,0.0241722,3,11,1,2225.65,-1.63873,-1.99795,0.0162144,0.0802122,0.000167016,1.3659e-07,50.0811,55.8422
-2224.11,0.666644,0.0228836,1,3,1,2229.32,-1.63873,-1.99662,0.0164496,0.0788976,0.000167015,2.10531e-07,50.0822,55.8284
-2224.56,0.943889,0.0192785,4,18,1,2225.94,-1.63759,-1.9935,0.0152834,0.0824871,0.000167492,3.8454e-07,50.0764,55.8661
-2224.25,0.974236,0.0337944,5,44,1,2226.01,-1.63585,-1.98643,0.00248464,0.0636935,0.000168214,7.78698e-07,50.0124,55.6688
-2225.48,0.994097,0.066112,6,63,0,2225.92,-1.63534,-1.94657,0.0291019,-0.00928587,0.000168426,3.00075e-06,50.1455,54.9025
-2224.92,0.962783,0.0821972,4,27,1,2227.8,-1.63208,-1.96726,-0.00356849,-0.0100491,0.000169782,1.84733e-06,49.9822,54.8945
-2224.94,0.940113,0.150218,4,15,0,2226.63,-1.63459,-1.96922,0.00909824,-0.0120717,0.000168736,1.73785e-06,50.0455,54.8732
-2226.61,0.978877,0.1233,3,15,0,2227.05,-1.62545,-1.95913,0.00645264,-0.0372825,0.000172537,2.30034e-06,50.0323,54.6085
-2227.39,0.844049,0.167841,3,11,1,2230.57,-1.63439,-1.92297,-0.00213288,-0.0220886,0.000168823,4.31614e-06,49.9893,54.7681
-2227.5,0.998826,0.119922,5,31,0,2229.04,-1.63595,-1.87995,0.0482018,0.0357136,0.000168172,6.71431e-06,50.241,55.375
-2229.14,0.620466,0.325118,3,15,0,2233.3,-1.6272,-1.92289,0.061034,-0.092735,0.00017181,4.3206e-06,50.3052,54.0263
-2230.59,0.761538,0.205071,3,14,1,2232.09,-1.62076,-1.94715,0.0622892,-0.105825,0.000174487,2.96813e-06,50.3114,53.8888
-2224.89,0.999118,0.182287,4,15,0,2232.08,-1.63436,-1.93617,0.0232913,0.00469484,0.000168832,3.58059e-06,50.1165,55.0493
-2225.18,0.87556,0.156685,3,11,1,2230.03,-1.63221,-1.95268,0.0327996,0.0168734,0.000169728,2.6599e-06,50.164,55.1772
-2225.46,0.931014,0.13006,3,15,1,2229.26,-1.63362,-1.93178,0.0216102,-0.0160667,0.000169143,3.82505e-06,50.1081,54.8313
-2229.96,0.237988,0.328349,3,7,0,2231.15,-1.62877,-1.91715,0.0343495,-0.104479,0.000171158,4.64094e-06,50.1717,53.903
-2228.64,0.999948,0.0277679,4,15,0,2230.3,-1.62569,-1.91811,0.0311092,-0.103847,0.000172438,4.5871e-06,50.1555,53.9096
-2226.68,0.939304,0.219914,4,15,0,2230.3,-1.64159,-1.95741,0.00555297,0.135149,0.000165829,2.39639e-06,50.0278,56.4191
-2226.68,0,3.11673,0,1,1,2228.27,-1.64159,-1.95741,0.00555297,0.135149,0.000165829,2.39639e-06,50.0278,56.4191
-2226.68,0.000580273,0.444033,2,3,0,2228.49,-1.64159,-1.95741,0.00555297,0.135149,0.000165829,2.39639e-06,50.0278,56.4191
-2225.73,0.98744,0.022876,6,80,1,2227.43,-1.64225,-1.94708,0.00128078,0.0878804,0.000165552,2.97239e-06,50.0064,55.9227
-2225.38,0.990315,0.0239284,6,105,1,2226.44,-1.63473,-1.94388,0.00527916,0.0632414,0.00016868,3.15094e-06,50.0264,55.664
-2225.43,0.977459,0.075003,5,46,1,2225.87,-1.63099,-1.93971,0.0115633,0.0198652,0.000170235,3.3834e-06,50.0578,55.2086
-2225.24,0.903364,0.0994629,3,11,1,2229.63,-1.63673,-1.96976,-0.0145403,0.0330697,0.000167848,1.70826e-06,49.9273,55.3472
-2224.74,0.937473,0.0613854,4,16,1,2227.45,-1.63847,-1.99336,-0.00405785,0.0950837,0.000167125,3.92538e-07,49.9797,55.9984
-2225.22,0.914939,0.0715167,3,13,1,2226.16,-1.63611,-1.9932,-0.00612522,0.0853926,0.000168106,4.01354e-07,49.9694,55.8966
-2227.16,0.387552,0.175329,1,2,1,2229.73,-1.63422,-1.97741,-0.00652522,0.0907368,0.000168891,1.28134e-06,49.9674,55.9527
-2225.96,0.965517,0.031793,4,29,1,2230.72,-1.63778,-1.96769,-0.0162666,0.0995995,0.000167411,1.82364e-06,49.9187,56.0458
-2227.1,0.983024,0.0306706,5,61,1,2231.51,-1.6359,-1.96601,-0.0294034,0.0897396,0.000168192,1.91698e-06,49.853,55.9423
-2224.43,0.961443,0.0974136,4,27,1,2227.96,-1.63244,-1.98296,-0.00347181,0.0253575,0.000169632,9.72016e-07,49.9826,55.2663
-2223.61,0.799399,0.139205,2,5,1,2226.25,-1.63588,-1.99002,0.00460516,0.0348532,0.000168201,5.78776e-07,50.023,55.366
-2223.84,0.799923,0.118795,2,5,1,2224.74,-1.63638,-1.97582,0.010894,0.0394935,0.000167995,1.36997e-06,50.0545,55.4147
