x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
48.0,55.0,0.00622128,0.0181203,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.866267,0.00401076,15.0,450.0,12599.0,226.0
48.0,55.0,0.00626473,0.0181093,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,1.00907,0.00501587,15.0,450.0,12599.0,226.0
48.0,55.0,0.00594904,0.0182604,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,1.05577,0.00551438,15.0,450.0,12599.0,226.0
48.0,55.0,0.0059028,0.0180714,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,1.00533,0.00562436,15.0,450.0,12599.0,226.0
48.0,55.0,0.00525981,0.017817,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,1.19268,0.00346911,15.0,450.0,12599.0,226.0
48.0,55.0,0.0051153,0.0176624,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,1.29966,0.00412835,15.0,450.0,12599.0,226.0
48.0,55.0,0.00586159,0.0176963,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,1.1111,0.00345698,15.0,450.0,12599.0,226.0
48.0,55.0,0.00595468,0.0177709,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,1.13505,0.0027966,15.0,450.0,12599.0,226.0
48.0,55.0,0.00575072,0.0177078,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.951576,0.00255397,15.0,450.0,12599.0,226.0
48.0,55.0,0.00623882,0.0177421,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.993313,0.00242357,15.0,450.0,12599.0,226.0
48.0,55.0,0.00632065,0.0181044,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.884405,0.00318924,15.0,450.0,12599.0,226.0
48.0,55.0,0.0072262,0.0177226,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.70785,0.00247784,15.0,450.0,12599.0,226.0
48.0,55.0,0.00719835,0.0177522,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.719321,0.00250994,15.0,450.0,12599.0,226.0
48.0,55.0,0.00630618,0.0176526,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.865527,0.00348161,15.0,450.0,12599.0,226.0
48.0,55.0,0.00689624,0.0167899,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.744095,0.000203628,15.0,450.0,12599.0,226.0
48.0,55.0,0.00467205,0.0177075,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,1.44981,0.000804345,15.0,450.0,12599.0,226.0
48.0,55.0,0.00596809,0.0175113,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,1.06264,0.00572442,15.0,450.0,12599.0,226.0
48.0,55.0,0.0058713,0.01774,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,1.0636,0.00427203,15.0,450.0,12599.0,226.0
48.0,55.0,0.00590192,0.0177627,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.961265,0.00240405,15.0,450.0,12599.0,226.0
48.0,55.0,0.00510275,0.017765,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,1.29577,0.00463717,15.0,450.0,12599.0,226.0
48.0,55.0,0.00450063,0.0175934,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,1.57791,0.00301043,15.0,450.0,12599.0,226.0
48.0,55.0,0.00522719,0.0180859,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,1.25175,0.00216014,15.0,450.0,12599.0,226.0
48.0,55.0,0.00512344,0.0181367,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,1.26898,0.00197063,15.0,450.0,12599.0,226.0
48.0,55.0,0.0051216,0.0179323,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,1.32252,0.00276201,15.0,450.0,12599.0,226.0
48.0,55.0,0.00485804,0.0182266,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,1.49133,0.00325992,15.0,450.0,12599.0,226.0
48.0,55.0,0.0048402,0.0178901,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,1.4538,0.00211914,15.0,450.0,12599.0,226.0
48.0,55.0,0.00651512,0.0181225,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.837266,0.00434557,15.0,450.0,12599.0,226.0
48.0,55.0,0.00527729,0.0176242,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,1.15158,0.000278606,15.0,450.0,12599.0,226.0
48.0,55.0,0.00695769,0.0173229,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.766456,0.00281353,15.0,450.0,12599.0,226.0
48.0,55.0,0.00604258,0.01751,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.9558,0.0025536,15.0,450.0,12599.0,226.0
48.0,55.0,0.00699789,0.017706,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.723639,0.00158933,15.0,450.0,12599.0,226.0
48.0,55.0,0.00726551,0.018021,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.708014,0.00225572,15.0,450.0,12599.0,226.0
48.0,55.0,0.00688008,0.0183064,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.840301,0.00488867,15.0,450.0,12599.0,226.0
48.0,55.0,0.0060984,0.0174391,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.90346,0.000425762,15.0,450.0,12599.0,226.0
48.0,55.0,0.00578291,0.0177303,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.974323,0.000636426,15.0,450.0,12599.0,226.0
48.0,55.0,0.00759145,0.0179186,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.670254,0.00319562,15.0,450.0,12599.0,226.0
48.0,55.0,0.00793425,0.0178791,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.658524,0.00331866,15.0,450.0,12599.0,226.0
48.0,55.0,0.00557927,0.0173579,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,1.07972,0.00164797,15.0,450.0,12599.0,226.0
48.0,55.0,0.0057943,0.0176595,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,1.00071,0.00132836,15.0,450.0,12599.0,226.0
