x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
48.0,55.0,0.00600008,0.0184196,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,1.00551,0.00209907,15.0,450.0,12599.0,226.0
48.0,55.0,0.00593769,0.0183551,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,1.02153,0.00216031,15.0,450.0,12599.0,226.0
48.0,55.0,0.0058683,0.0184786,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,1.04624,0.00214253,15.0,450.0,12599.0,226.0
48.0,55.0,0.00596638,0.018315,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.985759,0.00193156,15.0,450.0,12599.0,226.0
48.0,55.0,0.0059157,0.0185355,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,1.00633,0.00196105,15.0,450.0,12599.0,226.0
48.0,55.0,0.00588735,0.0185117,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,1.02865,0.00207252,15.0,450.0,12599.0,226.0
48.0,55.0,0.00593372,0.0183382,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,1.01793,0.00212719,15.0,450.0,12599.0,226.0
48.0,55.0,0.00614246,0.0184156,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.987237,0.00211424,15.0,450.0,12599.0,226.0
48.0,55.0,0.00602443,0.0183903,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,1.03155,0.00223441,15.0,450.0,12599.0,226.0
48.0,55.0,0.00593279,0.0184191,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,1.02565,0.00210401,15.0,450.0,12599.0,226.0
48.0,55.0,0.00594114,0.0186825,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,1.02712,0.00210534,15.0,450.0,12599.0,226.0
48.0,55.0,0.0059736,0.0184572,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,1.00368,0.00207008,15.0,450.0,12599.0,226.0
48.0,55.0,0.00590948,0.0185068,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,1.01009,0.00207089,15.0,450.0,12599.0,226.0
48.0,55.0,0.00593196,0.0182724,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.965155,0.00175529,15.0,450.0,12599.0,226.0
48.0,55.0,0.00598145,0.0184773,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.997111,0.00208392,15.0,450.0,12599.0,226.0
48.0,55.0,0.00579203,0.0184912,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.992132,0.00173626,15.0,450.0,12599.0,226.0
48.0,55.0,0.00578763,0.0185644,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.98741,0.00182771,15.0,450.0,12599.0,226.0
48.0,55.0,0.00579914,0.0186491,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.993232,0.00179549,15.0,450.0,12599.0,226.0
48.0,55.0,0.00594905,0.0183385,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.997692,0.00206076,15.0,450.0,12599.0,226.0
48.0,55.0,0.00593624,0.0186882,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,1.01794,0.0020676,15.0,450.0,12599.0,226.0
48.0,55.0,0.00592633,0.0181967,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,1.0007,0.00197898,15.0,450.0,12599.0,226.0
