x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
48.0,55.0,0.00629658,0.0186899,0.0366852,0.475867,1.0228,0.950444,1.30604,0.00718996,1.31472,0.00287247,15.0,466.201,10957.3,234.208
48.0,55.0,0.00646257,0.0186315,0.0353189,0.505073,0.971142,0.917408,1.35629,0.00838743,1.27483,0.00305565,15.0,485.555,11734.7,234.374
48.0,55.0,0.0063579,0.0181907,0.0152472,0.416964,0.393123,0.54228,1.21873,0.00811655,0.709193,0.00214753,15.0,857.392,16311.8,224.573
48.0,55.0,0.00647549,0.0178472,0.027193,0.403368,1.07997,1.20511,1.45266,0.0124214,1.19878,0.00183112,15.0,613.467,19442.2,249.195
48.0,55.0,0.00630685,0.0180371,0.0395363,0.209857,0.701795,1.25866,1.27516,0.0066488,0.939739,0.00300109,15.0,331.811,17018.7,231.204
48.0,55.0,0.00604065,0.019077,0.0304405,0.180376,0.60983,1.40575,0.867411,0.00547361,1.52208,0.00272505,15.0,608.389,18017.2,222.698
48.0,55.0,0.00624281,0.0191208,0.0364512,0.19147,0.425625,1.14681,0.935826,0.00678276,1.30673,0.00292662,15.0,557.05,17523.7,220.052
48.0,55.0,0.00614474,0.0175869,0.0599054,0.330369,1.27899,1.63727,1.34477,0.0076404,0.96239,0.00270105,15.0,287.119,12130.0,227.231
48.0,55.0,0.00617431,0.0181426,0.040301,0.439764,0.84743,1.16621,0.423349,0.00830957,1.98399,0.00178281,15.0,852.803,11993.7,240.818
48.0,55.0,0.00655977,0.017068,0.0290829,0.547354,1.31725,0.951334,0.897503,0.00576169,1.10924,0.0029587,15.0,488.037,13006.9,231.752
48.0,55.0,0.00556384,0.0181955,0.0534354,0.451465,0.954764,1.37468,0.918535,0.0161427,1.20749,0.00134519,15.0,574.602,17730.4,216.078
48.0,55.0,0.00650239,0.0180797,0.0467968,0.545165,1.14433,0.980034,0.63438,0.00665607,1.38493,0.0029011,15.0,428.018,9059.96,236.238
48.0,55.0,0.00642699,0.0176142,0.040198,0.36396,1.00214,1.23238,1.36187,0.0121974,1.76969,0.00293362,15.0,588.627,15734.3,227.345
48.0,55.0,0.00621124,0.0179499,0.0332102,0.619056,1.3758,0.752144,1.12779,0.00693354,1.39798,0.0026226,15.0,450.935,12598.3,237.157
48.0,55.0,0.0065227,0.0177287,0.0440415,0.605329,1.25508,0.937015,0.945283,0.00440911,1.39536,0.00285282,15.0,433.0,19616.5,240.219
48.0,55.0,0.00611434,0.0177668,0.0215476,0.621147,1.74827,1.47402,1.05621,0.00572153,1.02808,0.00247807,15.0,771.503,15973.2,218.568
48.0,55.0,0.00642887,0.0178887,0.0397134,0.583003,1.18538,0.880643,0.847673,0.00513318,1.54907,0.00254623,15.0,515.634,17029.2,236.464
48.0,55.0,0.0065469,0.017329,0.0212534,0.499721,1.31282,1.15024,1.3242,0.00382751,0.798864,0.00244906,15.0,513.383,27963.2,241.48
48.0,55.0,0.00620397,0.0175837,0.0337823,0.413964,1.21802,1.18594,1.51754,0.00696689,0.86914,0.0019537,15.0,379.458,21940.5,240.788
48.0,55.0,0.00605095,0.0181985,0.0266621,0.553771,0.795186,0.597247,1.04009,0.00830334,1.12075,0.00320274,15.0,538.442,6153.28,218.142
48.0,55.0,0.00617436,0.0179653,0.049156,0.376522,0.948,1.63759,1.00802,0.0111771,1.4367,0.00139436,15.0,635.707,26787.7,237.942
48.0,55.0,0.0060313,0.018731,0.0428701,0.252203,0.43065,0.816563,0.960108,0.0142079,1.86714,0.00233368,15.0,672.149,14044.7,218.874
48.0,55.0,0.00613859,0.0184631,0.0176764,0.312106,1.17718,1.40103,1.17707,0.00962124,1.42263,0.00298838,15.0,865.882,12326.5,219.594
48.0,55.0,0.00623871,0.0173503,0.0725336,0.543174,1.01006,0.860008,1.27595,0.00561847,1.01877,0.00223879,15.0,272.816,17329.5,241.864
48.0,55.0,0.00574721,0.0181216,0.0420815,0.279068,1.48683,1.6897,1.32433,0.0109352,1.73821,0.00268192,15.0,462.521,17640.4,217.796
48.0,55.0,0.00645322,0.0182243,0.0389242,0.355373,1.49229,1.65518,1.15355,0.00511273,1.80242,0.00399917,15.0,518.861,13928.1,221.224
48.0,55.0,0.00626437,0.017773,0.0429348,0.251944,1.25248,1.61868,0.944648,0.00930201,1.3148,0.00315691,15.0,359.644,8026.03,226.763
48.0,55.0,0.00598864,0.0178179,0.028385,0.574904,0.658735,0.600363,1.31545,0.00750025,1.44044,0.00242347,15.0,849.122,19402.8,213.549
48.0,55.0,0.00644866,0.0179869,0.0403442,0.519377,1.52895,0.979496,1.37184,0.00805962,1.78164,0.00232178,15.0,464.91,22485.2,244.91
48.0,55.0,0.006195,0.0176157,0.0455112,0.688985,1.22657,1.09816,1.02004,0.00368569,0.681738,0.00245607,15.0,361.703,17715.1,220.824
48.0,55.0,0.00579071,0.0173915,0.0588751,0.661828,1.19954,0.874929,0.612709,0.00524176,0.863728,0.00141043,15.0,311.376,16363.7,240.041
48.0,55.0,0.00652022,0.0183017,0.0186468,0.35545,0.903575,1.19127,2.19604,0.0111914,1.54493,0.00374923,15.0,977.88,14949.2,223.05
48.0,55.0,0.00608167,0.0179973,0.0372312,0.526378,1.46346,1.00168,1.68391,0.0087831,1.68798,0.00305585,15.0,508.973,19088.3,226.005
