time,Pyr_MEAN,Pyr_STD,Lac_MEAN,Lac_STD
0.0,4140.0,496.79999999999995,0.0,1.0
15.0,3123.5839005816597,374.83006806979915,28.402387874568813,2.085420811618023
20.0,2836.317095500043,340.35805146000513,41.58688179278032,3.058648041958367
25.0,2574.4050104222247,308.92860125066693,54.0678782934131,3.906331273413411
30.0,2336.4001402364993,280.3680168283799,62.77345994144489,4.5846452815682515
35.0,2120.3430933802147,254.44117120562575,62.550067559656036,5.101574379627993
40.0,1924.2432808121348,230.90919369745617,63.49125733569926,5.479299060232372
45.0,1746.257704947727,209.55092459372725,86.74855167781669,5.739691604284948
50.0,1584.7106082439802,190.1652729892776,74.15412871648036,5.901931959544147
55.0,1438.0820377123582,172.56984452548298,76.06304830473131,5.982543989336904
60.0,1304.9935249569344,156.59922299483213,64.47456082462836,5.995716490006122
65.0,1184.1946788049743,142.1033614565969,78.50619825498946,5.953616970479472
70.0,1074.551067380833,128.94612808569997,76.60553989349218,5.866665614998524
75.0,975.0332829636869,117.00399395564243,79.03115295744524,5.7437712064614885
80.0,884.7071185934918,106.16485423121901,69.00245768439771,5.5925336748869405
85.0,802.724670571438,96.32696046857255,75.13838822007635,5.419419378954034
90.0,728.3163116129762,87.39795739355714,69.33576381267835,5.229912697314867
95.0,660.7834266784382,79.29401120141259,65.87256485534796,5.028647662361327
100.0,599.4918319554531,71.93901983465437,66.17511761718322,4.819522513052484
105.0,543.8658157535722,65.26389789042867,56.58896797250038,4.6057993933704555
110.0,493.38273735199647,59.20592848223957,53.247933422733716,4.390191251129982
115.0,447.568117734738,53.70817412816856,63.782815290798894,4.1749377058514705
120.0,405.991212035915,48.718945444309796,52.464994510022514,3.961870960085605
125.0,368.2609639601921,44.19131567522305,46.541093833392196,3.7524735232773794
130.0,334.02235017575293,40.08268202109035,51.224250786894316,3.5479283614189767
135.0,302.9530615594986,36.35436738713983,46.29234847814921,3.3491625923001367
140.0,274.76049699854923,32.97125963982591,39.79746469829709,3.1568854180592454
145.0,249.17901556599313,29.901481867919173,44.45417894641819,2.971621328266075
150.0,225.96746005603202,27.11609520672384,40.267336370382196,2.7937387041562576
155.0,204.90690157904749,24.588828189485696,36.17468943465114,2.6234747202631405
160.0,185.7985924672605,22.29583109607126,33.78584587101521,2.4609568911936086
165.0,168.46210917444,20.2154531009328,32.64875479848924,2.3062216803473397
170.0,152.7336646779607,18.32803976135528,26.464166302390545,2.1592305679095656
175.0,138.4645771233237,16.615749254798843,26.873081762127683,2.0198838738576255
180.0,125.51987905047332,15.062385486056797,22.48221145418425,1.8880326320572085
185.0,113.77705415265089,13.653246498318106,25.045976156898586,1.7634887628989457
190.0,103.12489103900087,12.374986924680105,25.06653582537907,1.6460337530429798
195.0,93.46244180217022,11.215493016260426,22.11035334152258,1.5354260459025033
200.0,84.69807666309265,10.163769199571117,19.612064189401174,1.4314073033597678
205.0,76.74862589851386,9.209835107821663,18.953465609225002,1.3337076876615381
210.0,69.53860034399332,8.344632041279198,17.52836817687671,1.2420502973278176
215.0,62.999483469215924,7.55993801630591,15.976563693657187,1.1561548686446481
220.0,57.06908905454466,6.848290686545359,13.259595394473958,1.0757408399573893
225.0,51.69097757819608,6.20291730938353,13.632976848439176,1.000529869503476
230.0,46.81392533783936,5.617671040540722,12.798089196045915,1.0
235.0,42.391446314674674,5.0869735577609605,12.2971366003333,1.0
240.0,38.38135242379901,4.605762290855881,11.091119228879055,1.0
245.0,34.74535881553462,4.169443057864155,8.649313343340948,1.0
250.0,31.448722304184393,3.773846676502127,9.785662879415602,1.0
255.0,28.45991567073075,3.41518988048769,9.177273036724005,1.0
260.0,25.75033046800438,3.0900396561605254,6.231173117821898,1.0
265.0,23.294007490109127,2.795280898813095,8.56220824285404,1.0
270.0,21.067392228271483,2.528087067392578,7.912172426424844,1.0
275.0,19.049112984084655,2.2858935580901583,8.006176713879936,1.0
280.0,17.219778517563668,2.06637342210764,5.2307373150171586,1.0
285.0,15.561796068375426,1.867415528205051,5.37134023696909,1.0
290.0,14.05920400907373,1.6871044810888476,5.426165765336273,1.0
295.0,12.697521753469628,1.5237026104163554,4.199203069811601,1.0
300.0,11.463612571867158,1.3756335086240588,5.90121205407595,1.0
305.0,10.345559337111661,1.2414671204533994,3.7015010623627083,1.0
310.0,9.332551639602618,1.119906196752314,3.1268815656235716,1.0
315.0,8.414783341000788,1.0097740009200946,3.246237786731943,1.0
320.0,7.583359650875813,1.0,2.849884217970781,1.0
325.0,6.830212731765486,1.0,1.3634913080407904,1.0
330.0,6.14802502170439,1.0,3.826515401215453,1.0
335.0,5.530159754607222,1.0,2.9793346216637713,1.0
340.0,4.970597752152373,1.0,2.3103139797179617,1.0
345.0,4.463880400893995,1.0,1.3548442466088986,1.0
350.0,4.00505745998752,1.0,1.933216154567076,1.0
355.0,3.5896399858349164,1.0,1.306137942056285,1.0
360.0,3.2135574278810513,1.0,3.3231351053247016,1.0
365.0,2.873118889081902,1.0,1.4073390978872733,1.0
370.0,2.564977826521548,1.0,0.9511122134077189,1.0
375.0,2.2861000466070767,1.0,2.594679512606359,1.0
380.0,2.0337346969845154,1.0,-0.9561385758082699,1.0
385.0,1.8053879129411965,1.0,1.5169875710653398,1.0
390.0,1.5987989204772204,1.0,1.3457860499241976,1.0
395.0,1.4119183499163261,1.0,0.6266161268134083,1.0
