time,Pyr_MEAN,Pyr_STD,Lac_MEAN,Lac_STD
0.0,52919.99999999999,6350.399999999999,0.0,1.0
15.0,40266.611334678426,4831.993360161411,20.54768622656945,1.5750494251144573
20.0,36760.68596720409,4411.28231606449,24.719492866948517,1.9248050779895611
25.0,33560.0171086814,4027.202053041768,31.00405911920474,2.1956984710802736
30.0,30638.026090340125,3676.5631308408147,31.2993989803749,2.399410820952708
35.0,27970.448485915746,3356.4538183098894,35.08292335231867,2.546128574070311
40.0,25535.13261160171,3064.2159133922055,33.49866072902017,2.644719640347185
45.0,23311.855552540164,2797.42266630482,32.68526937021212,2.7028909723048193
50.0,21282.155211533987,2553.8586253840786,42.591882254967935,2.72732840413777
55.0,19429.177007194026,2331.501240863283,34.71924035209302,2.7238204728123594
60.0,17737.53390304488,2128.5040683653856,34.07002218895072,2.697367977614851
65.0,16193.178621674546,1943.1814346009455,28.701129020997797,2.6522808525806436
70.0,14783.286939179043,1773.994432701485,32.32464276256741,2.592263790935999
75.0,13496.151296708018,1619.5381556049622,33.68745832526549,2.5204917957813904
80.0,12321.083488578513,1478.5300186294216,30.491217879433815,2.439676956678093
85.0,11248.325928672093,1349.7991114406511,27.348283217288085,2.352127300513964
90.0,10268.970620763985,1232.276474491678,28.905090828720162,2.2597986794684655
95.0,9374.885183446817,1124.986222013618,28.599532341685705,2.16434047675109
100.0,8558.645316838818,1027.037438020658,26.317952045447186,2.067135834224588
105.0,7813.473151852858,937.6167782223429,28.941413757868574,1.9693370277760591
110.0,7133.1809848967705,855.9817181876124,24.306352244917623,1.8718965456072922
115.0,6512.119833207441,781.4543799848929,26.491921223209193,1.7755943903882123
120.0,5945.132518460736,713.4159022152883,21.41720434781383,1.6810620035940793
125.0,5427.510983514889,651.3013180217866,18.070680638996638,1.5888031763856487
130.0,4954.957075186383,594.5948490223659,18.121811929658485,1.4992124240132039
135.0,4523.5468855177005,542.825626262124,20.706635394398674,1.412590991735016
140.0,4129.698109484379,495.56377313812544,17.583850602584246,1.329160857829671
145.0,3770.140381585851,452.41684579030215,14.732760327446638,1.24907687697833
150.0,3441.8880516128615,413.0265661935434,14.603146687568854,1.1724373951442495
155.0,3142.2154472142947,377.06585366571534,14.39692105883136,1.0992934378224697
160.0,2868.6342362336354,344.2361083480362,14.110438419188204,1.0296566780874878
165.0,2618.872701954264,314.2647242345117,12.860446095838876,1.0
170.0,2390.856937354572,286.9028324825486,11.214768199247457,1.0
175.0,2182.693605869136,261.9232327042963,11.600197582176435,1.0
180.0,1992.6542192202655,239.11850630643187,11.363254561587063,1.0
185.0,1819.1607846121035,218.29929415345242,9.606055869306209,1.0
190.0,1660.7727013335011,199.29272416002013,9.525255180447195,1.0
195.0,1516.174798213694,181.94097578564327,7.5838266977428255,1.0
200.0,1384.1664126074102,166.0999695128892,8.230153116430918,1.0
205.0,1263.651420410796,151.6381704492955,6.8515944673922995,1.0
210.0,1153.6291341417143,138.4354960970057,5.784808021426362,1.0
215.0,1053.1859932615564,126.38231919138677,6.77920990441367,1.0
220.0,961.4879782798932,115.37855739358719,4.801380363736635,1.0
225.0,877.7736852762149,105.33284223314578,5.947769179399785,1.0
230.0,801.3480032651478,96.16176039181774,3.6965448543135055,1.0
235.0,731.576341503446,87.78916098041351,5.263148753249343,1.0
240.0,667.8793627002332,80.14552352402798,5.636494581346184,1.0
245.0,609.7281721560585,73.16738065872701,3.25706893938822,1.0
250.0,556.6399198647324,66.79679038376788,3.52688631735828,1.0
255.0,508.1737995290514,60.98085594348616,3.171226984722749,1.0
260.0,463.92738093327995,55.67128571199359,2.8009704906233504,1.0
265.0,423.5332739753259,50.82399287703911,2.8280339768861817,1.0
270.0,386.6560754937934,46.39872905925521,3.87675043540178,1.0
275.0,352.9895845869079,42.358750150428946,2.9299176181614532,1.0
280.0,322.25426016378293,38.67051121965395,3.264804880642189,1.0
285.0,294.19489958621125,35.303387950345346,3.829916026287557,1.0
290.0,268.5785197080285,32.22942236496342,4.410542615468783,1.0
295.0,245.1924217566316,29.423090610795793,1.1031088161368743,1.0
300.0,223.84242669833907,26.861091203800687,0.6954035208692748,1.0
305.0,204.3512613505643,24.522151362067714,2.908822015051512,1.0
310.0,186.55708665484545,22.38685039858145,0.728335870407588,1.0
315.0,170.3121543665145,20.43745852398174,0.9594434497833428,1.0
320.0,155.48158057772036,18.657789669326444,1.2115256242046453,1.0
325.0,141.94222509840307,17.033067011808367,1.04215720688333,1.0
330.0,129.58166883715222,15.549800260458266,0.801521425680074,1.0
335.0,118.29727832902392,14.195673399482871,1.973766896974961,1.0
340.0,107.99535864884285,12.959443037861142,0.03733179712796164,1.0
345.0,98.59037186571504,11.830844623885804,0.469781330212666,1.0
350.0,90.004225888694,10.800507106643279,0.9804306403085423,1.0
355.0,82.16562942563665,9.859875531076398,1.0328600840236808,1.0
360.0,75.00949755678394,9.001139706814072,1.0679321637915025,1.0
365.0,68.47641193293883,8.217169431952659,0.8629030430595124,1.0
370.0,62.512127553517516,7.501455306422102,0.9124676255500561,1.0
375.0,57.06712214308709,6.848054657170451,1.4585607173053345,1.0
380.0,52.096185114317144,6.251542213718057,0.7068246573434448,1.0
385.0,47.55804210009123,5.706965052010947,1.4040763790307098,1.0
390.0,43.415012265162474,5.209801471819497,-0.9522861031766702,1.0
395.0,39.632695420174876,4.755923450420985,0.32493238947520825,1.0
