time,Pyr_MEAN,Pyr_STD,Lac_MEAN,Lac_STD
0.0,12239.999999999998,1468.7999999999997,0.0,1.0
15.0,9284.896341995649,1114.187561039478,28.64577327808436,2.464074493672063
20.0,8465.923231651477,1015.9107877981772,42.12233014459775,3.1234845671225506
25.0,7719.190318082943,926.3028381699531,46.696176373739576,3.6377917978647405
30.0,7038.324162682877,844.5988995219452,53.42208642360244,4.028489501416653
35.0,6417.51337347579,770.1016048170948,62.42753615862557,4.314333617162851
40.0,5851.4597346586,702.175168159032,59.46332204522774,4.511616166577296
45.0,5335.332801251516,640.2399361501818,59.49482033301349,4.634469001922729
50.0,4864.728492771281,583.7674191325536,67.05733737090327,4.695133665399838
55.0,4435.631393951634,532.275767274196,64.02982023894207,4.704197485161961
60.0,4044.3804084498747,485.32564901398496,62.95874445922234,4.670800234173671
65.0,3687.637420551972,442.51649046623663,66.30896198860172,4.602815475914064
70.0,3362.358825767393,403.4830590920871,60.24721447259963,4.507009444988372
75.0,3065.7694989490064,367.89233987388076,59.99668150804273,4.389180992834915
80.0,2795.339106883335,335.44069282600015,55.96089816244095,4.254284476331641
85.0,2548.760505938691,305.8512607126429,58.24148720322923,4.106537861908308
90.0,2323.9300491255594,278.87160589506715,54.65534373612675,3.9495177802717882
95.0,2118.929632427316,254.2715558912779,49.977684422728366,3.78624308728304
100.0,1932.010326173574,231.84123914082886,46.62025131740526,3.619248289582876
105.0,1761.5774509980479,211.38929411976574,41.99729165003364,3.450648028656177
110.0,1606.1769742935164,192.74123691522198,46.234022453128276,3.2821936601160333
115.0,1464.4831003760312,175.73797204512374,43.9827276682438,3.115322897392963
120.0,1335.286964749959,160.2344357699951,39.941358647826114,2.9512032757456246
125.0,1217.486309480716,146.09835713768592,41.51994200737319,2.7907702385083124
130.0,1110.0760916530462,133.20913099836554,36.14221735106273,2.634760390394955
135.0,1012.139916475188,121.45678997702255,31.9644876605182,2.483740546539229
140.0,922.8421981312141,110.74106377574569,30.987756651491,2.338133137676708
145.0,841.4210465413252,100.97052558495902,27.498276154336637,2.1982382552006006
150.0,767.1817651278752,92.06181181534502,28.28732523651191,2.0642528648645837
155.0,699.4909247740646,83.93891097288775,26.25497710638034,1.9362874823874023
160.0,637.7709605158643,76.53251526190371,22.636040488134057,1.8143806255922987
165.0,581.4952447971125,69.77942937565349,23.536785118154178,1.6985113146593391
170.0,530.1835952561979,63.622031430743746,20.884277171645248,1.5886098602032643
175.0,483.3981787398276,58.007781448779305,19.252673090452753,1.484567150697979
180.0,440.73977635406135,52.88877316248736,18.58332797708379,1.386242627295989
185.0,401.8443781588941,48.22132537906729,18.451767939274323,1.2934711092574804
190.0,366.3800780564061,43.96560936676873,15.443680973198244,1.2060686169877273
195.0,334.04424255146273,40.08530910617553,14.098821095758005,1.123837320477086
200.0,304.5609291761047,36.54731150113256,14.838701434139981,1.04656972594355
205.0,277.67853254691903,33.32142390563028,12.450956030867948,1.0
210.0,253.16763801076812,30.380116561292173,13.550824708810648,1.0
215.0,230.81906414779084,27.6982876977349,8.899099831843946,1.0
220.0,210.44207953874619,25.253049544649542,8.900626747098018,1.0
225.0,191.86277705268876,23.02353324632265,7.804055558696367,1.0
230.0,174.92258435621648,20.990710122745977,9.454318398589253,1.0
235.0,159.47691733744014,19.137230080492817,9.594055932108907,1.0
240.0,145.39394240377058,17.44727308845247,8.83633685766837,1.0
245.0,132.55345556912434,15.90641466829492,7.311742623336033,1.0
250.0,120.84585423438503,14.501502508126203,6.711622199603577,1.0
255.0,110.17120339224779,13.220544407069735,6.545598309771392,1.0
260.0,100.43838219117445,12.052605862940935,5.637889566196354,1.0
265.0,91.56430760409127,10.987716912490951,3.6614672840769638,1.0
270.0,83.47322410596077,10.016786892715292,4.0400119065518965,1.0
275.0,76.09605974975455,9.131527169970544,5.531776963615984,1.0
280.0,69.36983324678269,8.324379989613922,3.863652803416629,1.0
285.0,63.23711994210047,7.588454393052056,4.0963414539126095,1.0
290.0,57.64555958536264,6.9174671502435165,2.9533996926704953,1.0
295.0,52.54741076841483,6.305689292209779,3.23046056116107,1.0
300.0,47.89914379233997,5.7478972550807965,3.7376882642139306,1.0
305.0,43.66106829468947,5.239328195362736,2.429938126799063,1.0
310.0,39.79699518535057,4.775639422242068,1.192465017243751,1.0
315.0,36.27392800743042,4.35287136089165,2.331887725887205,1.0
320.0,33.061780251757796,3.9674136302109355,2.9254366918938826,1.0
325.0,30.133119944650463,3.6159743933580555,0.5978112808803526,1.0
330.0,27.462935278135436,3.2955522333762524,1.5626703975404361,1.0
335.0,25.028420459780556,3.0034104551736664,1.7758029007522254,1.0
340.0,22.808781890415613,2.7370538268498734,0.8135086402842594,1.0
345.0,20.785059940886043,2.494207192906325,2.2763209269635345,1.0
350.0,18.939967764225607,2.272796131707073,0.08810493853313162,1.0
355.0,17.257743353681995,2.0709292024418393,0.8856239580809118,1.0
360.0,15.724015530489332,1.8868818636587197,3.0369961313391736,1.0
365.0,14.325680831644263,1.7190816997973115,1.3214339245669364,1.0
370.0,13.050791853132097,1.5660950223758516,0.895712051429444,1.0
375.0,11.888455226239397,1.4266146271487277,-0.2309475596587085,1.0
380.0,10.828738654958505,1.2994486385950206,0.6139790442044801,1.0
385.0,9.86258613603356,1.1835103363240271,2.054560489086027,1.0
390.0,8.981740658278916,1.0778088789934699,2.6757479238821613,1.0
395.0,8.178673710342991,1.0,0.021004752558349327,1.0
