time,Pyr_MEAN,Pyr_STD,Lac_MEAN,Lac_STD
0.0,719.9999999999999,86.39999999999998,0.0,1.0
15.0,542.4024527222822,65.08829432667386,5.943385752787309,1.0
20.0,491.4177406436366,58.97012887723639,9.186715458262782,1.0
25.0,444.3395257331058,53.320743087972694,12.894965268147091,1.0
30.0,400.98431912590945,48.118118295109134,16.30086646454804,1.1905300519021247
35.0,361.14770781435595,43.33772493772271,17.713276773033453,1.4446922679720926
40.0,324.614594183462,38.953751302015434,19.530677001146085,1.6854985178866617
45.0,291.1666657321946,34.93999988786335,28.85448456291779,1.9091482173309884
50.0,260.5877389829559,31.270528677954708,26.554461389438917,2.1134713205521063
55.0,232.66748296629652,27.92009795595558,29.21048650099696,2.297475901071349
60.0,207.2039241870973,24.864470902451675,26.464285497701965,2.4610071154480977
65.0,184.00504024164943,22.08060482899793,34.34361561897537,2.604491585653374
70.0,162.8896796595383,19.546761559144596,35.63133580511044,2.7287469401682967
75.0,143.6879891854207,17.24255870225048,39.00586210766764,2.8348409364325557
80.0,126.2414863032338,15.148978356388055,36.077095476709474,2.9239881899341387
85.0,110.40288093343712,13.248345712012453,41.55896554514011,2.9974753062967214
90.0,96.03572460263341,11.52428695231601,40.52308795010638,3.0566074497605187
95.0,83.01394542700992,9.96167345124119,40.64331155343007,3.1026709538726314
100.0,71.22131305095712,8.546557566114855,43.07174633328444,3.136907928605599
105.0,60.550863265106656,7.266103591812798,38.83135176441769,3.1604997017655863
110.0,50.904308373693354,6.108517004843202,38.50369625621474,3.1745568245476874
115.0,42.191447708682524,5.0629737250419025,48.58434447502672,3.1801138086817278
120.0,34.32959075738781,4.119550890886537,42.08628508154378,3.1781272873401236
125.0,27.243000521284362,3.2691600625541235,39.31031208362933,3.16947654504317
130.0,20.862362608545908,2.503483513025509,45.55073810232643,3.154965726471102
135.0,15.124282666144822,1.8149139199373785,43.3367003061485,3.135327117991947
140.0,9.970814066914423,1.1964976880297307,39.22184539786267,3.1112251180961517
145.0,5.349016449843181,1.0,46.12425424317759,3.083260582196338
150.0,1.2105445368604872,1.0,43.98940997225477,3.0519753301308055
155.0,-2.4887335864972444,1.0,41.61276140170045,3.017856663978178
160.0,-5.789089324450366,1.0,40.93007655347223,2.9813417824700075
165.0,-8.72725953350065,1.0,41.66098844811813,2.942822027264451
170.0,-11.33674688648848,1.0,35.57569616182523,2.902646913170929
175.0,-13.648096216559864,1.0,38.06522018664613,2.8611279156752243
180.0,-15.689148453503853,1.0,33.562479922410134,2.8185420031036026
185.0,-17.485273721253535,1.0,39.413896061798994,2.775134910759109
190.0,-19.059585099436124,1.0,41.590776304073,2.7311241604614125
195.0,-20.433134539949517,1.0,38.68888837214309,2.6867018349292597
200.0,-21.62509228757472,1.0,36.199201597183375,2.6420371176433
205.0,-22.652911134466287,1.0,36.910210028108054,2.597278612927116
210.0,-23.532476723156112,1.0,36.022816074045686,2.552556459555501
215.0,-24.278245087432058,1.0,34.65709592179202,2.5079842543970887
220.0,-24.90336790714365,1.0,30.36711453011406,2.4636607920420732
225.0,-25.419808223561517,1.0,32.969857990437326,2.4196716593483454
230.0,-25.838444883537424,1.0,32.61925166298338,2.376090661844624
235.0,-26.169168723695954,1.0,32.899965540766885,2.332981125102124
240.0,-26.420970249058136,1.0,31.40679726410751,2.2903970688644306
245.0,-26.60201977297809,1.0,27.05158214590882,2.2483842688077997
250.0,-26.719740600044776,1.0,30.625972936815902,2.206981214487732
255.0,-26.780875885837734,1.0,30.172194268635845,2.1662199749514497
260.0,-26.79154967903951,1.0,24.655635976402987,2.126126977824055
265.0,-26.757322648656373,1.0,30.254516777248405,2.086723711270177
270.0,-26.68324293891697,1.0,29.449060049930296,2.0480273547542978
275.0,-26.573892567138646,1.0,30.08278652031485,2.010051345127295
280.0,-26.433429814582357,1.0,24.95280837328436,1.9728058842177105
285.0,-26.265627841645692,1.0,25.585596006282238,1.9362983915416145
290.0,-26.073909806289436,1.0,25.965840111720496,1.9005339061837028
295.0,-25.861380922886678,1.0,23.87977941052627,1.865515443530641
300.0,-25.630857623092286,1.0,27.1776798415093,1.831244309222351
305.0,-25.384894061707744,1.0,23.289355596310905,1.7977203736453884
310.0,-25.125806194994865,1.0,22.363027691496775,1.7649423096857852
315.0,-24.855693634289754,1.0,22.62977478340596,1.732907797210664
320.0,-24.576459446369608,1.0,21.969963650907214,1.7016136958151946
325.0,-24.289828077958518,1.0,19.4761567620753,1.6710561890342641
330.0,-23.997361554103147,1.0,23.52026579819248,1.641230902069312
335.0,-23.700474150122304,1.0,22.054765345374587,1.612132996226092
340.0,-23.40044553719442,1.0,20.89510836066928,1.583757240311462
345.0,-23.098432677667354,1.0,19.304976897271047,1.5560980637093338
350.0,-22.79548053662126,1.0,20.092567223875783,1.5291495926120682
355.0,-22.492531686374186,1.0,19.020896092599934,1.5029056711427426
360.0,-22.190434955689458,1.0,21.873139958152773,1.4773598705227011
365.0,-21.889953202258155,1.0,18.90012171863571,1.4525054881262993
370.0,-21.591770299622464,1.0,18.095254795374526,1.4283355386886492
375.0,-21.296497432396126,1.0,20.252987698786185,1.4048427397945504
380.0,-21.00467877222287,1.0,15.14956102474681,1.3820194935498995
385.0,-20.716796608248032,1.0,18.39038599660414,1.3598578661729925
390.0,-20.433275999481054,1.0,17.979933810414966,1.3383495671469026
395.0,-20.15448900711861,1.0,16.851617585416722,1.3174859292458418
