x1,x2,x3,x4,x5,x6,x7
0.00435409,0.0330916,0.587705,0.0179793,51.0,41.0,356.134
0.00370841,0.0350033,0.970068,0.0262339,51.0,41.0,245.019
0.00626603,0.00612823,0.209723,0.00979883,51.0,41.0,642.166
0.00731802,0.00682176,0.243591,0.0105996,51.0,41.0,605.667
0.00763007,0.0256855,0.953588,0.0096831,51.0,41.0,658.381
0.00395634,0.0188865,0.707117,0.0248346,51.0,41.0,259.29
0.0113352,0.00516259,0.508058,0.00969964,51.0,41.0,673.624
0.00563208,0.0377047,0.847165,0.0108794,51.0,41.0,576.527
0.00577739,0.0399547,0.854759,0.0112244,51.0,41.0,569.337
0.0136048,0.00133609,0.395387,0.0160346,51.0,41.0,433.523
0.00846218,0.00559417,0.837464,0.511751,51.0,41.0,13.009
0.0128685,0.00329041,0.842915,0.583725,51.0,41.0,12.3934
0.0106762,0.00279443,0.909589,0.170116,51.0,41.0,41.784
0.01027,0.00432493,0.886857,0.15713,51.0,41.0,42.3088
0.00171833,0.0306181,0.880938,0.0991277,51.0,41.0,68.2131
0.0101182,0.0100208,0.419386,0.00660733,51.0,41.0,978.446
0.014193,0.00196986,0.869957,0.0300826,51.0,41.0,234.815
0.0041187,0.531266,0.42317,0.0134707,51.0,41.0,470.411
0.0053941,0.183615,0.799608,0.0105759,51.0,41.0,595.169
0.00423018,0.00747161,0.547268,0.0945461,51.0,41.0,70.0971
0.00148651,0.0406756,0.805298,0.249956,51.0,41.0,28.2911
0.00286224,0.257154,0.628762,0.0198142,51.0,41.0,319.67
0.0119003,0.0029126,0.547578,0.0100082,51.0,41.0,656.355
0.00162033,0.0436218,0.364107,0.090426,51.0,41.0,71.4532
0.0193539,0.00202833,0.84075,0.00687015,51.0,41.0,1038.97
0.00666418,0.00391998,0.415381,0.0479682,51.0,41.0,135.832
0.0134373,0.00744949,0.90199,0.00783933,51.0,41.0,818.528
0.00756283,0.0069334,0.883693,0.0194315,51.0,41.0,328.968
0.008445,0.0164943,0.785985,0.00924231,51.0,41.0,676.056
0.00777177,0.018296,0.828613,0.00938145,51.0,41.0,680.628
0.00188302,0.100758,0.813002,0.0578222,51.0,41.0,110.662
0.0017392,0.0920062,0.865898,0.051541,51.0,41.0,127.815
0.00192814,0.141257,0.675759,0.036912,51.0,41.0,171.969
0.00198157,0.0742096,0.510301,0.0494428,51.0,41.0,130.661
0.0129606,0.00160686,0.430193,0.0112655,51.0,41.0,609.517
0.00477798,0.0471408,0.857936,0.0131127,51.0,41.0,467.037
0.00686454,0.490469,0.708261,0.00732523,51.0,41.0,846.341
0.00284545,0.217148,0.255102,0.0187645,51.0,41.0,337.726
0.0224376,0.00129043,0.891942,0.0563133,51.0,41.0,133.855
0.0080307,0.00323748,0.787032,0.0280737,51.0,41.0,242.475
0.00810255,0.00330155,0.789231,0.0280194,51.0,41.0,242.409
0.00900627,0.00714611,0.788408,0.0287219,51.0,41.0,225.808
0.0120871,0.00240825,0.535478,0.0194708,51.0,41.0,350.306
0.00323633,0.246534,0.852184,0.0185175,51.0,41.0,335.923
0.00190433,0.0204728,0.646396,0.172419,51.0,41.0,39.6655
0.0135789,0.00232256,0.809285,0.0560694,51.0,41.0,122.054
0.0129288,0.00273991,0.846182,0.0133076,51.0,41.0,518.266
0.0064258,0.0354474,0.392701,0.00862804,51.0,41.0,730.107
0.0144664,0.00243599,0.869066,0.0242291,51.0,41.0,288.254
0.0105322,0.00164803,0.465807,0.0214493,51.0,41.0,318.098
0.00330871,0.0136553,0.509349,0.0306281,51.0,41.0,209.314
0.0164578,0.00232057,0.433769,0.00835707,51.0,41.0,791.08
0.00660594,0.00472418,0.699296,0.0308892,51.0,41.0,215.357
0.0177382,0.0018512,0.872384,0.0358911,51.0,41.0,198.172
0.00568673,0.00991164,0.75846,0.0374931,51.0,41.0,172.565
0.00143741,0.0264741,0.606013,0.862451,51.0,41.0,9.29639
0.00144073,0.027095,0.616006,0.866829,51.0,41.0,9.12515
0.00151814,0.309762,0.591256,0.04273,51.0,41.0,147.21
0.00148847,0.312253,0.596485,0.0418178,51.0,41.0,153.136
0.00157586,0.339098,0.589506,0.046119,51.0,41.0,138.915
0.00892979,0.0126242,0.73051,0.00791182,51.0,41.0,798.227
0.00308881,0.0154026,0.484183,0.0567854,51.0,41.0,112.605
0.00245235,0.61569,0.93125,0.0238065,51.0,41.0,261.256
0.00134344,0.0129189,0.279839,0.185448,51.0,41.0,44.8334
0.00175797,0.0291379,0.240449,0.172557,51.0,41.0,38.9134
0.00124399,0.0122333,0.162786,0.0608126,51.0,41.0,710.41
0.00132942,0.116715,0.155156,0.0531858,51.0,41.0,322.346
0.00130721,0.954251,0.429067,0.0472493,51.0,41.0,1012.62
0.00128538,0.771185,0.162558,0.0591086,51.0,41.0,545.377
0.00129025,0.198046,0.733831,0.0506066,51.0,41.0,656.761
0.00124954,0.981446,0.727382,0.0573201,51.0,41.0,444.219
0.0012771,0.0190988,0.0977921,0.0566752,51.0,41.0,773.661
0.0013001,0.986064,0.0627677,0.0532303,51.0,41.0,533.78
0.00129106,0.0182299,0.90379,0.0618356,51.0,41.0,332.893
0.00129272,0.056799,0.934529,0.0767468,51.0,41.0,126.616
0.00126271,0.0314392,0.911393,0.077686,51.0,41.0,160.561
0.00131175,0.0452475,0.959057,0.0653591,51.0,41.0,171.36
0.00127901,0.835184,0.041306,0.0513975,51.0,41.0,352.661
0.00130078,0.357598,0.692106,0.0478778,51.0,41.0,892.442
0.00130518,0.0880375,0.442477,0.0578738,51.0,41.0,1039.7
0.00127509,0.955762,0.0815076,0.0536297,51.0,41.0,201.763
0.00126471,0.399006,0.405414,0.0554559,51.0,41.0,1054.91
0.00130006,0.945661,0.422732,0.0553112,51.0,41.0,253.419
0.00127452,0.919553,0.0111157,0.0543089,51.0,41.0,826.162
0.00130715,0.0946308,0.228405,0.0550064,51.0,41.0,442.24
0.00128304,0.530806,0.286936,0.0570904,51.0,41.0,736.679
0.00128886,0.681939,0.562361,0.0554828,51.0,41.0,289.861
0.00132342,0.23928,0.307584,0.0502426,51.0,41.0,255.958
0.00128947,0.583657,0.583146,0.0516315,51.0,41.0,1042.78
0.00131344,0.412632,0.704202,0.0536531,51.0,41.0,321.384
0.0013525,0.675193,0.824277,0.0491893,51.0,41.0,760.639
0.00129298,0.0640612,0.992935,0.0632723,51.0,41.0,674.14
0.00134924,0.479788,0.819108,0.0539342,51.0,41.0,366.362
0.00130497,0.178383,0.487713,0.0603253,51.0,41.0,283.142
0.00120678,0.654156,0.386998,0.067532,51.0,41.0,102.427
0.00133114,0.65149,0.390911,0.0627559,51.0,41.0,98.5059
0.00909985,0.00523821,0.953159,0.0242912,51.0,41.0,272.097
0.0136928,0.00405255,0.778765,0.00885029,51.0,41.0,748.108
0.0115094,0.0041686,0.847382,0.0136544,51.0,41.0,487.357
0.00448872,0.0248377,0.708374,0.0187798,51.0,41.0,340.886
0.00173319,0.0507882,0.585033,0.0590421,51.0,41.0,109.797
0.00206708,0.119463,0.738538,0.035248,51.0,41.0,179.801
0.00313221,0.0883694,0.315292,0.0199591,51.0,41.0,321.225
0.0079773,0.0111836,0.889871,0.0115828,51.0,41.0,551.397
0.01439,0.0033073,0.827728,0.0101854,51.0,41.0,656.533
0.0276366,0.000887847,0.893902,0.00973727,51.0,41.0,853.792
0.00387,0.0547167,0.969282,0.0187658,51.0,41.0,327.063
0.0015391,0.0401754,0.348735,0.0708865,51.0,41.0,97.1847
0.00220619,0.0235383,0.752749,0.173679,51.0,41.0,38.4395
0.00367839,0.219059,0.161606,0.0142452,51.0,41.0,439.775
0.0165111,0.00245672,0.986805,0.0114013,51.0,41.0,598.955
0.00253051,0.252636,0.919603,0.0260418,51.0,41.0,249.57
0.0066913,0.0118575,0.239668,0.00972871,51.0,41.0,656.882
0.00681598,0.00931572,0.926179,0.0207406,51.0,41.0,320.506
0.00869148,0.00258473,0.473261,0.0256704,51.0,41.0,258.245
0.00769499,0.00928376,0.882002,0.0168795,51.0,41.0,383.972
0.00709748,0.00652055,0.795346,0.0186297,51.0,41.0,349.298
0.00751729,0.0129225,0.826634,0.0126604,51.0,41.0,500.794
0.00741262,0.0094459,0.90595,0.0148453,51.0,41.0,440.492
0.00619804,0.0234114,0.963081,0.0136799,51.0,41.0,471.006
0.0116166,0.00353892,0.518227,0.0113217,51.0,41.0,575.503
0.00846223,0.010178,0.882146,0.0119908,51.0,41.0,543.242
0.00917107,0.00374965,0.826792,0.115811,51.0,41.0,58.2381
0.00451173,0.797419,0.380987,0.0114448,51.0,41.0,547.218
0.00299212,0.528556,0.370688,0.018074,51.0,41.0,349.477
0.00819413,0.0312734,0.528809,0.00748091,51.0,41.0,840.981
0.00901508,0.00317234,0.540614,0.21504,51.0,41.0,31.5756
0.00605513,0.00413639,0.53111,0.0717417,51.0,41.0,91.4867
0.0172618,0.00154113,0.779988,0.434176,51.0,41.0,17.4081
0.0182407,0.00154321,0.793215,0.427388,51.0,41.0,17.3841
0.0272919,0.000773035,0.803165,0.40192,51.0,41.0,21.3418
0.0191657,0.000956407,0.403293,0.235359,51.0,41.0,31.1426
0.00980683,0.00247899,0.388558,0.389036,51.0,41.0,17.6344
0.0102556,0.00264433,0.745147,0.158301,51.0,41.0,43.4553
0.00781672,0.0128027,0.885692,0.0109785,51.0,41.0,575.613
0.00266014,0.0696158,0.753276,0.0269542,51.0,41.0,230.513
0.0168521,0.00144074,0.652078,0.0139744,51.0,41.0,511.724
0.00191651,0.0502552,0.766062,0.0540056,51.0,41.0,118.7
0.00244028,0.04516,0.58358,0.0334235,51.0,41.0,192.676
0.00921058,0.00312114,0.471669,0.0169735,51.0,41.0,385.549
0.0111955,0.0033452,0.749532,0.0176875,51.0,41.0,374.446
0.00805111,0.0105669,0.834503,0.0111149,51.0,41.0,587.734
0.00702443,0.0194774,0.339262,0.00839634,51.0,41.0,760.392
0.00176649,0.0198151,0.624533,0.290072,51.0,41.0,24.7861
0.00166984,0.0244044,0.59233,0.706223,51.0,41.0,10.0426
0.00401358,0.266422,0.686614,0.0149098,51.0,41.0,434.025
0.00503386,0.0102302,0.742703,0.0299729,51.0,41.0,210.962
0.00406427,0.0472859,0.574194,0.016275,51.0,41.0,384.224
0.00967378,0.00258945,0.746918,0.0445307,51.0,41.0,154.834
0.00575022,0.00295134,0.37532,0.0931484,51.0,41.0,71.3336
0.01654,0.00153216,0.622365,0.290402,51.0,41.0,24.9711
0.00427086,0.029327,0.664675,0.0179951,51.0,41.0,353.52
0.00232066,0.144227,0.651636,0.0296886,51.0,41.0,215.015
0.00236693,0.0405712,0.667459,0.0423704,51.0,41.0,150.509
0.00226895,0.0320261,0.751104,0.0812249,51.0,41.0,80.8027
0.0201209,0.00154971,0.837142,0.0110947,51.0,41.0,657.639
0.0142478,0.00287629,0.816758,0.0121349,51.0,41.0,569.924
0.00593983,0.0230012,0.442659,0.0104196,51.0,41.0,623.398
0.00535946,0.124456,0.65506,0.00962902,51.0,41.0,629.91
0.00666638,0.337441,0.722711,0.00888322,51.0,41.0,732.265
0.00843564,0.560071,0.698792,0.00640271,51.0,41.0,961.514
0.0033075,0.0142742,0.90327,0.0573449,51.0,41.0,111.224
0.00250588,0.134642,0.76384,0.029866,51.0,41.0,210.214
0.00198399,0.354345,0.778648,0.0299876,51.0,41.0,203.825
0.00339059,0.0154137,0.406765,0.0295768,51.0,41.0,216.177
0.00173439,0.0500428,0.127287,0.0441521,51.0,41.0,143.086
0.00262564,0.0278078,0.657253,0.0458809,51.0,41.0,142.188
0.0146209,0.00263411,0.434607,0.00691454,51.0,41.0,941.581
0.0124946,0.00118816,0.349416,0.0383732,51.0,41.0,174.734
0.00884668,0.00473149,0.876653,0.113213,51.0,41.0,58.1214
0.00889432,0.00560302,0.578308,0.893368,51.0,41.0,7.49555
0.0110564,0.00226114,0.575052,0.22181,51.0,41.0,30.6894
0.00809596,0.107769,0.601232,0.00679348,51.0,41.0,928.194
0.00241182,0.577071,0.726923,0.0267475,51.0,41.0,239.458
0.00263152,0.182342,0.370514,0.0217245,51.0,41.0,286.767
0.0040685,0.0373707,0.977886,0.0226001,51.0,41.0,284.279
0.0079066,0.015739,0.895295,0.0107428,51.0,41.0,600.539
0.0093496,0.00291536,0.658119,0.0472567,51.0,41.0,140.836
0.00526899,0.0108081,0.680346,0.0233315,51.0,41.0,273.756
0.00387519,0.0268005,0.587993,0.0242346,51.0,41.0,264.161
0.00234128,0.0562001,0.95638,0.0469686,51.0,41.0,138.335
0.00185532,0.017428,0.463952,0.15208,51.0,41.0,44.5433
