x1,x2,x3,x4,x5
0.0103491,0.00709867,51.3662,40.279,0.000477836
0.0104129,0.00671627,51.3678,40.8197,0.000454867
0.0122645,0.00728065,51.2169,41.0819,0.000435705
0.0128977,0.00512924,51.0863,41.1808,0.000386736
0.00947628,0.00711386,51.3573,39.3346,0.000510295
0.010241,0.00750404,51.2488,40.8881,0.000483641
0.0125064,0.00570019,51.2028,41.1324,0.000400508
0.0105568,0.00832893,51.0952,41.8226,0.00048643
0.0100496,0.00615516,51.4351,38.9757,0.000466095
0.0104103,0.00585501,51.5034,39.1825,0.000461135
0.0107754,0.00622517,51.491,39.1761,0.000458063
0.0115677,0.00708073,50.9933,42.8031,0.000428326
0.0115869,0.00663985,50.987,41.977,0.000425584
0.012515,0.00550578,51.3609,40.7243,0.000402997
0.0124664,0.00554829,51.4058,40.2701,0.000408061
0.0117548,0.00551664,51.3637,40.4903,0.000416754
0.0125309,0.00597382,51.2986,40.6716,0.000412958
0.0125161,0.00581227,51.2186,40.7931,0.000404758
0.0123515,0.00542804,51.2435,41.1896,0.000395834
0.0109545,0.00690492,51.3683,39.8535,0.000464089
0.0103316,0.00649998,51.23,39.6274,0.000472019
0.0117598,0.00732344,51.1809,41.6449,0.000442738
0.0114893,0.00559941,51.3427,40.295,0.000421141
0.0128838,0.00667331,51.4727,40.3715,0.000422648
0.0113238,0.00626152,51.4639,40.2537,0.000435796
0.0124693,0.00599076,51.0796,41.7572,0.000402386
0.0114364,0.0060372,51.2755,40.408,0.000430345
0.0113833,0.00598373,51.2775,40.1931,0.000430981
0.0114861,0.00556957,51.4544,40.0662,0.000421807
0.0113583,0.00574103,51.3718,39.9439,0.000427683
0.0124508,0.00635406,51.5188,40.4874,0.000416211
0.0120663,0.00605846,51.2319,40.7369,0.000416389
0.0103964,0.00725318,51.3101,40.6115,0.000474328
0.0104956,0.00661798,51.4031,40.6238,0.000458929
0.0113394,0.00616849,51.1332,40.8186,0.000431204
0.0113198,0.00618092,51.1894,41.0514,0.000431276
0.0123088,0.00580203,51.3598,39.9584,0.000411593
0.0112941,0.00581804,51.3063,40.1246,0.000430497
0.0108532,0.00786822,51.1899,41.5851,0.000472454
0.0111401,0.00630055,51.2644,40.6386,0.000439447
0.0124668,0.00619748,51.1181,41.5119,0.000411071
0.0142424,0.00505051,51.1006,42.3727,0.000362184
0.0139214,0.00531914,51.1308,42.0626,0.000372708
0.0142257,0.00448108,50.9812,41.95,0.000360218
0.0107166,0.00775474,51.2627,40.6975,0.000481972
0.00999605,0.00786206,51.3188,40.6029,0.000495511
0.0139877,0.00496909,51.1822,41.5774,0.000369456
0.0155973,0.0033006,50.9967,42.3656,0.000326537
0.0125382,0.00692798,51.2849,41.4061,0.000421141
0.012956,0.00664285,51.3435,40.2461,0.000421616
0.0120501,0.00643132,51.3595,41.0976,0.000423467
0.0109569,0.00662013,51.1578,41.0681,0.000442336
0.0123225,0.00651528,51.2874,41.0389,0.000422811
0.0118844,0.00587959,51.3468,40.149,0.000425175
0.010865,0.00626196,51.3358,40.3012,0.000445606
0.0115974,0.00668813,51.215,41.5454,0.000427782
0.00941773,0.00656073,51.5469,39.2043,0.000490467
0.0115925,0.00677572,51.0773,41.9041,0.000437134
0.0121404,0.0066436,51.0366,41.8911,0.000425148
0.013632,0.00659375,51.129,42.3432,0.000394154
0.0113457,0.00599749,50.9147,42.1914,0.000420433
0.0132154,0.00796529,51.1972,42.0075,0.000420899
0.0125171,0.00792143,51.242,41.9978,0.000438011
0.0119629,0.0056608,51.0619,41.1715,0.000412211
0.0112016,0.00613381,51.0154,41.4338,0.000426805
0.0123595,0.00633217,51.4389,40.4673,0.000416283
0.0124712,0.00631802,51.4788,40.722,0.000411426
0.0111188,0.00636742,51.3224,40.348,0.000446333
0.0109941,0.00634165,51.3182,40.3949,0.000439404
0.00958555,0.0067448,51.3595,40.0847,0.000491191
0.0125428,0.00675845,51.2697,42.1066,0.000411218
0.0131099,0.00704843,51.1206,41.7645,0.000412166
0.012228,0.00702079,51.1065,41.9246,0.000423924
0.0123447,0.00490876,51.1856,41.0149,0.000389556
0.0126544,0.00557144,51.0871,41.7095,0.000391804
0.013603,0.00498606,51.2476,41.7787,0.000375089
0.0135936,0.00504688,51.1025,41.3031,0.00037869
0.0111948,0.00690223,51.3139,39.7997,0.000454355
0.0108664,0.00665581,51.4652,39.5236,0.000460318
0.0103012,0.00616189,51.4258,39.7877,0.000459198
0.00964194,0.00756856,51.4464,39.8995,0.000506712
0.0105407,0.00711028,51.2529,40.5644,0.000471588
0.0099059,0.00669844,51.5019,39.0666,0.000490056
0.0106696,0.00714545,51.5643,39.2066,0.000476033
0.00966147,0.00671665,51.5942,39.0473,0.000492402
0.0100966,0.00680164,51.4603,38.7335,0.000492483
0.00990857,0.00683211,51.4607,38.404,0.000496034
0.00948046,0.00697144,51.5375,38.961,0.000511828
0.0136839,0.00620153,51.0129,43.0301,0.000383136
0.0097762,0.00624305,51.4482,39.7903,0.000477817
0.0107759,0.00668159,51.5326,39.0633,0.000467163
0.0109709,0.00722959,51.1087,41.5251,0.000452945
0.01096,0.00734927,51.2986,40.6332,0.000467098
0.0105837,0.00665466,51.2552,40.3961,0.000463938
0.0115311,0.00587319,51.147,40.773,0.000420223
0.0104137,0.00731622,51.4299,39.8228,0.000480677
0.0100467,0.00792167,51.543,40.3317,0.000502113
0.00913595,0.00743434,51.5544,40.5525,0.000514672
0.0108662,0.00721177,51.4087,39.9551,0.000478227
0.0110168,0.00712829,51.4078,39.9679,0.000465458
0.0115935,0.00552054,51.3612,40.5864,0.000419427
0.0096492,0.00745144,51.4301,39.6416,0.000513048
0.010588,0.00624224,51.4233,40.2099,0.000456137
0.010039,0.00699764,51.2488,40.0604,0.000482292
0.0111083,0.00774763,51.2549,41.7291,0.000460506
0.0102968,0.00672263,51.3325,39.6118,0.00047001
0.0116779,0.00639153,51.3262,41.1393,0.000422128
0.0162925,0.00460081,50.9219,43.2068,0.000330286
0.0112474,0.0066675,51.3794,40.2466,0.000450181
0.0102186,0.00737849,51.5171,39.6151,0.000490421
0.00892786,0.00797805,51.3504,39.6185,0.000549592
0.00988447,0.00688586,51.7616,38.1917,0.000495131
0.00947542,0.00663102,51.7383,38.2119,0.000504391
0.0089644,0.00729286,51.6016,38.4487,0.000535672
0.00998884,0.00704628,51.5709,38.6787,0.000498063
0.00964556,0.00683826,51.5461,39.2687,0.000496842
0.0100936,0.00777695,51.3416,39.7152,0.000497761
0.0120126,0.00555827,51.1409,40.866,0.000406612
0.0120501,0.0062965,51.0206,41.7221,0.000414629
0.0112405,0.00695204,51.3696,40.1728,0.000448262
0.0110527,0.00660911,51.266,40.6543,0.000451506
