x1,x2,x3,x4
0.00016817,2.48824e-6,50.1112,55.3875
0.000167993,4.49798e-6,50.0624,55.5251
0.000168699,4.5067e-6,50.0342,55.5823
0.000169109,6.58878e-7,50.0023,55.3265
0.000169599,3.03234e-7,49.999,55.31
0.000169599,3.03234e-7,49.999,55.31
0.000168401,9.68472e-7,50.0661,55.4648
0.000167728,3.06771e-7,50.088,55.6017
0.000167912,1.37288e-6,50.1259,55.5293
0.000169001,1.60985e-6,50.0944,55.6943
0.00016722,3.21326e-6,50.1242,55.539
0.000167544,2.5602e-6,50.1047,55.5324
0.000168496,1.88616e-6,50.0706,55.3963
0.000168959,1.87101e-6,50.0647,55.3992
0.000168321,3.54123e-6,50.0725,55.2409
0.000169875,3.64481e-6,50.1209,55.1743
0.000170041,3.41409e-6,50.1479,55.286
0.00016957,1.95882e-6,50.1818,55.1931
0.000170148,2.00091e-6,50.1709,55.2917
0.000170367,1.30927e-6,50.121,55.407
0.000170311,1.50693e-6,50.1342,55.3814
0.000169425,3.74778e-6,50.113,55.319
0.000169589,3.25307e-6,50.1289,55.3813
0.000168511,1.29405e-6,50.1781,55.3872
0.000168488,1.16422e-6,50.1931,55.4233
0.000168394,1.39629e-6,50.3013,55.1953
0.000168039,9.97634e-7,50.3127,55.0941
0.000168315,9.4157e-7,50.3161,54.9956
0.000168307,3.77921e-7,50.3123,54.9651
0.000168208,6.05108e-7,50.3128,54.9924
0.000168281,8.38424e-7,50.3137,54.9779
0.000168539,1.39758e-6,50.3234,54.9677
0.000168339,1.15826e-6,50.3145,54.9101
0.000168168,7.34341e-7,50.3021,54.6713
0.000168558,8.47239e-7,50.311,54.6863
0.000168942,8.24769e-7,50.3223,55.133
0.000169064,1.11375e-6,50.3265,55.0775
0.000168249,9.35416e-7,50.3206,55.0986
0.000168521,1.17574e-6,50.3105,55.0516
0.000168493,1.97255e-6,50.2971,55.1109
0.000168394,5.6736e-7,50.3021,55.1216
0.000168219,5.11966e-7,50.3096,55.1337
0.000168255,4.94351e-7,50.3049,55.112
0.000168799,1.69908e-6,50.2595,55.16
0.000168387,5.02721e-6,50.2685,54.8322
0.000167855,3.09576e-6,50.221,55.0329
0.00016874,2.75499e-6,50.2469,55.0174
0.000168375,2.87683e-6,50.2397,55.0121
0.000170104,3.2919e-6,50.2201,55.0384
0.000169859,3.69311e-6,50.1637,54.8156
0.000169929,1.00195e-6,50.1582,54.5728
0.000171024,9.56092e-7,50.0953,54.7539
0.000171159,6.62336e-7,50.1021,54.7618
0.000171424,5.78162e-7,50.0888,54.7481
0.000171395,1.02601e-6,50.0885,54.7587
0.000171449,1.99514e-6,50.1132,54.6361
0.000170817,1.8613e-6,50.0812,54.4928
0.000170451,1.83126e-6,50.0972,54.5185
0.000169918,1.66627e-6,50.0916,54.5691
0.000169291,9.50408e-7,50.1061,54.5209
0.000169633,1.31918e-6,50.0984,54.584
0.000167406,8.34419e-7,50.0413,55.0218
0.000167343,9.28715e-7,50.0357,55.0153
0.000167649,2.55498e-7,50.0358,55.0129
0.000167649,2.55498e-7,50.0358,55.0129
0.000167697,3.5498e-7,50.0287,55.0232
0.000167432,7.64117e-7,50.0195,55.0512
0.000167388,1.01499e-6,50.0379,54.978
0.00016748,4.62427e-7,50.0537,54.9758
0.000167468,5.9289e-7,50.0611,55.0009
0.000167685,8.90405e-7,50.077,55.1629
0.000168221,6.9317e-7,50.1223,55.1604
0.000167507,7.95344e-7,50.1129,55.1803
0.000167993,1.99843e-6,50.1357,55.6137
0.000167919,2.58992e-6,50.1372,55.3614
0.000167697,3.15677e-6,50.1383,55.414
0.000169236,3.81437e-6,50.0953,55.6086
0.000168554,4.23048e-6,50.0837,55.6096
0.000167796,2.22785e-6,50.0643,55.562
0.00016794,2.32264e-6,50.0794,55.5809
0.000169413,2.16642e-6,50.0189,55.456
0.000169127,2.25335e-6,50.0075,55.4201
0.000169235,2.06921e-6,50.0092,55.4222
0.00016829,6.70861e-7,50.0096,55.5834
0.000168124,9.30685e-7,50.0143,55.6144
0.000168128,8.4634e-7,50.0044,55.6212
0.000168075,4.14665e-7,50.0156,55.6238
0.000168176,6.4105e-7,50.0138,55.6083
0.000168092,4.44068e-7,50.0187,55.6182
0.000168028,6.38664e-7,50.0203,55.6309
0.000168105,9.75737e-7,50.024,55.6382
0.000167732,1.93013e-6,50.0191,55.561
0.000167191,3.37596e-6,49.9844,55.9252
0.000166823,3.41945e-6,49.982,55.9187
0.000166811,5.09752e-6,50.0314,56.3592
0.000166933,5.63868e-6,50.0325,56.3616
0.0001667,4.76653e-6,49.9866,55.6943
0.000167497,2.90284e-6,49.9907,56.0512
0.000167358,3.97174e-6,49.968,55.9731
0.000167985,2.60791e-6,50.0008,55.8498
0.000169168,3.11604e-6,50.0918,55.0876
0.000169174,2.95722e-6,50.1006,55.0217
0.000169355,2.35614e-6,50.1082,54.9902
0.000170225,2.71771e-6,50.1218,54.9684
0.000170409,3.12353e-6,50.0333,54.902
0.000170661,3.10557e-6,50.0289,54.946
0.000171907,3.39987e-6,50.0399,54.9272
0.000170503,2.28573e-6,50.0368,54.645
0.000172064,1.27621e-6,50.1228,54.4965
0.000172561,1.94024e-6,50.1081,54.5641
0.0001716,2.65577e-6,50.0817,54.6458
0.000170713,2.93295e-6,50.0728,54.6488
0.000167313,3.54063e-6,50.2153,55.7383
0.000167593,4.36128e-7,50.2473,55.177
0.000167452,7.83892e-7,50.2377,55.1506
0.000167295,6.30501e-7,50.2405,55.1485
0.000167845,1.60729e-6,50.2432,54.8192
0.000166724,1.16987e-6,50.2857,55.018
0.000166709,1.98503e-6,50.2999,54.9875
0.000166437,1.33575e-6,50.3363,55.2615
0.000166614,1.58309e-6,50.3396,55.2421
0.000166447,2.05572e-6,50.3608,55.1791
0.000166221,7.97872e-7,50.3473,55.197
0.000166434,1.1217e-6,50.3368,55.1902
0.000166758,8.59227e-7,50.2966,55.2768
0.000168222,1.28116e-6,50.2404,55.4365
0.000168436,7.06217e-7,50.237,55.4404
0.000169843,9.49478e-8,50.2055,54.7258
0.000169843,9.49478e-8,50.2055,54.7258
0.000169843,9.49478e-8,50.2055,54.7258
0.000169843,9.49478e-8,50.2055,54.7258
0.000169843,9.49478e-8,50.2055,54.7258
0.000169843,9.49478e-8,50.2055,54.7258
0.000169843,9.49478e-8,50.2055,54.7258
0.000169756,2.428e-7,50.2096,54.7376
0.000169666,1.993e-7,50.2125,54.7033
0.000169666,1.993e-7,50.2125,54.7033
0.000170118,1.92021e-7,50.1943,54.6923
0.000170118,1.92021e-7,50.1943,54.6923
0.000170118,1.92021e-7,50.1943,54.6923
0.000170118,9.68365e-7,50.2174,54.6326
0.00017006,1.27713e-6,50.2169,54.6014
0.000170147,5.24566e-7,50.2071,54.6421
0.000169818,1.11733e-6,50.1367,54.5766
0.000169707,1.07268e-6,50.1307,54.6062
0.000170072,8.39926e-8,50.1587,54.6021
0.000170096,1.61184e-7,50.1525,54.5961
0.000169924,3.20786e-7,50.174,54.7121
0.000169924,3.20786e-7,50.174,54.7121
0.000169326,4.25047e-7,50.1885,54.7547
0.000169727,5.232e-7,50.1897,54.7682
0.000169727,5.232e-7,50.1897,54.7682
0.000169794,6.6772e-7,50.1828,54.7563
0.00016874,9.25491e-7,50.1468,54.7789
0.000168792,7.56537e-7,50.1409,54.8096
0.000168171,1.53783e-6,50.1311,54.903
0.000168243,1.54407e-6,50.1407,55.0203
0.000168309,1.71203e-6,50.1816,55.2024
0.000168546,1.68425e-6,50.1792,55.1605
0.000167928,1.40184e-6,50.2358,55.2239
0.000168758,2.38004e-6,50.2425,55.0035
0.000168215,5.58954e-7,50.2232,55.0639
0.000168134,3.40306e-7,50.2244,55.0804
0.00016824,3.23673e-7,50.2183,55.1014
0.000168165,1.28236e-7,50.2234,55.144
0.000169186,4.7633e-6,50.2161,54.9454
0.000168685,5.86791e-7,50.1631,55.2505
0.000168821,2.81611e-7,50.1541,55.2213
0.000168841,6.03458e-7,50.1468,54.8145
0.0001689,4.90688e-7,50.1112,54.8176
0.000169214,1.17866e-6,50.12,54.9171
0.000169097,2.93152e-7,50.116,54.8051
0.000168752,8.06062e-7,50.1177,54.8223
0.000169402,6.82735e-7,50.1282,54.7975
0.00016908,7.98839e-7,50.1272,54.8676
0.00016942,7.92452e-7,50.1288,54.7984
0.000169495,1.94787e-7,50.1294,54.6634
0.000169609,1.9704e-7,50.1329,54.6103
0.000169553,3.38091e-7,50.1354,54.6157
0.000170066,1.91432e-6,50.1073,54.5771
0.000170248,1.71807e-6,50.1046,54.4575
0.000171061,1.52138e-6,50.1079,54.3815
0.000169091,3.53996e-7,50.1712,54.4769
0.000170137,1.1394e-7,50.1774,54.5337
0.000170137,1.1394e-7,50.1774,54.5337
0.00016996,1.58675e-7,50.1839,54.4909
0.00016996,1.58675e-7,50.1839,54.4909
0.000169688,7.07267e-7,50.1771,54.529
0.000169883,9.95514e-7,50.1911,54.5563
0.000170012,7.51244e-7,50.1804,54.4666
0.000170726,6.09552e-7,50.1912,54.6241
0.00017049,2.35045e-6,50.2113,54.6273
0.000170316,1.62866e-6,50.2115,54.753
0.00016973,7.41251e-7,50.227,54.6741
0.000169338,1.65559e-6,50.2349,54.7511
0.000169273,7.83114e-7,50.2546,54.5836
0.000170934,1.78113e-6,50.2591,54.9801
0.000170581,2.02545e-6,50.2733,54.9594
0.00016943,1.34941e-6,50.2496,55.0126
0.000169077,9.9191e-7,50.249,54.8272
0.000169299,8.77431e-7,50.2647,54.7662
0.000169023,1.11367e-6,50.2637,54.7841
0.000169209,1.8913e-6,50.2608,55.4475
0.000166911,5.01933e-7,50.0977,55.148
0.00016678,7.44062e-7,50.0854,55.1302
0.000167714,5.83105e-7,50.1016,55.0422
0.000167839,7.46565e-7,50.095,55.0907
0.000168074,9.19366e-7,50.0905,55.1608
0.00016798,3.42869e-7,50.097,55.2226
0.000168097,4.22906e-7,50.0994,55.1588
0.000168081,7.75101e-8,50.1027,55.1486
0.000167864,9.40802e-8,50.0812,55.1739
0.000167703,2.25612e-7,50.0708,55.1401
0.000167844,1.87838e-7,50.068,55.1356
0.000168007,1.6384e-7,50.0624,55.1408
0.000168158,2.48557e-7,50.0582,55.0615
0.000168044,4.65611e-7,50.0581,55.0881
0.000167988,4.30657e-7,50.0791,55.1264
0.000167952,4.21356e-7,50.0802,55.1317
0.000168095,6.54379e-7,50.0908,55.1133
0.000168413,1.35969e-7,50.146,54.951
0.000168413,1.35969e-7,50.146,54.951
0.000168413,1.35969e-7,50.146,54.951
0.000168641,4.358e-7,50.1468,54.9285
0.000168641,4.358e-7,50.1468,54.9285
0.00016904,6.38865e-7,50.1699,54.8895
0.000168891,4.47119e-7,50.1711,54.9021
0.000168891,4.47119e-7,50.1711,54.9021
0.000168283,4.74153e-7,50.1633,55.214
0.000168283,4.74153e-7,50.1633,55.214
0.000168652,3.17145e-6,50.1324,55.0043
0.000168486,4.01722e-6,50.1254,54.935
0.000168153,7.93003e-6,50.1636,55.099
0.000168113,8.32267e-6,50.162,55.0497
0.000172246,7.07064e-6,50.0541,55.2583
0.000168705,7.21216e-6,50.1126,54.4249
0.000171433,9.5219e-6,50.1613,54.7387
0.000170477,1.07464e-5,50.2664,54.9409
0.000169777,5.86423e-6,50.1722,54.7807
0.00017079,1.22694e-6,50.2049,54.9034
0.000170043,6.11489e-7,50.0449,54.6021
0.000170039,1.69677e-6,50.0669,54.554
0.000170099,2.04818e-6,50.0641,54.5463
0.000169915,1.25096e-6,50.0696,54.5224
0.000170251,1.74449e-6,50.1125,54.54
0.000169905,1.21451e-6,50.0906,54.5677
0.000169733,5.53175e-7,50.0798,54.9264
0.00016989,1.08589e-6,50.0817,55.0826
0.000169946,8.24794e-7,50.0756,55.026
0.000169005,2.96026e-7,50.0712,55.0989
0.000168631,1.01834e-6,50.1189,55.2808
0.000168382,1.86037e-6,50.1268,55.3335
0.000168215,1.12128e-6,50.1277,55.3228
0.000168256,1.70205e-6,50.137,55.2474
0.000168135,3.37069e-6,50.1287,55.2809
0.000168403,3.30654e-6,50.1343,55.2343
0.00016779,2.66825e-6,50.1074,55.2695
0.000168175,2.4071e-6,50.1454,55.3316
0.000169212,2.50149e-6,50.0558,55.4762
0.000169035,8.54456e-7,49.9386,55.1291
0.000168925,9.27885e-7,49.9087,55.3735
0.000168937,1.32752e-6,49.9013,55.3294
0.00016919,2.45163e-6,49.8654,55.519
0.000168856,1.71249e-6,49.8575,55.6731
0.000168491,2.14699e-6,49.8909,55.7304
0.000168054,2.95234e-6,49.9438,55.2385
0.000169038,3.56439e-6,49.9849,55.2172
0.000169186,3.69397e-6,49.9639,55.1781
0.000169301,5.55402e-6,49.967,55.2233
0.000166323,9.68684e-7,50.0945,55.6958
0.000166664,1.15994e-6,50.1009,55.8432
0.000164868,3.71399e-7,50.079,55.9314
0.000165773,2.42673e-7,50.0835,56.0157
0.000165765,1.28558e-7,50.0816,56.0003
0.000165838,8.06195e-7,50.0891,56.0447
0.000166382,1.32591e-6,50.0993,55.932
0.000166314,1.93434e-6,50.1033,55.9342
0.000165945,2.4283e-6,50.1004,55.6168
0.000167131,4.41114e-6,50.0478,55.765
0.000168899,6.20449e-6,50.0759,55.7601
0.000168206,4.43742e-6,49.9491,55.6153
0.000167522,3.71689e-6,49.9869,55.7523
0.000167268,4.80354e-6,49.8094,55.8161
0.00016742,3.19841e-6,49.8381,55.7201
0.000167514,2.30763e-6,49.8492,55.7242
0.000167237,2.89958e-6,49.87,55.9569
0.0001663,2.88434e-6,49.8207,55.4974
0.000170407,5.22059e-6,50.0687,55.4424
0.000169711,4.10231e-6,50.123,55.122
0.000168039,3.7554e-6,50.1385,55.1622
0.000168149,3.56148e-6,50.1132,54.9859
0.000170107,4.41084e-6,50.1347,55.0112
0.00017099,3.51411e-6,50.0842,54.8392
0.000170494,3.27097e-6,50.0983,55.0187
0.000168982,2.9696e-6,50.003,54.5231
0.000169305,6.19148e-6,50.206,55.7626
0.000169496,6.21518e-6,50.2107,55.8034
0.000169432,6.30556e-6,50.2112,55.7846
0.000168361,4.93755e-6,50.3001,55.1464
0.000168034,4.55177e-6,50.2887,55.5397
0.000167279,6.27738e-7,50.2838,55.7046
0.000165448,3.05316e-6,50.2024,55.7314
0.000166139,2.88264e-6,50.1899,55.7678
0.000165437,1.86326e-6,50.003,55.8292
0.000164971,7.52519e-7,49.957,55.8088
0.000164719,7.85171e-7,49.961,55.8859
0.000164923,1.29477e-6,49.9553,55.9156
0.000164406,2.89496e-7,49.9911,55.767
0.000164406,2.89496e-7,49.9911,55.767
0.000164141,1.51484e-7,49.9911,55.8223
0.000164165,3.49072e-7,49.9888,55.8359
0.000164202,6.46803e-7,49.9906,55.8494
0.000164522,9.87811e-7,49.9943,55.9256
0.000164297,1.57856e-6,49.9875,55.8971
0.00016492,2.33928e-6,49.9662,55.9277
0.000166026,1.4422e-6,49.8859,56.1866
0.000167204,3.43579e-6,49.9096,55.5787
0.000167194,2.47768e-6,49.9141,55.5856
0.000167008,2.03875e-6,49.9079,55.5658
0.000167754,5.99071e-7,49.8781,55.3629
0.000167911,7.72411e-7,49.8827,55.3443
0.000167911,7.72411e-7,49.8827,55.3443
0.000168736,1.5202e-6,49.8426,55.2986
0.000168582,1.16955e-6,49.8834,55.4102
0.000168741,4.22446e-6,50.1603,55.2635
0.000168944,5.86696e-6,50.1047,55.2379
0.000168179,5.13479e-6,50.0994,55.2942
0.000167467,4.49663e-6,50.1968,55.5695
0.000168462,4.54888e-6,50.1706,55.4078
0.000169909,5.0161e-6,50.1519,55.2157
0.000170136,3.57954e-6,50.1659,55.2193
0.000169793,3.01116e-6,50.1605,55.3933
0.000165466,2.03403e-6,50.1384,55.7151
0.000166786,2.37074e-6,50.0652,56.0078
0.000166706,6.82812e-7,50.0519,55.9858
0.000166673,7.96635e-7,50.066,55.8102
0.000166405,5.2743e-7,50.062,55.8813
0.000166065,1.17687e-6,50.0847,55.8225
