,0
599,213.05231431027784
600,312.25552070173035
601,558.4728264166228
602,641.5939715851563
603,412.2311141850827
604,516.53696113106
605,381.2600180301641
606,222.51733941315254
607,507.65346612597597
608,288.7801252490731
609,343.5468787107619
610,783.1822724491526
611,251.30703399197768
612,306.8795320426976
613,681.7415235690654
614,309.55588832984483
615,384.5832632025598
616,521.036739077485
617,609.066616080085
618,337.6336287164396
619,304.22625113374573
620,530.1540432001277
621,271.74522288636007
622,426.7900967402351
623,465.47225593760555
624,534.7722531341542
625,558.4728264166228
626,296.40287948109767
627,394.72742227753
628,296.40287948109767
629,583.2221442540717
630,769.7203510358398
631,593.4258475313304
632,445.7125261954996
633,810.8157885940319
634,743.4859878538613
635,218.6820860060231
636,301.5958466271053
637,1107.7316604469315
638,234.42978487964712
639,681.7415235690654
640,320.4961076681203
641,274.1160207142163
642,298.9881212626267
643,553.6502621450787
644,441.8622138977669
645,365.0686836982116
646,769.7203510358398
647,374.69924084481755
648,693.6664049768266
649,309.55588832984483
650,387.9354110094958
651,381.2600180301641
652,419.44756976719816
653,711.9454882220613
654,457.465552610633
655,461.4515706059485
656,664.237018926823
657,558.4728264166228
658,512.0759816650416
659,384.5832632025598
660,274.1160207142163
661,198.73533681359172
662,365.0686836982116
663,796.8793819518341
664,907.5310854355431
665,352.6110088742717
666,234.42978487964712
667,553.6502621450787
668,271.74522288636007
669,337.6336287164396
670,293.83992740957973
671,320.4961076681203
672,891.9340102602004
673,226.41958992973224
674,498.92250301398354
675,326.1099716149077
676,331.82190748045645
677,394.72742227753
678,441.8622138977669
679,534.7722531341542
680,334.7151866731144
681,578.1861824803888
682,312.25552070173035
683,394.72742227753
684,412.2311141850827
685,817.875032016684
686,461.4515706059485
687,705.7996203282827
688,568.2441502488315
689,544.1295205023316
690,398.1677950993044
691,358.7859092872972
692,405.13856517713293
693,923.4006526852602
694,469.52791013697214
695,503.26908284520135
696,964.2981714333725
697,583.2221442540717
698,469.52791013697214
699,257.9435722062838
700,304.22625113374573
701,371.4612168137697
702,445.7125261954996
703,317.72542526961644
704,681.7415235690654
705,423.1029375590631
706,253.50008573570122
707,371.4612168137697
708,365.0686836982116
709,355.68509135448716
710,361.91369521392863
711,769.7203510358398
712,539.4306291154872
713,401.6380893151758
714,544.1295205023316
715,309.55588832984483
716,306.8795320426976
717,652.8174554619158
718,486.1063385127195
719,473.61883735808607
720,394.72742227753
721,516.53696113106
722,271.74522288636007
723,384.5832632025598
724,320.4961076681203
725,625.1190456338943
726,293.83992740957973
727,408.66948520079035
728,255.71220984412463
729,326.1099716149077
730,453.51390302034025
731,415.82371923211406
732,658.5025145256726
733,419.44756976719816
734,381.2600180301641
735,238.54013209136698
736,490.3414526171175
737,346.5421301152361
738,563.3373341785087
739,441.8622138977669
740,636.0547050508027
741,846.7313470237042
742,955.9763897833577
743,401.6380893151758
744,619.7218326168255
745,675.8560877534043
746,438.0450998348116
747,636.0547050508027
748,401.6380893151758
749,190.27796667405946
750,343.5468787107619
751,854.1029662639436
752,267.0647727379252
753,593.4258475313304
754,832.1782462212282
755,374.69924084481755
756,803.8174135251357
757,371.4612168137697
758,434.26089774312356
759,1098.1731127435444
760,340.5774524734411
761,384.5832632025598
762,730.7056759481326
763,381.2600180301641
764,346.5421301152361
765,328.9535741626705
766,253.50008573570122
767,481.9077407321047
768,769.7203510358398
769,317.72542526961644
770,236.47606062293815
771,647.1814153760887
772,306.8795320426976
773,328.9535741626705
774,278.9196508385417
775,553.6502621450787
776,278.9196508385417
777,346.5421301152361
778,320.4961076681203
779,260.19434015409155
780,278.9196508385417
781,352.6110088742717
782,293.83992740957973
783,377.9654262690124
784,242.72228269014843
785,346.5421301152361
786,486.1063385127195
787,251.30703399197768
788,636.0547050508027
789,525.5756529676604
790,473.61883735808607
791,298.9881212626267
792,453.51390302034025
793,352.6110088742717
794,269.39486564644807
795,625.1190456338943
796,630.5632003480091
797,525.5756529676604
798,408.66948520079035
799,1088.696984493275
800,699.7067448951027
801,394.72742227753
802,563.3373341785087
803,434.26089774312356
804,276.5074369196151
805,630.5632003480091
806,783.1822724491526
807,891.9340102602004
808,271.74522288636007
809,1060.7560401533083
810,846.7313470237042
811,328.9535741626705
812,578.1861824803888
813,670.0213987332278
814,240.62215406998834
815,371.4612168137697
816,832.1782462212282
817,453.51390302034025
818,274.1160207142163
819,328.9535741626705
820,534.7722531341542
821,405.13856517713293
822,516.53696113106
823,521.036739077485
824,869.0391067212151
825,408.66948520079035
826,190.27796667405946
827,430.50932382759606
828,293.83992740957973
829,563.3373341785087
830,630.5632003480091
831,548.8692796915468
832,288.7801252490731
833,214.91267927351268
834,191.94027607235432
835,374.69924084481755
836,503.26908284520135
837,675.8560877534043
838,368.2511113441694
839,730.7056759481326
840,198.73533681359172
841,445.7125261954996
842,817.875032016684
843,278.9196508385417
844,563.3373341785087
845,884.2361918423952
846,331.82190748045645
847,401.6380893151758
848,320.4961076681203
849,349.5634313105846
850,453.51390302034025
851,244.8406754411978
852,355.68509135448716
853,445.7125261954996
854,803.8174135251357
855,724.3980490809181
856,630.5632003480091
857,790.0011735417253
858,296.40287948109767
859,593.4258475313304
860,457.465552610633
861,255.71220984412463
862,539.4306291154872
863,426.7900967402351
864,384.5832632025598
865,384.5832632025598
866,486.1063385127195
867,198.73533681359172
868,465.47225593760555
869,1042.5279742823222
870,931.4391053556566
871,220.5914104400936
872,530.1540432001277
873,817.875032016684
874,200.4711947160186
875,271.74522288636007
876,503.26908284520135
877,326.1099716149077
878,326.1099716149077
879,568.2441502488315
880,408.66948520079035
881,203.98832906268706
882,687.6781475679288
883,314.9786316106054
884,328.9535741626705
885,434.26089774312356
886,361.91369521392863
887,352.6110088742717
888,365.0686836982116
889,1088.696984493275
890,609.066616080085
891,337.6336287164396
892,349.5634313105846
893,269.39486564644807
894,670.0213987332278
895,240.62215406998834
896,209.37956364433313
897,548.8692796915468
898,394.72742227753
899,512.0759816650416
900,769.7203510358398
901,304.22625113374573
902,278.9196508385417
903,525.5756529676604
904,568.2441502488315
905,207.56690252606103
906,207.56690252606103
907,817.875032016684
908,323.29088658713107
909,687.6781475679288
910,281.3528433668124
911,244.8406754411978
912,465.47225593760555
913,449.59632548138853
914,401.6380893151758
915,296.40287948109767
916,304.22625113374573
917,558.4728264166228
918,434.26089774312356
919,249.13289015434646
920,473.61883735808607
921,507.65346612597597
922,405.13856517713293
923,445.7125261954996
924,394.72742227753
925,323.29088658713107
926,374.69924084481755
927,283.80719697364185
928,260.19434015409155
929,583.2221442540717
930,328.9535741626705
931,365.0686836982116
932,368.2511113441694
933,264.7547694240703
934,293.83992740957973
935,394.72742227753
936,408.66948520079035
937,839.4232897042414
938,426.7900967402351
939,445.7125261954996
940,323.29088658713107
941,503.26908284520135
942,473.61883735808607
943,947.7263631525325
944,593.4258475313304
945,326.1099716149077
946,249.13289015434646
947,769.7203510358398
948,387.9354110094958
949,423.1029375590631
950,588.3019056170132
951,558.4728264166228
952,361.91369521392863
953,525.5756529676604
954,625.1190456338943
955,699.7067448951027
956,681.7415235690654
957,267.0647727379252
958,331.82190748045645
959,384.5832632025598
960,1024.612899031501
961,457.465552610633
962,226.41958992973224
963,368.2511113441694
964,907.5310854355431
965,593.4258475313304
966,507.65346612597597
967,699.7067448951027
968,490.3414526171175
969,408.66948520079035
970,630.5632003480091
971,625.1190456338943
972,384.5832632025598
973,281.3528433668124
974,276.5074369196151
975,202.2221483653411
976,769.7203510358398
977,434.26089774312356
978,401.6380893151758
979,228.39620410136902
980,304.22625113374573
981,923.4006526852602
982,394.72742227753
983,337.6336287164396
984,481.9077407321047
985,614.3711565257994
986,516.53696113106
987,558.4728264166228
988,408.66948520079035
989,609.066616080085
990,334.7151866731144
991,232.4011514111244
992,687.6781475679288
993,331.82190748045645
994,361.91369521392863
995,453.51390302034025
996,211.20798853524016
997,358.7859092872972
998,593.4258475313304
999,193.61704150069846
1000,283.80719697364185
1001,320.4961076681203
1002,465.47225593760555
1003,783.1822724491526
1004,512.0759816650416
1005,445.7125261954996
1006,334.7151866731144
1007,337.6336287164396
1008,636.0547050508027
1009,317.72542526961644
1010,558.4728264166228
1011,361.91369521392863
1012,381.2600180301641
1013,271.74522288636007
1014,915.4315119337451
1015,434.26089774312356
1016,374.69924084481755
1017,368.2511113441694
1018,286.2828957153321
1019,317.72542526961644
1020,832.1782462212282
1021,405.13856517713293
1022,398.1677950993044
1023,346.5421301152361
1024,293.83992740957973
1025,220.5914104400936
1026,521.036739077485
1027,512.0759816650416
1028,817.875032016684
1029,724.3980490809181
1030,598.5943542726928
1031,244.8406754411978
1032,507.65346612597597
1033,355.68509135448716
1034,374.69924084481755
1035,614.3711565257994
1036,301.5958466271053
1037,539.4306291154872
1038,271.74522288636007
1039,240.62215406998834
1040,355.68509135448716
1041,349.5634313105846
1042,283.80719697364185
1043,481.9077407321047
1044,441.8622138977669
1045,548.8692796915468
1046,398.1677950993044
1047,346.5421301152361
1048,530.1540432001277
1049,430.50932382759606
1050,298.9881212626267
1051,783.1822724491526
1052,381.2600180301641
1053,609.066616080085
1054,412.2311141850827
1055,743.4859878538613
1056,394.72742227753
1057,377.9654262690124
1058,530.1540432001277
1059,309.55588832984483
1060,705.7996203282827
1061,291.2990728468685
1062,293.83992740957973
1063,394.72742227753
1064,408.66948520079035
1065,271.74522288636007
1066,763.0763211109312
1067,434.26089774312356
1068,699.7067448951027
1069,283.80719697364185
1070,412.2311141850827
1071,323.29088658713107
1072,876.6047481088333
1073,652.8174554619158
1074,203.98832906268706
1075,718.1448094965622
1076,473.61883735808607
1077,371.4612168137697
1078,234.42978487964712
1079,365.0686836982116
1080,346.5421301152361
1081,218.6820860060231
1082,1156.7860006217318
1083,441.8622138977669
1084,328.9535741626705
1085,264.7547694240703
1086,269.39486564644807
1087,264.7547694240703
1088,790.0011735417253
1089,304.22625113374573
1090,544.1295205023316
1091,426.7900967402351
1092,449.59632548138853
1093,503.26908284520135
1094,371.4612168137697
1095,195.30838869607777
1096,260.19434015409155
1097,331.82190748045645
1098,306.8795320426976
1099,408.66948520079035
1100,298.9881212626267
1101,251.30703399197768
1102,326.1099716149077
1103,408.66948520079035
1104,331.82190748045645
1105,453.51390302034025
1106,257.9435722062838
1107,209.37956364433313
1108,283.80719697364185
1109,465.47225593760555
1110,291.2990728468685
1111,371.4612168137697
1112,438.0450998348116
1113,423.1029375590631
1114,730.7056759481326
1115,234.42978487964712
1116,288.7801252490731
1117,286.2828957153321
1118,328.9535741626705
1119,457.465552610633
1120,724.3980490809181
1121,763.0763211109312
1122,262.46468247488133
1123,553.6502621450787
1124,641.5939715851563
1125,583.2221442540717
1126,534.7722531341542
1127,304.22625113374573
1128,494.6134006588433
1129,314.9786316106054
1130,534.7722531341542
1131,246.97749118229933
1132,625.1190456338943
1133,412.2311141850827
1134,539.4306291154872
1135,568.2441502488315
1136,718.1448094965622
1137,419.44756976719816
1138,469.52791013697214
1139,251.30703399197768
1140,253.50008573570122
1141,291.2990728468685
1142,267.0647727379252
1143,401.6380893151758
1144,209.37956364433313
1145,257.9435722062838
1146,276.5074369196151
1147,749.9596313758399
1148,355.68509135448716
1149,301.5958466271053
1150,238.54013209136698
1151,331.82190748045645
1152,796.8793819518341
1153,598.5943542726928
1154,298.9881212626267
1155,563.3373341785087
1156,267.0647727379252
1157,249.13289015434646
1158,783.1822724491526
1159,214.91267927351268
1160,465.47225593760555
1161,494.6134006588433
1162,262.46468247488133
1163,636.0547050508027
1164,230.39000809017492
1165,469.52791013697214
1166,288.7801252490731
1167,861.5387002764215
1168,1117.3733444744723
1169,352.6110088742717
1170,469.52791013697214
1171,521.036739077485
1172,578.1861824803888
1173,346.5421301152361
1174,469.52791013697214
1175,352.6110088742717
1176,548.8692796915468
1177,419.44756976719816
1178,498.92250301398354
1179,445.7125261954996
1180,516.53696113106
1181,242.72228269014843
1182,687.6781475679288
1183,693.6664049768266
1184,412.2311141850827
1185,398.1677950993044
1186,286.2828957153321
1187,301.5958466271053
1188,264.7547694240703
1189,211.20798853524016
1190,326.1099716149077
1191,401.6380893151758
1192,323.29088658713107
1193,583.2221442540717
1194,214.91267927351268
1195,394.72742227753
1196,298.9881212626267
1197,352.6110088742717
1198,619.7218326168255
1199,271.74522288636007
1200,391.316712841969
1201,232.4011514111244
1202,232.4011514111244
1203,238.54013209136698
1204,326.1099716149077
1205,304.22625113374573
1206,251.30703399197768
1207,384.5832632025598
1208,323.29088658713107
1209,756.4895792194882
1210,947.7263631525325
1211,381.2600180301641
1212,283.80719697364185
1213,358.7859092872972
1214,438.0450998348116
1215,915.4315119337451
1216,490.3414526171175
1217,253.50008573570122
1218,598.5943542726928
1219,423.1029375590631
1220,756.4895792194882
1221,309.55588832984483
1222,293.83992740957973
1223,346.5421301152361
1224,548.8692796915468
1225,387.9354110094958
1226,412.2311141850827
1227,283.80719697364185
1228,583.2221442540717
1229,430.50932382759606
1230,783.1822724491526
1231,269.39486564644807
1232,293.83992740957973
1233,309.55588832984483
1234,434.26089774312356
1235,222.51733941315254
1236,326.1099716149077
1237,619.7218326168255
1238,355.68509135448716
1239,197.01444448911747
1240,573.1936426188092
1241,426.7900967402351
1242,494.6134006588433
1243,228.39620410136902
1244,288.7801252490731
1245,349.5634313105846
1246,705.7996203282827
1247,430.50932382759606
1248,630.5632003480091
1249,209.37956364433313
1250,718.1448094965622
1251,647.1814153760887
1252,381.2600180301641
1253,625.1190456338943
1254,749.9596313758399
1255,271.74522288636007
1256,525.5756529676604
1257,361.91369521392863
1258,371.4612168137697
1259,334.7151866731144
1260,426.7900967402351
1261,593.4258475313304
1262,670.0213987332278
1263,264.7547694240703
1264,202.2221483653411
1265,652.8174554619158
1266,449.59632548138853
1267,769.7203510358398
1268,445.7125261954996
1269,832.1782462212282
1270,242.72228269014843
1271,891.9340102602004
1272,445.7125261954996
1273,228.39620410136902
1274,675.8560877534043
1275,211.20798853524016
1276,306.8795320426976
1277,923.4006526852602
1278,681.7415235690654
1279,457.465552610633
1280,326.1099716149077
1281,368.2511113441694
1282,249.13289015434646
1283,614.3711565257994
1284,195.30838869607777
1285,401.6380893151758
1286,486.1063385127195
1287,346.5421301152361
1288,222.51733941315254
1289,426.7900967402351
1290,490.3414526171175
1291,306.8795320426976
1292,647.1814153760887
1293,578.1861824803888
1294,242.72228269014843
1295,641.5939715851563
1296,832.1782462212282
1297,718.1448094965622
1298,1015.7710497452604
1299,365.0686836982116
1300,923.4006526852602
1301,769.7203510358398
1302,251.30703399197768
1303,391.316712841969
1304,346.5421301152361
1305,445.7125261954996
1306,271.74522288636007
1307,257.9435722062838
1308,693.6664049768266
1309,539.4306291154872
1310,891.9340102602004
1311,652.8174554619158
1312,312.25552070173035
1313,226.41958992973224
1314,477.7453444004625
1315,445.7125261954996
1316,331.82190748045645
1317,249.13289015434646
1318,503.26908284520135
1319,193.61704150069846
1320,972.6923322161974
1321,498.92250301398354
1322,283.80719697364185
1323,652.8174554619158
1324,498.92250301398354
1325,494.6134006588433
1326,434.26089774312356
1327,803.8174135251357
1328,309.55588832984483
1329,449.59632548138853
1330,391.316712841969
1331,415.82371923211406
1332,699.7067448951027
1333,593.4258475313304
1334,337.6336287164396
1335,503.26908284520135
1336,293.83992740957973
1337,481.9077407321047
1338,658.5025145256726
1339,371.4612168137697
1340,358.7859092872972
1341,1015.7710497452604
1342,326.1099716149077
1343,232.4011514111244
1344,320.4961076681203
1345,234.42978487964712
1346,377.9654262690124
1347,419.44756976719816
1348,964.2981714333725
1349,352.6110088742717
1350,598.5943542726928
1351,283.80719697364185
1352,387.9354110094958
1353,312.25552070173035
1354,664.237018926823
1355,544.1295205023316
1356,512.0759816650416
1357,647.1814153760887
1358,331.82190748045645
1359,441.8622138977669
1360,461.4515706059485
1361,211.20798853524016
1362,304.22625113374573
1363,222.51733941315254
1364,641.5939715851563
1365,301.5958466271053
1366,415.82371923211406
1367,271.74522288636007
