# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = PyrCompReprFP_ID1_Try1_model
# start_datetime = 2024-08-13 07:41:39 UTC
# method = sample (Default)
#   sample
#     num_samples = 2000
#     num_warmup = 1000 (Default)
#     save_warmup = 1
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.84999999999999998
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 0.10000000000000001
#         stepsize_jitter = 0.5
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = c:\IBECPostDocDrive\2024_01_16_NCvsKR\DataProcessingInference\ComputationalBayesianOED\tmp\PyrCompReprFP_ID1_Try1_1.data.R
# init = c:\IBECPostDocDrive\2024_01_16_NCvsKR\DataProcessingInference\ComputationalBayesianOED\tmp\PyrCompReprFP_ID1_Try1_1.init.R
# random
#   seed = 1373177688 (Default)
# output
#   file = c:\IBECPostDocDrive\2024_01_16_NCvsKR\DataProcessingInference\ComputationalBayesianOED\tmp\PyrCompReprFP_ID1_Try1_samples_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,kin,kpl,ki,kr,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,inits.1,inits.2,inits.3
-10983.8,0.151988,0.00231021,2,7,1,10985.1,-2,-2,-2,-2,48,55,0,0,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0,0,15,450,12599,226
-10983.8,0,0.390038,0,1,1,10986,-2,-2,-2,-2,48,55,0,0,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0,0,15,450,12599,226
-10983.8,0,0.0325594,0,1,1,10989.3,-2,-2,-2,-2,48,55,0,0,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0,0,15,450,12599,226
-10983.8,0.208854,0.00180136,2,5,1,10988.5,-2,-2,-2,-2,48,55,0,0,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0,0,15,450,12599,226
-10949.6,0.796327,0.000237867,5,59,0,10985,-1.99174,-1.99169,-2.00053,-2.00456,48,55,2.27214e-05,0.000114232,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,-0.000249884,-6.60619e-06,15,450,12599,226
-10941.9,0.991585,9.70235e-05,4,15,0,10952.2,-1.99013,-1.99147,-2.00122,-2.00497,48,55,2.71521e-05,0.000117257,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,-0.000577443,-7.19964e-06,15,450,12599,226
-10819.6,0.906607,0.000103082,5,31,0,10945.4,-1.9799,-1.98279,-1.99784,-2.00292,48,55,5.52764e-05,0.000236576,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.00102747,-4.22734e-06,15,450,12599,226
-10814.3,0.973828,0.000162078,3,7,0,10820.1,-1.97975,-1.98235,-1.99791,-2.00273,48,55,5.56936e-05,0.000242742,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.000990935,-3.95779e-06,15,450,12599,226
-10782.4,0.970393,0.000164708,3,7,0,10815.5,-1.97838,-1.98015,-1.99812,-2.00356,48,55,5.9461e-05,0.000272911,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.000894098,-5.16392e-06,15,450,12599,226
-10770.4,0.97409,0.000214277,2,3,0,10783,-1.97762,-1.97962,-1.99833,-2.00376,48,55,6.15323e-05,0.000280213,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.000791494,-5.45397e-06,15,450,12599,226
