# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = PyrCompReprFP_OED4_Try1_model
# start_datetime = 2024-08-14 15:38:39 UTC
# method = sample (Default)
#   sample
#     num_samples = 2000
#     num_warmup = 1000 (Default)
#     save_warmup = 1
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.84999999999999998
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 0.10000000000000001
#         stepsize_jitter = 0.5
#     num_chains = 1 (Default)
# id = 3
# data
#   file = c:\IBECPostDocDrive\2024_01_16_NCvsKR\DataProcessingInference\ComputationalBayesianOED\tmp\PyrCompReprFP_OED4_Try1_3.data.R
# init = c:\IBECPostDocDrive\2024_01_16_NCvsKR\DataProcessingInference\ComputationalBayesianOED\tmp\PyrCompReprFP_OED4_Try1_3.init.R
# random
#   seed = 1488197764 (Default)
# output
#   file = c:\IBECPostDocDrive\2024_01_16_NCvsKR\DataProcessingInference\ComputationalBayesianOED\tmp\PyrCompReprFP_OED4_Try1_samples_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,kin,kpl,ki,kr,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,inits.1,inits.2,inits.3
-645.252,0.866658,0.00989805,4,15,0,646.506,0.108058,-0.684625,-0.00727855,-0.846535,48,55,0.00579716,0.0180864,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.946543,0.00167252,15,450,12599,226
-645.252,0,1.48591,0,1,1,646.875,0.108058,-0.684625,-0.00727855,-0.846535,48,55,0.00579716,0.0180864,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.946543,0.00167252,15,450,12599,226
-645.252,0,0.159214,0,1,1,645.826,0.108058,-0.684625,-0.00727855,-0.846535,48,55,0.00579716,0.0180864,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.946543,0.00167252,15,450,12599,226
-645.252,0.137587,0.0130299,2,7,0,653.088,0.108058,-0.684625,-0.00727855,-0.846535,48,55,0.00579716,0.0180864,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.946543,0.00167252,15,450,12599,226
-644.982,0.999996,0.000790264,7,159,0,645.851,0.117605,-0.677218,0.0179725,-0.806832,48,55,0.00582341,0.0181883,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.958537,0.00173009,15,450,12599,226
-645.82,0.997556,0.00102824,6,95,0,646.341,0.11873,-0.674011,0.00691102,-0.776186,48,55,0.00582651,0.0182324,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.953283,0.00177453,15,450,12599,226
-645.058,0.996559,0.00176349,3,15,0,646.693,0.117928,-0.678984,0.00941583,-0.775956,48,55,0.0058243,0.018164,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.954473,0.00177486,15,450,12599,226
-645.203,0.999016,0.0012232,5,63,0,646.494,0.127714,-0.680365,-0.000906398,-0.776721,48,55,0.00585121,0.018145,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.949569,0.00177375,15,450,12599,226
-647.77,0.945325,0.0030126,4,31,0,650.185,0.123355,-0.681165,-0.0162298,-0.773982,48,55,0.00583923,0.018134,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.942291,0.00177773,15,450,12599,226
-647.806,0.997088,0.00411987,4,23,0,651.181,0.123589,-0.671006,0.0272106,-0.832906,48,55,0.00583987,0.0182737,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.962925,0.00169229,15,450,12599,226
