# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = PyrCompReprFP_ID3_Try1_model
# start_datetime = 2024-08-14 14:28:31 UTC
# method = sample (Default)
#   sample
#     num_samples = 2000
#     num_warmup = 1000 (Default)
#     save_warmup = 1
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.84999999999999998
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 0.10000000000000001
#         stepsize_jitter = 0.5
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = c:\IBECPostDocDrive\2024_01_16_NCvsKR\DataProcessingInference\ComputationalBayesianOED\tmp\PyrCompReprFP_ID3_Try1_1.data.R
# init = c:\IBECPostDocDrive\2024_01_16_NCvsKR\DataProcessingInference\ComputationalBayesianOED\tmp\PyrCompReprFP_ID3_Try1_1.init.R
# random
#   seed = 1483990635 (Default)
# output
#   file = c:\IBECPostDocDrive\2024_01_16_NCvsKR\DataProcessingInference\ComputationalBayesianOED\tmp\PyrCompReprFP_ID3_Try1_samples_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,kin,kpl,ki,kr,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,inits.1,inits.2,inits.3
-464.498,0.270454,0.0147781,2,5,0,466.355,0.142484,-0.666613,0.129157,-0.639843,48,55,0.00589183,0.0183341,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,1.01135,0.00197223,15,450,12599,226
-464.498,0,0.2985,0,1,1,467.509,0.142484,-0.666613,0.129157,-0.639843,48,55,0.00589183,0.0183341,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,1.01135,0.00197223,15,450,12599,226
-464.498,1.29944e-66,0.0455409,1,2,1,466.711,0.142484,-0.666613,0.129157,-0.639843,48,55,0.00589183,0.0183341,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,1.01135,0.00197223,15,450,12599,226
-463.338,0.998548,0.00188518,4,31,0,465.49,0.134528,-0.657116,0.112472,-0.648725,48,55,0.00586995,0.0184646,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,1.00342,0.00195935,15,450,12599,226
-463.803,0.989391,0.00322129,4,31,0,464.714,0.166906,-0.648471,0.101183,-0.654834,48,55,0.00595899,0.0185835,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.998062,0.00195049,15,450,12599,226
-463.372,0.999366,0.00249324,4,31,0,464.096,0.150472,-0.655609,0.0929077,-0.653216,48,55,0.0059138,0.0184854,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.994131,0.00195284,15,450,12599,226
-464.45,0.992609,0.00495188,6,79,0,464.827,0.181229,-0.646369,0.180063,-0.483137,48,55,0.00599838,0.0186124,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,1.03553,0.00219945,15,450,12599,226
-463.944,0.993442,0.00357867,4,15,0,464.986,0.163723,-0.660755,0.162408,-0.488414,48,55,0.00595024,0.0184146,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,1.02714,0.0021918,15,450,12599,226
-464.95,0.827349,0.0112367,3,7,0,465.433,0.166853,-0.659261,0.194054,-0.4882,48,55,0.00595885,0.0184352,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,1.04218,0.00219211,15,450,12599,226
-465.674,0.983003,0.00440224,4,27,0,468.793,0.146001,-0.64677,0.21759,-0.509442,48,55,0.0059015,0.0186069,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,1.05336,0.00216131,15,450,12599,226
-465.722,0.999653,0.00852171,3,7,0,466.188,0.13817,-0.633191,0.217164,-0.496998,48,55,0.00587997,0.0187936,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,1.05315,0.00217935,15,450,12599,226
-465.722,0.0478819,0.018842,2,7,0,472.577,0.13817,-0.633191,0.217164,-0.496998,48,55,0.00587997,0.0187936,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,1.05315,0.00217935,15,450,12599,226
-465.014,0.999801,0.00173737,6,63,0,466.553,0.211585,-0.672177,0.127836,-0.462957,48,55,0.00608186,0.0182576,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,1.01072,0.00222871,15,450,12599,226
-463.821,0.998088,0.00218499,7,159,0,466.542,0.120414,-0.650565,0.121313,-0.702657,48,55,0.00583114,0.0185547,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,1.00762,0.00188115,15,450,12599,226
-467.86,0.962325,0.00336061,6,79,0,468.866,0.216864,-0.680781,0.183799,-0.398259,48,55,0.00609638,0.0181393,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,1.0373,0.00232252,15,450,12599,226
