# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = PyrCompReprFP_ID3_Try1_model
# start_datetime = 2024-08-14 14:28:31 UTC
# method = sample (Default)
#   sample
#     num_samples = 2000
#     num_warmup = 1000 (Default)
#     save_warmup = 1
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.84999999999999998
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 0.10000000000000001
#         stepsize_jitter = 0.5
#     num_chains = 1 (Default)
# id = 2
# data
#   file = c:\IBECPostDocDrive\2024_01_16_NCvsKR\DataProcessingInference\ComputationalBayesianOED\tmp\PyrCompReprFP_ID3_Try1_2.data.R
# init = c:\IBECPostDocDrive\2024_01_16_NCvsKR\DataProcessingInference\ComputationalBayesianOED\tmp\PyrCompReprFP_ID3_Try1_2.init.R
# random
#   seed = 1483990635 (Default)
# output
#   file = c:\IBECPostDocDrive\2024_01_16_NCvsKR\DataProcessingInference\ComputationalBayesianOED\tmp\PyrCompReprFP_ID3_Try1_samples_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,kin,kpl,ki,kr,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,inits.1,inits.2,inits.3
-465.269,0.977986,0.00632691,5,47,0,466.567,0.21627,-0.659816,0.111625,-0.518342,48,55,0.00609474,0.0184275,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,1.00302,0.0021484,15,450,12599,226
-465.269,0,1.13169,0,1,1,468.657,0.21627,-0.659816,0.111625,-0.518342,48,55,0.00609474,0.0184275,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,1.00302,0.0021484,15,450,12599,226
-465.269,0,0.114422,0,1,1,466.114,0.21627,-0.659816,0.111625,-0.518342,48,55,0.00609474,0.0184275,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,1.00302,0.0021484,15,450,12599,226
-465.46,0.934615,0.0138603,3,15,0,466.718,0.210893,-0.676869,0.105997,-0.479524,48,55,0.00607996,0.0181931,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,1.00035,0.00220469,15,450,12599,226
-465.766,0.970173,0.0148789,2,3,0,465.992,0.222046,-0.669622,0.103991,-0.479038,48,55,0.00611063,0.0182927,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.999396,0.00220539,15,450,12599,226
-465.766,0.00886308,0.0250983,1,3,0,466.87,0.222046,-0.669622,0.103991,-0.479038,48,55,0.00611063,0.0182927,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.999396,0.00220539,15,450,12599,226
-464.799,0.999863,0.00170941,7,159,0,467.605,0.199961,-0.67026,0.106205,-0.503113,48,55,0.00604989,0.0182839,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,1.00045,0.00217049,15,450,12599,226
-465.21,0.998579,0.00120811,7,207,0,467.133,0.0946643,-0.634266,0.141146,-0.694026,48,55,0.00576033,0.0187788,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,1.01704,0.00189366,15,450,12599,226
-464.103,0.999551,0.00323431,5,63,0,466.3,0.12566,-0.63474,0.145689,-0.651858,48,55,0.00584557,0.0187723,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,1.0192,0.00195481,15,450,12599,226
-463.576,0.991097,0.00342401,4,31,0,465.433,0.129985,-0.660597,0.115769,-0.653342,48,55,0.00585746,0.0184168,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,1.00499,0.00195265,15,450,12599,226
-463.364,0.922415,0.00889794,3,7,0,464.666,0.144056,-0.661127,0.108881,-0.651724,48,55,0.00589616,0.0184095,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,1.00172,0.001955,15,450,12599,226
-463.367,0.990693,0.00899335,2,7,0,463.876,0.151825,-0.656981,0.110105,-0.654987,48,55,0.00591752,0.0184665,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,1.0023,0.00195027,15,450,12599,226
-464.202,0.939689,0.00771625,4,31,0,467.996,0.179793,-0.673007,0.0956854,-0.565684,48,55,0.00599443,0.0182462,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.995451,0.00207976,15,450,12599,226
-464.083,0.830904,0.0156036,2,5,0,465.998,0.146214,-0.664082,0.122568,-0.566836,48,55,0.00590209,0.0183689,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,1.00822,0.00207809,15,450,12599,226
-463.967,0.821235,0.0120399,4,19,0,466.315,0.186743,-0.658501,0.157775,-0.490783,48,55,0.00601354,0.0184456,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,1.02494,0.00218836,15,450,12599,226
-464.128,0.841433,0.00975285,4,31,0,466.688,0.147051,-0.637779,0.151,-0.628376,48,55,0.00590439,0.0187305,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,1.02172,0.00198886,15,450,12599,226
-463.479,0.883912,0.0152876,3,7,0,464.324,0.134109,-0.657071,0.133529,-0.632592,48,55,0.0058688,0.0184653,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,1.01343,0.00198274,15,450,12599,226
