# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = PyrCompReprFP_OED4_Try1_model
# start_datetime = 2024-08-14 15:38:39 UTC
# method = sample (Default)
#   sample
#     num_samples = 2000
#     num_warmup = 1000 (Default)
#     save_warmup = 1
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.84999999999999998
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 0.10000000000000001
#         stepsize_jitter = 0.5
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = c:\IBECPostDocDrive\2024_01_16_NCvsKR\DataProcessingInference\ComputationalBayesianOED\tmp\PyrCompReprFP_OED4_Try1_1.data.R
# init = c:\IBECPostDocDrive\2024_01_16_NCvsKR\DataProcessingInference\ComputationalBayesianOED\tmp\PyrCompReprFP_OED4_Try1_1.init.R
# random
#   seed = 1488197763 (Default)
# output
#   file = c:\IBECPostDocDrive\2024_01_16_NCvsKR\DataProcessingInference\ComputationalBayesianOED\tmp\PyrCompReprFP_OED4_Try1_samples_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,kin,kpl,ki,kr,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,inits.1,inits.2,inits.3
-647.773,0.976019,0.00372059,5,47,0,651.126,0.154009,-0.696084,0.0707917,-0.602379,48,55,0.00592353,0.0179288,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.983626,0.00202655,15,450,12599,226
-647.773,0,1.61738,0,1,1,650.001,0.154009,-0.696084,0.0707917,-0.602379,48,55,0.00592353,0.0179288,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.983626,0.00202655,15,450,12599,226
-647.773,0,0.177336,0,1,1,648.509,0.154009,-0.696084,0.0707917,-0.602379,48,55,0.00592353,0.0179288,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.983626,0.00202655,15,450,12599,226
-647.773,0.00248153,0.017588,1,3,0,650.593,0.154009,-0.696084,0.0707917,-0.602379,48,55,0.00592353,0.0179288,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.983626,0.00202655,15,450,12599,226
-647.572,0.999409,0.000696014,6,127,0,651.275,0.127095,-0.660959,0.0892849,-0.651732,48,55,0.00584951,0.0184118,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.99241,0.00195499,15,450,12599,226
-647.192,0.999948,0.000944731,7,127,0,648.926,0.117713,-0.654615,0.0869693,-0.692573,48,55,0.00582371,0.018499,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.99131,0.00189577,15,450,12599,226
-646.852,0.998233,0.00121365,5,31,0,648.005,0.120819,-0.657905,0.0894557,-0.692268,48,55,0.00583225,0.0184538,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.992491,0.00189621,15,450,12599,226
-645.636,0.997444,0.00305932,4,15,0,647.329,0.133852,-0.674878,0.0583181,-0.685136,48,55,0.00586809,0.0182204,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.977701,0.00190655,15,450,12599,226
-648.065,0.960089,0.00340802,4,15,0,648.968,0.112157,-0.676609,0.0904294,-0.691712,48,55,0.00580843,0.0181966,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.992954,0.00189702,15,450,12599,226
-646.768,0.999185,0.00286288,4,15,0,648.596,0.126331,-0.656875,0.0722947,-0.701583,48,55,0.00584741,0.018468,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.98434,0.0018827,15,450,12599,226
-647.887,0.93626,0.00550861,3,7,0,648.2,0.118895,-0.676881,0.084416,-0.706986,48,55,0.00582696,0.0181929,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.990098,0.00187487,15,450,12599,226
-647.331,0.808333,0.0131643,3,15,0,648.538,0.111012,-0.657671,0.0879241,-0.738342,48,55,0.00580528,0.018457,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.991764,0.0018294,15,450,12599,226
-646.185,0.975501,0.00730158,3,7,0,648.546,0.102319,-0.676693,0.0500977,-0.742472,48,55,0.00578138,0.0181955,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.973796,0.00182342,15,450,12599,226
-646.55,0.337637,0.0179565,1,3,0,647.697,0.109301,-0.654672,0.0733657,-0.736243,48,55,0.00580058,0.0184983,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.984849,0.00183245,15,450,12599,226
-645.624,0.961682,0.00342641,4,23,0,648.517,0.132458,-0.691333,0.0314726,-0.741543,48,55,0.00586426,0.0179942,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.96495,0.00182476,15,450,12599,226
-645.832,0.99545,0.00462038,4,23,0,646.439,0.145489,-0.681445,0.00585973,-0.736352,48,55,0.0059001,0.0181301,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.952783,0.00183229,15,450,12599,226
-645.987,0.99026,0.00335271,4,23,0,647.301,0.153681,-0.678632,0.0111277,-0.747854,48,55,0.00592262,0.0181688,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.955286,0.00181561,15,450,12599,226
-647.774,0.960392,0.00900782,4,31,0,650.168,0.150374,-0.691127,-0.0422759,-0.857906,48,55,0.00591353,0.017997,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.929919,0.00165604,15,450,12599,226
-647.774,0.0311526,0.0213914,1,3,0,647.967,0.150374,-0.691127,-0.0422759,-0.857906,48,55,0.00591353,0.017997,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.929919,0.00165604,15,450,12599,226
-647.371,0.999637,0.000873792,5,63,0,649.523,0.112563,-0.704767,-0.0593896,-0.854891,48,55,0.00580955,0.0178095,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.92179,0.00166041,15,450,12599,226
-645.828,0.99921,0.00230371,5,47,0,648.735,0.120874,-0.662165,0.0179934,-0.812931,48,55,0.0058324,0.0183952,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.958547,0.00172125,15,450,12599,226
-648.986,0.967649,0.00391089,3,7,0,649.514,0.140296,-0.654932,0.0245187,-0.812618,48,55,0.00588581,0.0184947,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.961646,0.0017217,15,450,12599,226
-649.397,0.999,0.00311524,5,47,0,651.01,0.0946582,-0.692254,0.0326998,-0.72707,48,55,0.00576031,0.0179815,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.965532,0.00184575,15,450,12599,226
-650.995,0.917275,0.0105987,3,15,0,652.335,0.107694,-0.723939,-0.0501774,-0.818281,48,55,0.00579616,0.0175458,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.926166,0.00171349,15,450,12599,226
-647.938,0.705852,0.0139029,2,7,0,652.745,0.139221,-0.659278,0.00865111,-0.803083,48,55,0.00588286,0.0184349,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.954109,0.00173553,15,450,12599,226
