# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = PyrCompReprFP_Rand1_Try1_model
# start_datetime = 2024-08-12 17:28:51 UTC
# method = sample (Default)
#   sample
#     num_samples = 2000
#     num_warmup = 1000 (Default)
#     save_warmup = 1
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.84999999999999998
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 0.10000000000000001
#         stepsize_jitter = 0.5
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = c:\IBECPostDocDrive\2024_01_16_NCvsKR\DataProcessingInference\ComputationalBayesianOED\tmp\PyrCompReprFP_Rand1_Try1_1.data.R
# init = c:\IBECPostDocDrive\2024_01_16_NCvsKR\DataProcessingInference\ComputationalBayesianOED\tmp\PyrCompReprFP_Rand1_Try1_1.init.R
# random
#   seed = 1322010489 (Default)
# output
#   file = c:\IBECPostDocDrive\2024_01_16_NCvsKR\DataProcessingInference\ComputationalBayesianOED\tmp\PyrCompReprFP_Rand1_Try1_samples_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,kin,kpl,ki,kr,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,inits.1,inits.2,inits.3
-137.625,0.8402,0.018764,3,11,0,139.469,0.557059,-0.709652,-0.559453,-1.49448,48,55,0.00703191,0.0177423,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.68426,0.000733004,15,450,12599,226
-137.625,0,0.957242,0,1,1,138.304,0.557059,-0.709652,-0.559453,-1.49448,48,55,0.00703191,0.0177423,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.68426,0.000733004,15,450,12599,226
-137.625,4.32231e-26,0.190384,1,3,1,141.228,0.557059,-0.709652,-0.559453,-1.49448,48,55,0.00703191,0.0177423,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.68426,0.000733004,15,450,12599,226
-137.564,0.998944,0.00638181,5,31,0,139.026,0.535406,-0.699592,-0.541994,-1.40628,48,55,0.00697237,0.0178806,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.692553,0.000860889,15,450,12599,226
-136.769,0.955388,0.0160758,6,111,0,140.019,0.366691,-0.675277,-0.189775,-0.183842,48,55,0.0065084,0.0182149,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.859857,0.00263343,15,450,12599,226
-140.267,0.996855,0.0175342,6,79,0,143.777,2.22152,-0.66303,-1.26323,-0.452164,48,55,0.0116092,0.0183833,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.349966,0.00224436,15,450,12599,226
-140.806,0.990039,0.0196905,3,15,0,141.498,2.23537,-0.674965,-1.30197,-0.469964,48,55,0.0116473,0.0182192,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.331566,0.00221855,15,450,12599,226
-141.251,0.934911,0.0281637,7,127,0,143.251,-0.655994,-0.72972,2.82961,-1.15842,48,55,0.00369602,0.0174664,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,2.29407,0.0012203,15,450,12599,226
-141.911,0.998465,0.0200648,6,63,0,142.662,-0.625892,-0.695454,2.86223,-1.61205,48,55,0.0037788,0.0179375,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,2.30956,0.000562531,15,450,12599,226
-143.382,0.926737,0.0355697,6,127,0,144.947,-0.656551,-0.729295,2.43444,-2.29442,48,55,0.00369448,0.0174722,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,2.10636,-0.000426905,15,450,12599,226
