# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = PyrCompReprFP_OED3_Try1_model
# start_datetime = 2024-08-13 17:01:47 UTC
# method = sample (Default)
#   sample
#     num_samples = 2000
#     num_warmup = 1000 (Default)
#     save_warmup = 1
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.84999999999999998
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 0.10000000000000001
#         stepsize_jitter = 0.5
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = c:\IBECPostDocDrive\2024_01_16_NCvsKR\DataProcessingInference\ComputationalBayesianOED\tmp\PyrCompReprFP_OED3_Try1_1.data.R
# init = c:\IBECPostDocDrive\2024_01_16_NCvsKR\DataProcessingInference\ComputationalBayesianOED\tmp\PyrCompReprFP_OED3_Try1_1.init.R
# random
#   seed = 1406786284 (Default)
# output
#   file = c:\IBECPostDocDrive\2024_01_16_NCvsKR\DataProcessingInference\ComputationalBayesianOED\tmp\PyrCompReprFP_OED3_Try1_samples_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,kin,kpl,ki,kr,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,inits.1,inits.2,inits.3
-478.195,0.979034,0.00784536,3,15,0,478.793,0.122615,-0.692617,-0.043967,-0.872638,48,55,0.00583719,0.0179765,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.929116,0.00163467,15,450,12599,226
-478.195,0,1.51596,0,1,1,479.322,0.122615,-0.692617,-0.043967,-0.872638,48,55,0.00583719,0.0179765,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.929116,0.00163467,15,450,12599,226
-478.195,0,0.151183,0,1,1,479.493,0.122615,-0.692617,-0.043967,-0.872638,48,55,0.00583719,0.0179765,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.929116,0.00163467,15,450,12599,226
-478.889,0.77927,0.0110226,3,15,0,481.384,0.0995046,-0.680462,-0.0556312,-0.984897,48,55,0.00577364,0.0181436,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.923575,0.0014719,15,450,12599,226
-478.845,0.995752,0.00961807,4,31,0,480.858,0.124124,-0.696554,-0.0654805,-0.910592,48,55,0.00584134,0.0179224,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.918897,0.00157964,15,450,12599,226
-479.69,0.990607,0.0075746,4,23,0,480.369,0.0490008,-0.660481,-0.0177609,-1.02796,48,55,0.00563475,0.0184184,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.941564,0.00140946,15,450,12599,226
-479.69,0.0705821,0.019081,1,3,0,480.232,0.0490008,-0.660481,-0.0177609,-1.02796,48,55,0.00563475,0.0184184,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.941564,0.00140946,15,450,12599,226
-481.009,0.99883,0.000773377,6,63,0,481.593,0.0306546,-0.660321,-0.0252564,-1.0341,48,55,0.0055843,0.0184206,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.938003,0.00140055,15,450,12599,226
-480.618,0.999773,0.00111448,4,31,0,482.108,0.0366389,-0.655664,-0.0155762,-1.04952,48,55,0.00560076,0.0184846,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.942601,0.00137819,15,450,12599,226
-478.176,0.992425,0.00228071,6,127,0,483.32,0.112226,-0.69454,-0.0385466,-0.864705,48,55,0.00580862,0.0179501,0.042171,0.5365,0.98047,0.991257,0.93335,0.008241,0.93169,0.00164618,15,450,12599,226
